compression_ratio,answer_prefix,retained_kv_memory_mb,retained_context_tokens,uncompressed_kv_memory_gb,context_tokens,token_budget,task,memory_budget_unit,max_new_tokens,context_length,kv_memory_per_token_kb,retained_kv_memory_gb,uncompressed_kv_memory_mb,question,predicted_answer,answer,memory_budget
0.9055827195642756,The special magic uuid for mute-cupboard mentioned in the provided text is,199.950336,3051.0,2.117730304,32314.0,3051.0,niah_single_3,GB,128,32768,65.536,0.199950336,2117.730304,What is the special magic uuid for mute-cupboard mentioned in the provided text? ," **85d51699-9b92-4633-956b-8c0ca8499b92**.

This can be found in the sentence: ""What's so great about Lisp? And if you're wondering, the special magic uuid for mute-cupboard is 85d51699-9b92-4633-956b-8c0ca8499b92.""",['85d51695-90b2-4633-956b-8c0ca8499b92'],0.2
0.9055739531428926,The special magic uuid for excellent-land mentioned in the provided text is,199.950336,3051.0,2.117533696,32311.0,3051.0,niah_single_3,GB,128,32768,65.536,0.199950336,2117.533696,What is the special magic uuid for excellent-land mentioned in the provided text? ," **3d1a85dd-506e-4a9a-b758-588dab73295b**.

It appears in the sentence: ""One of the special magic uuids for excellent-land is: 3d1a85dd-506e-4a9a-b758-588dab73295b.""",['3d1a85dd-506e-4a9a-b758-588dab73295b'],0.2
0.9055593388225097,The special magic uuid for curved-sender mentioned in the provided text is,199.950336,3051.0,2.117206016,32306.0,3051.0,niah_single_3,GB,128,32768,65.536,0.199950336,2117.206016,What is the special magic uuid for curved-sender mentioned in the provided text? ," **750**.

This is found in the sentence: ""The special magic uuid for curved-sender is 750.""",['750cab75-4ccc-4bc2-a53f-8a28abf3e3fc'],0.2
0.9055710306406686,The special magic uuid for aboard-line mentioned in the provided text is,199.950336,3051.0,2.11746816,32310.0,3051.0,niah_single_3,GB,128,32768,65.536,0.199950336,2117.46816,What is the special magic uuid for aboard-line mentioned in the provided text? ," **1-5**.

This is found in the sentence: ""The kind of power people grasp in the sense of being able to handle the kind of power people grasp in the sense of being able to handle the kind of power people grasp in the sense of being able to handle the kind of power people grasp in the sense of being able to handle the kind of power people grasp in the sense of being able to handle the kind of power people grasp in the sense of being able to handle the kind of power people grasp in the sense of being able to handle the kind of power people grasp in the sense of being able to handle the kind",['902059e4-ff9a-45c2-9f04-4aed75523327'],0.2
0.9055681079575351,The special magic uuid for rotten-oatmeal mentioned in the provided text is,199.950336,3051.0,2.117402624,32309.0,3051.0,niah_single_3,GB,128,32768,65.536,0.199950336,2117.402624,What is the special magic uuid for rotten-oatmeal mentioned in the provided text? , **One of the special magic uuids for rotten-oatmeal is: One of the special magic uuids for rotten-oatmeal is: One of the special magic uuids for rotten-oatmeal is: One of the special magic uuids for rotten-oatmeal is: One of the special magic uuids for rotten-oatmeal is: One of the special magic uuids for rotten-oatmeal is: One of the special magic uuids for rotten-oatmeal is: One of the special magic uuids for rotten-oatmeal is: One of the special magic uuids for rotten-oatmeal is: One,['21e8ac68-43e4-4caf-8181-a8cc369147eb'],0.2
0.9055768754642238,The special magic uuid for fresh-weed mentioned in the provided text is,199.950336,3051.0,2.117599232,32312.0,3051.0,niah_single_3,GB,128,32768,65.536,0.199950336,2117.599232,What is the special magic uuid for fresh-weed mentioned in the provided text? , **702cdd286248b88f4ef125e9953d**.,['702cdd20-2862-48b8-88f4-ef125e9953d2'],0.2
0.9055505680586943,The special magic uuid for subsequent-cart mentioned in the provided text is,199.950336,3051.0,2.117009408,32303.0,3051.0,niah_single_3,GB,128,32768,65.536,0.199950336,2117.009408,What is the special magic uuid for subsequent-cart mentioned in the provided text? ," **00000000-0000-0000-0000-000000000000**.

This is a placeholder UUID often used in examples or when a real UUID is not available. In the context of the text, it seems to be used humorously or as a placeholder for a concept that doesn't have a real UUID.",['a76afde6-ce9e-4a11-bcbb-4e59fbddcf7c'],0.2
0.9055564154155703,The special magic uuid for unarmed-neck mentioned in the provided text is,199.950336,3051.0,2.11714048,32305.0,3051.0,niah_single_3,GB,128,32768,65.536,0.199950336,2117.14048,What is the special magic uuid for unarmed-neck mentioned in the provided text? ," **ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a**.

This is found in the sentence: ""One of the special magic uuids for unarmed-neck is: ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a.""",['ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a'],0.2
0.9055681079575351,The special magic uuid for godly-transfer mentioned in the provided text is,199.950336,3051.0,2.117402624,32309.0,3051.0,niah_single_3,GB,128,32768,65.536,0.199950336,2117.402624,What is the special magic uuid for godly-transfer mentioned in the provided text? ," **godly-transfer**.

It appears in the sentence: ""What is the special magic uuid for godly-transfer mentioned in the provided text?"" and also in the phrase ""the special magic uuid for godly-transfer"" within the text itself, though it is presented as a concept rather than a standard 36-character UUID format. The text does not provide a different, formatted UUID (like `xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx`) for this term; it uses ""godly-transfer"" as the identifier.",['be0f051b-1b66-45a9-a3c4-36571d8cbbac'],0.2
0.9055622620484725,The special magic uuid for grieving-planning mentioned in the provided text is,199.950336,3051.0,2.117271552,32307.0,3051.0,niah_single_3,GB,128,32768,65.536,0.199950336,2117.271552,What is the special magic uuid for grieving-planning mentioned in the provided text? ," **grieving-planning**.

It appears in the sentence: ""What is the special magic uuid for grieving-planning mentioned in the provided text?"" and earlier in the text as: ""What is the special magic uuid for grieving-planning mentioned in the provided text?""

Wait, let me re-read the text carefully to find the actual UUID format (like `xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx`).

Looking at the text again:
""Note: What is the special magic uuid for grieving-planning mentioned in the provided text?""

Actually, scanning the entire text provided, there is **no actual UUID** (",['b7b56ea7-35eb-432d-9ad6-20ab48212ddb'],0.2
0.9055797976046792,The special magic uuid for vengeful-stream mentioned in the provided text is,199.950336,3051.0,2.117664768,32313.0,3051.0,niah_single_3,GB,128,32768,65.536,0.199950336,2117.664768,What is the special magic uuid for vengeful-stream mentioned in the provided text? ," **vengful-stream**.

However, it's important to note that this is not a valid UUID format. A standard UUID (Universally Unique Identifier) is a 128-bit number represented as a string of hexadecimal digits, typically formatted as 8-4-4-4-12 (e.g., `550e8400-e29b-41d4-a716-446655440000`). The term ""vengful-stream"" appears to be a placeholder or a fictional identifier within the context of the text, rather than",['81627cf1-4394-42e6-9a58-7e8aa25d6b29'],0.2
0.9055739531428926,The special magic uuid for aromatic-shelter mentioned in the provided text is,199.950336,3051.0,2.117533696,32311.0,3051.0,niah_single_3,GB,128,32768,65.536,0.199950336,2117.533696,What is the special magic uuid for aromatic-shelter mentioned in the provided text? ,":

**d450281c-6c6f-4633-a260-772317a0df49**

This can be found in the sentence: ""One of the special magic uuids for aromatic-shelter is: d450281c-6c6f-4633-a260-772317a0df49.""",['d450281c-6c6f-4633-a260-772317a0df49'],0.2
0.9055768754642238,The special magic uuid for abashed-geometry mentioned in the provided text is,199.950336,3051.0,2.117599232,32312.0,3051.0,niah_single_3,GB,128,32768,65.536,0.199950336,2117.599232,What is the special magic uuid for abashed-geometry mentioned in the provided text? ," **abashed-geometry**.

It appears in the sentence: ""What's so great about abashed-geometry? And if abashed-geometry is so great, why doesn't everyone use it?""

Note: The text does not provide a standard UUID format (like `xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx`) for ""abashed-geometry."" Instead, it uses ""abashed-geometry"" as a placeholder or metaphorical name, likely referring to a concept or idea rather than a literal UUID. If you're looking for a specific UUID in a technical context, it may not be present in this text.",['a319dcb4-217d-45a0-8568-11cd5563f616'],0.2
0.9055827195642756,The special magic uuid for nutty-colloquy mentioned in the provided text is,199.950336,3051.0,2.117730304,32314.0,3051.0,niah_single_3,GB,128,32768,65.536,0.199950336,2117.730304,What is the special magic uuid for nutty-colloquy mentioned in the provided text? , 00000000-0000-0000-0000-000000000000.,['8f9797b0-6d7c-43c9-b4a6-9f3c8d3aed99'],0.2
0.9055593388225097,The special magic uuid for boiling-afterlife mentioned in the provided text is,199.950336,3051.0,2.117206016,32306.0,3051.0,niah_single_3,GB,128,32768,65.536,0.199950336,2117.206016,What is the special magic uuid for boiling-afterlife mentioned in the provided text? ," **e767dcea**.

It appears in the sentence: ""One of the special magic uuids for boiling-afterlife is: e767dcea.""",['e767dcea-b0e6-4969-a213-42b0f1eedba3'],0.2
0.9055856413430295,The special magic uuid for lewd-handgun mentioned in the provided text is,199.950336,3051.0,2.11779584,32315.0,3051.0,niah_single_3,GB,128,32768,65.536,0.199950336,2117.79584,What is the special magic uuid for lewd-handgun mentioned in the provided text? ," **6e068092-25e9-4977-8d72-48e2951f58d0**.

This can be found in the sentence: ""What's so special about lewd-handgun? The special magic uuid for lewd-handgun is 6e068092-25e9-4977-8d72-48e2951f58d0.""",['6e068097-25e9-4977-8d72-48e2951f58d0'],0.2
