context_tokens,memory_budget_unit,uncompressed_kv_memory_mb,predicted_answer,answers,compression_ratio,kv_memory_per_token_kb,uncompressed_kv_memory_gb,answer_prefix,max_new_tokens,token_budget,memory_budget,retained_context_tokens,retained_kv_memory_gb,task,split,question,retained_kv_memory_mb
44955.0,MB,6628.88448," ['Game of Thrones', 1]  
['The dwarf's name in Game of Thrones is not explicitly mentioned in the provided documents.']",['Tyrion Lannister'],0.9227672116561005,147.456,6.62888448,Final Answer: ,256,3472.0,512.0,3472.0,0.511967232,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what's the dwarf's name in game of thrones
",511.967232
44955.0,MB,6628.88448," ['Ricardo's ""You'll Never Walk Alone""']
TITLE: First Epistle of John | ID: 203",['Judith Cynthia Aline Keppel'],0.9227672116561005,147.456,6.62888448,Final Answer: ,256,3472.0,512.0,3472.0,0.511967232,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: first who wants to be a millionaire winner uk
",511.967232
44955.0,MB,6628.88448," ['Rosalind Franklin', 'James Watson', 'Francis Crick']",['Crick' 'Watson'],0.9227672116561005,147.456,6.62888448,Final Answer: ,256,3472.0,512.0,3472.0,0.511967232,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who proposed the first accurate model of dna
",511.967232
44955.0,MB,6628.88448," ['Dexter (season 3)', '301']  
['The Pokémon theme song for season 1 is sung by the voice actor who also performed the song for the original series, which is not explicitly mentioned in the provided documents. However, the song is associated with the Pokémon franchise, and the specific performer for the theme song of season 1 is not listed in the given text.']",['Jason Paige'],0.9227672116561005,147.456,6.62888448,Final Answer: ,256,3472.0,512.0,3472.0,0.511967232,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who sings the pokemon theme song season 1
",511.967232
44955.0,MB,6628.88448," ['I Love Lucy', 99]",['Mary Elizabeth Patterson'],0.9227672116561005,147.456,6.62888448,Final Answer: ,256,3472.0,512.0,3472.0,0.511967232,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played mrs. trumbull on i love lucy
",511.967232
44955.0,MB,6628.88448, ['First Epistle of John'],['AD 95–110' 'probably written in Ephesus'],0.9227672116561005,147.456,6.62888448,Final Answer: ,256,3472.0,512.0,3472.0,0.511967232,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was the first epistle of john written
",511.967232
44955.0,MB,6628.88448, ['Colby cheese is named after a town in the state of Wisconsin'],['Wisconsin'],0.9227672116561005,147.456,6.62888448,Final Answer: ,256,3472.0,512.0,3472.0,0.511967232,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: colby chees is named after a town in what state
",511.967232
44955.0,MB,6628.88448, ['Rogue (character)'],['Dragon Ball GT'],0.9227672116561005,147.456,6.62888448,Final Answer: ,256,3472.0,512.0,3472.0,0.511967232,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did goku first go super saiyan 4
",511.967232
44955.0,MB,6628.88448," ['Dennis Raphael', 'The GNU/Linux naming controversy']",['Richard Stallman'],0.9227672116561005,147.456,6.62888448,Final Answer: ,256,3472.0,512.0,3472.0,0.511967232,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is given credit for the gnu initiative
",511.967232
44955.0,MB,6628.88448," ['Montana is one of the nine Mountain States, located in the north of the Western United States.']
TITLE: Montana | ID: 180",['Idaho'],0.9227672116561005,147.456,6.62888448,Final Answer: ,256,3472.0,512.0,3472.0,0.511967232,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what us state forms the western boundary of montana
",511.967232
