compression_ratio,max_new_tokens,predicted_answer,retained_context_tokens,uncompressed_kv_memory_gb,memory_budget_unit,task,uncompressed_kv_memory_mb,context_tokens,context_id,retained_kv_memory_mb,kv_memory_per_token_kb,answer_prefix,retained_kv_memory_gb,context_length,question,memory_budget,answer,token_budget
0.04996836363014523,32,BDD606671AD1,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 1C80A3B1799D? Return only the value.,8192.0,['BDD606671AD1'],55555.0
0.04996836363014523,32,B3B8392456DE,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 3EB146685257? Return only the value.,8192.0,['23B8392456DE'],55555.0
0.04996836363014523,32,BD9CAD3C2D6D,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 1A3DBC8960A9? Return only the value.,8192.0,['BD9CAD3C2D6D'],55555.0
0.04996836363014523,32,972A16419F82,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 8B9DE465E150? Return only the value.,8192.0,['972A16419F82'],55555.0
0.04996836363014523,32,CA929E8FC965,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 08226C031199? Return only the value.,8192.0,['17FC07A0CA6E'],55555.0
0.04996836363014523,32,5F98A65E688E,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 3B8F37F8A88B? Return only the value.,8192.0,['9A1D815EF6D1'],55555.0
0.04996836363014523,32,B74D32E70629,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 8FAD06CB0FB3? Return only the value.,8192.0,['B74D32E70629'],55555.0
0.04996836363014523,32,4F4B814F484C,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key B38AA65ED389? Return only the value.,8192.0,['6B658B8148F6'],55555.0
0.04996836363014523,32,473796DA1DAC,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 72FF386ECBE0? Return only the value.,8192.0,['473796DA1DAC'],55555.0
0.04996836363014523,32,C24101A9E71F,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key DE8ACF36D58B? Return only the value.,8192.0,['C24101A9E71F'],55555.0
0.04996836363014523,32,6C30B2B9437A,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 28DFCE4A2BBD? Return only the value.,8192.0,['6C30B2B9437A'],55555.0
0.04996836363014523,32,18A41C4760A5,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 4722571AA876? Return only the value.,8192.0,['371E27CD8130'],55555.0
0.04996836363014523,32,1A2A562B0F79,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key C374F50BEA63? Return only the value.,8192.0,['1A2A562B0F79'],55555.0
0.04996836363014523,32,0F841931E9EE,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 614217BE3111? Return only the value.,8192.0,['5BE618C26797'],55555.0
0.04996836363014523,32,43B79A8DCA03,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 580DD8F56413? Return only the value.,8192.0,['43B79A8DCA03'],55555.0
0.04996836363014523,32,310C3FA7F104,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 0B1FCE9FF57F? Return only the value.,8192.0,['759CBACFB3D0'],55555.0
0.04996836363014523,32,EC1BF91E1D4C,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 1FF489463E85? Return only the value.,8192.0,['EC1BF91E1D4C'],55555.0
0.04996836363014523,32,D20E4E20FD1A,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 142C60E7A113? Return only the value.,8192.0,['4B0D8D5288F1'],55555.0
0.04996836363014523,32,4F08C2874F06,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key A0EED453DD32? Return only the value.,8192.0,['E2AC9E574F7A'],55555.0
0.04996836363014523,32,313993CD59BF,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 5C94DC98D2C1? Return only the value.,8192.0,['313993CD59BF'],55555.0
0.04996836363014523,32,A9480BBB2599,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 11CEB45ED1F0? Return only the value.,8192.0,['A9480BBB2599'],55555.0
0.04996836363014523,32,CD4E564E9A13,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key C5E73A578A8E? Return only the value.,8192.0,['FC374A15544D'],55555.0
0.04996836363014523,32,313993CD59BF,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key DAF6146D3F31? Return only the value.,8192.0,['DDD13B982EF8'],55555.0
0.04996836363014523,32,447A062268D1,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 614F19DB3AD0? Return only the value.,8192.0,['741247294739'],55555.0
0.04996836363014523,32,A49B9082889E,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key D588A2BC372F? Return only the value.,8192.0,['29A35D65A441'],55555.0
0.04996836363014523,32,4E6782320E8D,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 5AF35EC42E08? Return only the value.,8192.0,['AB9035A240AE'],55555.0
0.04996836363014523,32,AE5E8B60C511,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key B3AA4458A885? Return only the value.,8192.0,['AEFCEFC89849'],55555.0
0.04996836363014523,32,A28D9BF00273,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 1247A5E5A5AB? Return only the value.,8192.0,['A28D9BF00273'],55555.0
0.04996836363014523,32,5B964554545C,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 88BD2BCFBE01? Return only the value.,8192.0,['3EABBAA80DD4'],55555.0
0.04996836363014523,32,451B6133A34D,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 765629D4BEEF? Return only the value.,8192.0,['451B6123FDF7'],55555.0
0.04996836363014523,32,D34101A9E71F,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key ECE6FD5166E6? Return only the value.,8192.0,['B02BA3D70628'],55555.0
0.04996836363014523,32,5048BF574E2B,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key 38388E944239? Return only the value.,8192.0,['5304AF42E12F'],55555.0
0.04996836363014523,32,EE3A8895229A,55555.0,8.622784512,MB,synthetic_kv_64k,8622.784512,58477.0,context_0000,8191.91808,147.456,,8.19191808,62995,What is the value associated with key C4B0D7C524A5? Return only the value.,8192.0,['0E51C6A7EE39'],55555.0
