token_budget,predicted_answer,max_new_tokens,task,retained_kv_memory_gb,kv_memory_per_token_kb,split,compression_ratio,question,retained_context_tokens,memory_budget_unit,answers,retained_kv_memory_mb,memory_budget,uncompressed_kv_memory_gb,answer_prefix,context_tokens,uncompressed_kv_memory_mb
3472.0," ['The Midnight Zoo', 'The Invincible Constable', 'The Village of No Return']",256,quest_32k,0.511967232,147.456,dev,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Capua Films
",3472.0,MB,['Spartacus (film)'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Midnight Zoo']",256,quest_32k,0.511967232,147.456,dev,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1990s Indian and folklore romance films.
",3472.0,MB,['Laal Paree' 'Roja (film)' 'Sahasa Veerudu Sagara Kanya'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Village of No Return', 'The Midnight Zoo', 'The Midnight Zoo']",256,quest_32k,0.511967232,147.456,dev,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films shot in Gauteng or New Zealand action thrillers or Western films from South Africa
",3472.0,MB,['6 Days (2017 film)' 'Glory Glory (2000 film)' 'The Jackals'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Story Without a Name', 'The Village of No Return', 'The Bewitched', 'The Seven Chinese Brothers', 'The Seven Chinese Brothers', 'The Seven Chinese Brothers', 'The Seven Chinese Brothers', 'The Seven Chinese Brothers', 'The Seven Chinese Brothers', 'The Seven Chinese Brothers', 'The Seven Chinese Brothers', 'The Seven Chinese Brothers', 'The Seven Chinese Brothers', 'The Seven Chinese Brothers', 'The Seven Chinese Brothers', 'The Seven Chinese",256,quest_32k,0.511967232,147.456,dev,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1860 novels or 1860 American novels or Ivan Turgenev novellas
",3472.0,MB,['Max Havelaar' 'The Marble Faun' 'The Mill on the Floss'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Village of No Return', '10']",256,quest_32k,0.511967232,147.456,dev,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Horror anthology films about time travel that were shot in the US
",3472.0,MB,['Southbound (2015 film)' 'Twilight Zone: The Movie'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Midnight Zoo', 'The Village of No Return', 'The Village of No Return', 'The Invincible Constable', 'The Invincible Constable', 'The Midnight Zoo', 'The Midnight Zoo', 'The Village of No Return', 'The Village of No Return']",256,quest_32k,0.511967232,147.456,dev,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films based on European myths and legends and young adult literature
",3472.0,MB,['Percy Jackson & the Olympians: The Lightning Thief'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Village of No Return', '10']",256,quest_32k,0.511967232,147.456,dev,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Supernatural horror films in the Artic
",3472.0,MB,"['Kajutaijuq: The Spirit That Comes' 'The Abandoned (2006 film)'
 'The Last Winter (2006 film)']",511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Midnight Zoo']",256,quest_32k,0.511967232,147.456,dev,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Northern Mariana Islands set films
",3472.0,MB,['Anatahan (film)' 'Oba: The Last Samurai'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Midnight Zoo']",256,quest_32k,0.511967232,147.456,dev,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1980 books that are non fiction and, about British thriller.
",3472.0,MB,['Man on Fire (Quinnell novel)' 'Sweet Adelaide'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Midnight Zoo']",256,quest_32k,0.511967232,147.456,dev,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Australian novels from 1991
",3472.0,MB,['Cloudstreet' 'Mandragora (novel)' 'Our Sunshine'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Bewitched', 'The Midnight Zoo', 'The Final Reflection']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Novels about families set in Boston and New England.
",3472.0,MB,['A Case of Need'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The 3 Mistakes of My Life', 'The 3 Mistakes of My Life']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2009 Indian, or by Chetan Bhagat, novels
",3472.0,MB,"['Five Point Someone' 'One Night @ the Call Center'
 'The 3 Mistakes of My Life']",511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Seven Chinese Brothers', 'The Story Without a Name (novel)']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Hispanic and Latino American novels set anywhere besides North America
",3472.0,MB,['At Night We Walk in Circles' 'La reina de América' 'Lost City Radio'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Bewitched', 'The Story Without a Name (novel)']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Swiss Films about stalking
",3472.0,MB,['One Way Trip 3D'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Midnight Zoo']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1971 British thriller novels
",3472.0,MB,['Firecrest (novel)' 'Lament for Leto'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Lives of Animals', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Critical Jehovah's Witness books.
",3472.0,MB,['Crisis of Conscience'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Midnight Zoo']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Gene DeWeese novels
",3472.0,MB,['Chain of Attack' 'The Final Nexus' 'The Peacekeepers'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zone', 'The Midnight Zone', 'The Midnight Zone']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2010s speculative fiction novels about Washington (state) and the United States.
",3472.0,MB,['Seveneves'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Village of No Return', '10']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1990's historical films about security and surveillance that are set in England
",3472.0,MB,['Elizabeth (film)'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['Une vieille maîtresse', '3', 'The Bewitched', '4']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1890s historical books and novels published by Harper & Brothers
",3472.0,MB,['Personal Recollections of Joan of Arc'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['Les Observations de plusieurs singularitez et choses memorables trouvées en Grèce, Asie, Judée, Egypte, Arabie et autres pays estranges', '1933']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: History/Adventure books about France from 1933
",3472.0,MB,['The Way of the Scarlet Pimpernel'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Bewitched', '1932']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Crime novels that are both American crime novels and 1932 novels
",3472.0,MB,['Poison in Jest' 'The Waxworks Murder'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Bewitched', 'The Village of No Return', 'The Invincible Constable']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Penal system documentary films that are not about law enforcement in the United States
",3472.0,MB,['P4W: Prison for Women' 'The Phantom (2021 film)' 'Waseskun'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Village of No Return', 'The Midnight Zoo', 'The Midnight Zoo']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1984 Fantasy novels about the United Kingdom
",3472.0,MB,['Mythago Wood' 'Nights at the Circus'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Story Without a Name', 'The Midnight Midnight']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Novels published by Hutchinson about film director and producers
",3472.0,MB,['Laughing Gas (novel)'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Last Chance (1982 film)']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Canadian documentaries about homelessness and LGBT
",3472.0,MB,['Ryan (film)'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['Les observations de plusieurs singularitez et choses memorables trouvées en Grèce, Asie, Judée, Egypte, Arabie et autres pays estranges', '1982', 'The Midnight Zoo', '1982']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films set in Italy that are 1982 television films
",3472.0,MB,"['Cavalleria rusticana (1982 film)' 'The Deadly Game (1982 film)'
 'The Life of Verdi (miniseries)']",511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Midnight Zoo']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Erico Verissimo works adapted into films
",3472.0,MB,['Time and the Wind'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Midnight Zone']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Young adult novels set in Oceania that are not Australian or for children
",3472.0,MB,['Boy at War' 'The Changeover' 'The Firebird Rocket'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Village of No Return', 'The Midnight Zoo', 'The Bewitched', 'The Story Without a Name (novel)']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Iranian novels or books by Sadegh Hedayat
",3472.0,MB,['My Uncle Napoleon' 'Savushun' 'The Blind Owl'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Village of No Return']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Propaganda films that are epic and based on actual events.
",3472.0,MB,['Doctor Zhivago (film)'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Seven Chinese Brothers', 'The Seven Chinese Brothers (1960)']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1960 Catholic fiction books
",3472.0,MB,['The Picturegoers' 'The Violent Bear It Away'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Midnight Zoo']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: NBC network original films about ideologies that are set in outer space.
",3472.0,MB,['Undercover with the KKK'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Bewitched', '1930', 'The 1930s', 'The 1930s', 'The 1930s', 'The 1930s', 'The 1930s', 'The 1930s', 'The 1930s', 'The 1930s']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1930 non american crime films
",3472.0,MB,"['An Obvious Situation' ""That Night's Wife"" 'The Copper (1930 film)']",511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Midnight Zoo']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2010s legal mystery drama films
",3472.0,MB,['Ace Attorney (film)' 'True Story (film)'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The 3 Mistakes of My Life', 'The Village of No Return']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Andrew Jackson films or films about the War or 1812
",3472.0,MB,"['First Invasion: The War of 1812' 'Last of the Buccaneers'
 'Mohawk (2017 film)']",511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Midnight Zoo']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films about sportspeople set in 1972
",3472.0,MB,['Going Vertical' 'Prefontaine (film)'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Village of No Return', 'The Midnight Zoo', 'The Bewitched', 'The Story Without a Name (novel)']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1936 Alternate history novels and books based in Asia
",3472.0,MB,['We the Living'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Midnight Zoo', 'The Midnight Zoo']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Books about social psychology set in the Middle Ages that are Hachette Book Group books
",3472.0,MB,['Circe (novel)' 'Julian (novel)'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0, ['The Village of No Return'],256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films set in the year 2073
",3472.0,MB,['A.P.E.X.'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0, ['The Midnight Midnight: A French Novel Made in 1905'],256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: French novels made in 1905.
",3472.0,MB,['The Lighthouse at the End of the World'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0, ['The Midnight Zoo'],256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2004 films that are set in 1974
",3472.0,MB,"['Anchorman: The Legend of Ron Burgundy'
 'The Assassination of Richard Nixon']",511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Adventures of Jinbao', 'The Village of No Return', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', 'The Midnight Zoo', '",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Bulgarian animated films or Polish or Belgian animated fantasy films
",3472.0,MB,['Demoni (2012 film)' 'Dragon Rider (film)' 'Felix the Cat: The Movie'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
3472.0," ['The Village of No Return', '10', 'The Midnight Zoo', '9']",256,quest_32k,0.511967232,147.456,test,0.9218000405414536,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Novels adapted into radio programs that are set during WWI
",3472.0,MB,['All Quiet on the Western Front'],511.967232,512.0,6.546898944,Final Answer: ,44399.0,6546.898944
