token_budget,context_length,answer,retained_kv_memory_mb,task,question,retained_kv_memory_gb,answer_prefix,max_new_tokens,kv_memory_per_token_kb,compression_ratio,retained_context_tokens,memory_budget_unit,uncompressed_kv_memory_gb,predicted_answer,memory_budget,uncompressed_kv_memory_mb,context_tokens
12207.0,32768,['France' 'France' 'France' 'France'],799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In what country is Normandy located? ",0.799997952,Answer:,32,65.536,0.6101494634644864,12207.0,GB,2.052063232, France,0.8,2052.063232,31312.0
12207.0,32768,"['10th and 11th centuries' 'in the 10th and 11th centuries'
 '10th and 11th centuries' '10th and 11th centuries']",799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When were the Normans in Normandy? ",0.799997952,Answer:,32,65.536,0.63927304964539,12207.0,GB,2.21773824, 10th and 11th centuries,0.8,2217.73824,33840.0
12207.0,32768,"['Denmark, Iceland and Norway' 'Denmark, Iceland and Norway'
 'Denmark, Iceland and Norway' 'Denmark, Iceland and Norway']",799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: From which countries did the Norse originate? ",0.799997952,Answer:,32,65.536,0.6281980994152047,12207.0,GB,2.151677952," Denmark, Iceland and Norway",0.8,2151.677952,32832.0
12207.0,32768,['Rollo' 'Rollo' 'Rollo' 'Rollo'],799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was the Norse leader? ",0.799997952,Answer:,32,65.536,0.6368369380894296,12207.0,GB,2.202861568, Rollo,0.8,2202.861568,33613.0
12207.0,32768,['10th century' 'the first half of the 10th century' '10th' '10th'],799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What century did the Normans first gain their separate identity? ",0.799997952,Answer:,32,65.536,0.63605736263081,12207.0,GB,2.198142976, 10th century,0.8,2198.142976,33541.0
12207.0,32768,['William the Conqueror' 'William the Conqueror' 'William the Conqueror'],799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was the duke in the battle of Hastings? ",0.799997952,Answer:,32,65.536,0.6186146780391789,12207.0,GB,2.097610752, Duke William II of Normandy,0.8,2097.610752,32007.0
12207.0,32768,['Richard I' 'Richard I' 'Richard I'],799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who ruled the duchy of Normandy ",0.799997952,Answer:,32,65.536,0.6276082977425259,12207.0,GB,2.14827008, Rollo,0.8,2148.27008,32780.0
12207.0,32768,['Catholic' 'Catholic orthodoxy' 'Catholic'],799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What religion were the Normans ",0.799997952,Answer:,32,65.536,0.6409705882352941,12207.0,GB,2.228224, Catholicism (Christianity),0.8,2228.224,34000.0
12207.0,32768,"['Viking' 'Norseman, Viking' 'Norseman, Viking']",799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the original meaning of the word Norman? ",0.799997952,Answer:,32,65.536,0.6350563544500583,12207.0,GB,2.192113664," Norseman, Viking",0.8,2192.113664,33449.0
12207.0,32768,['9th century' '9th century' '9th century'],799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was the Latin version of the word Norman first recorded? ",0.799997952,Answer:,32,65.536,0.6308850654652112,12207.0,GB,2.167341056, 9th century,0.8,2167.341056,33071.0
12207.0,32768,['911' '911' '911'],799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was the Duchy of Normandy founded? ",0.799997952,Answer:,32,65.536,0.6312307413449338,12207.0,GB,2.169372672, 911,0.8,2169.372672,33102.0
12207.0,32768,['King Charles III' 'King Charles III' 'King Charles III'],799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who did Rollo sign the treaty of Saint-Clair-sur-Epte with? ",0.799997952,Answer:,32,65.536,0.6384396658965701,12207.0,GB,2.212626432, King Charles III of West Francia,0.8,2212.626432,33762.0
12207.0,32768,['Seine' 'Epte' 'Seine'],799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What river originally bounded the Duchy ",0.799997952,Answer:,32,65.536,0.6274605548265022,12207.0,GB,2.147418112, The river Epte,0.8,2147.418112,32767.0
12207.0,32768,['Rollo' 'Rollo' 'Rollo'],799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who upon arriving gave the original viking settlers a common identity? ",0.799997952,Answer:,32,65.536,0.619268916474331,12207.0,GB,2.101215232, Rollo,0.8,2101.215232,32062.0
12207.0,32768,['Catholicism' 'Catholicism' 'Catholicism'],799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the Norman religion? ",0.799997952,Answer:,32,65.536,0.6277786247903644,12207.0,GB,2.14925312, Catholicism (Christianity),0.8,2149.25312,32795.0
12207.0,32768,['north' 'the north' 'north'],799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What part of France were the Normans located? ",0.799997952,Answer:,32,65.536,0.6275514874141876,12207.0,GB,2.1479424, The north of France,0.8,2147.9424,32775.0
12207.0,32768,['fighting horsemen' 'fighting horsemen' 'fighting horsemen'],799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was one of the Norman's major exports? ",0.799997952,Answer:,32,65.536,0.61,12207.0,GB,2.0512768, fighting horsemen,0.8,2051.2768,31300.0
12207.0,32768,"['Seljuk Turks'
 'the Pechenegs, the Bulgars, and especially the Seljuk Turks'
 'the Seljuk Turks']",799.997952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia? ",0.799997952,Answer:,32,65.536,0.6260683106141829,12207.0,GB,2.13942272, The Seljuk Turks,0.8,2139.42272,32645.0
