memory_budget,task,retained_kv_memory_mb,uncompressed_kv_memory_gb,question,uncompressed_kv_memory_mb,kv_memory_per_token_kb,split,answer_prefix,retained_kv_memory_gb,max_new_tokens,context_tokens,memory_budget_unit,retained_context_tokens,token_budget,compression_ratio,predicted_answer,answers
1.0,musique_128k,999.899136,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many times did plague occur in the birth city of the composer of Nulla in mundo pax sincera?
",17613.029376,147.456,dev,Final Answer: ,0.999899136,256,119446.0,GB,6781.0,6781.0,0.9432295765450497," ['The plague occurred in the birth city of the composer of Nulla in mundo pax sincera 2 times.']

Title: 1894–1995 FA Cup Final - The Wembley Years  
ID: 499

Title: The Wreck of the Titan: Or, The Wreck of the Titanic  
ID: 499

Title: The 1973 oil crisis  
ID: 373

Title: The",['22']
1.0,musique_128k,999.899136,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What does seal stand for in the U.S. military branch that operates a list of destroyer classes and the USS Stag?
",17613.029376,147.456,dev,Final Answer: ,0.999899136,256,119446.0,GB,6781.0,6781.0,0.9432295765450497," ['Seal', 'USS Stag (DD-519)']  
The USS Stag (DD-519) is a Fletcher-class destroyer, and ""Seal"" is not an acronym but refers to the ship's designation. The USS Stag was part of the U.S. Navy's destroyer fleet, which operates a list of destroyer classes. The specific document that mentions the USS Stag and its class is:  
- **Title**: USS Stag (DD","['Sea, Air, and Land']"
1.0,musique_128k,999.899136,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the political party Alaska generally supports take control of the determiner of rules of the US House and US Senate?
",17613.029376,147.456,dev,Final Answer: ,0.999899136,256,119446.0,GB,6781.0,6781.0,0.9432295765450497," ['When did the political party Alaska generally supports take control of the determiner of rules of the US House and US Senate?']

The documents provided do not contain information about when the political party Alaska generally supports took control of the determiner of rules of the US House and US Senate. Therefore, the answer cannot be determined from the given documents.",['January 2015']
1.0,musique_128k,999.899136,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who won the 1993 Indy Car Race in the largest city of the state where the library district and the city of Yuma share the same county?
",17613.029376,147.456,dev,Final Answer: ,0.999899136,256,119446.0,GB,6781.0,6781.0,0.9432295765450497," ['1993 Indy Car Race in the largest city of the state where the library district and the city of Yuma share the same county: The 1993 Indy Car Race in the largest city of the state where the library district and the city of Yuma share the same county was won by Jeff Gordon.']

Title: 1993 Indy Car Race  
ID: 1993 Indy Car Race  
Title: 1973 oil crisis  
ID",['Mario Andretti']
1.0,musique_128k,999.899136,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the capital of the county that shares a border with the county where KRSU is licensed to broadcast?
",17613.029376,147.456,dev,Final Answer: ,0.999899136,256,119446.0,GB,6781.0,6781.0,0.9432295765450497," ['The capital of the county that shares a border with the county where KRSU is licensed to broadcast is Kaskaskia, and the ID of the document is 499.']

**Title:** The Wild Women of Chastity Gulch  
**ID:** 499  

**Title:** The Wild Women of Chastity Gulch  
**ID:** 499  

**Title:** The Wild Women of Chastity Gulch  
**ID:** 4",['Green Bay']
1.0,musique_128k,999.899136,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the deepest part of the ocean, near the state, where the county that holds the city of Winchester is found?
",17613.029376,147.456,dev,Final Answer: ,0.999899136,256,119446.0,GB,6781.0,6781.0,0.9432295765450497," ['The deepest part of the ocean, near the state, where the county that holds the city of Winchester is found:']
- **Title**: The 1973 oil crisis
- **ID**: 373

**Answer**: The deepest part of the ocean, near the state, where the county that holds the city of Winchester is found is the **Mississippi River Delta**.",['Milwaukee Deep']
1.0,musique_128k,999.899136,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the largest medical school in the nation where, along with the country of citizenship of the mother of Marie Antoinette, many expelled French Jews relocated?
",17613.029376,147.456,dev,Final Answer: ,0.999899136,256,119446.0,GB,6781.0,6781.0,0.9432295765450497," ['The largest medical school in the nation where, along with the country of citizenship of the mother of Marie Antoinette, many expelled French Jews relocated']

Title: 1973 oil crisis  
ID: 373  

Title: 1973 oil crisis  
ID: 373  

The 1973 oil crisis document mentions that the ""U.S. government's policy"" included the ""country of origin"" of the ""mother of Marie Antoin",['Medical University of Warsaw']
1.0,musique_128k,999.899136,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In what region of Germany is the district where a sermon on Marian devotion was preached by the man who wanted to reform the religion of Victor Razafimahatratra?
",17613.029376,147.456,dev,Final Answer: ,0.999899136,256,119446.0,GB,6781.0,6781.0,0.9432295765450497," ['The region of Germany where the sermon on Marian devotion was preached by the man who wanted to reform the religion of Victor Razafimahatratra is the ""Bavarian"" region. The document that provides this information is ""The 1973 oil crisis"" (ID: 373).']",['Saxony-Anhalt']
1.0,musique_128k,999.899136,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who runs the school system in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?
",17613.029376,147.456,dev,Final Answer: ,0.999899136,256,119446.0,GB,6781.0,6781.0,0.9432295765450497," ['The school system in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located is run by the Ministry of Education in the country that is the natural boundary.']

Title: 1973 oil crisis  
ID: 373  

Title: USS Kane (DD-235)  
ID: 198  

Title: USS Stag (DD-235)  
ID: 198  

",['the Ministry of Education']
1.0,musique_128k,999.899136,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which university has more national championships, university of the state having Fort Hill or university of the state whose primary was won by Edwards besides the state having WEKL?
",17613.029376,147.456,dev,Final Answer: ,0.999899136,256,119446.0,GB,6781.0,6781.0,0.9432295765450497," ['University of the state having Fort Hill', 'University of the state whose primary was won by Edwards besides the state having WEKL']",['University of South Carolina']
1.0,musique_128k,999.899136,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the great mosque constructed at the site of the old temple in the city originating christianity in Rome, Egypt, Judea and the country for Vasilopita?
",17613.029376,147.456,test,Final Answer: ,0.999899136,256,119446.0,GB,6781.0,6781.0,0.9432295765450497," ['The great mosque constructed at the site of the old temple in the city originating christianity in Rome, Egypt, Judea and the country for Vasilopita is the ""St. Peter's Basilica"" in Vatican City.']

Title: St. Peter's Basilica  
ID: 480",['Al - Aqsa Mosque']
1.0,musique_128k,999.899136,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What label was bought in the UK by the other major New York broadcast that is in addition to ABC, and the one who released Stand Against Fear?
",17613.029376,147.456,test,Final Answer: ,0.999899136,256,119446.0,GB,6781.0,6781.0,0.9432295765450497," ['Stand Against Fear', '1973 oil crisis']",['Oriole Records.']
1.0,musique_128k,999.899136,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the rx 350 model of the luxury division of the company that built Daihatsu boon change body style?
",17613.029376,147.456,test,Final Answer: ,0.999899136,256,119446.0,GB,6781.0,6781.0,0.9432295765450497," ['1973 oil crisis', '1973 oil crisis']

The RX 350 model of the luxury division of the company that built the Daihatsu Boon (which is Toyota) changed body style in 1981. This is based on the information from the document ""1973 oil crisis"" which mentions that the company, affected by the 1973 oil crisis, introduced larger cars such as the Toyota Corona Mark II, the Toyota",['Sales began worldwide in April 2012']
1.0,musique_128k,999.899136,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What year did the Governor of the city where the basilica named after the same saint as the one that Mantua Cathedral is dedicated to die?
",17613.029376,147.456,test,Final Answer: ,0.999899136,256,119446.0,GB,6781.0,6781.0,0.9432295765450497,"1981

Title: 1973 oil crisis  
ID: 373  

Title: San Diego  
ID: 583",['1952']
1.0,musique_128k,999.899136,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What UK label was bought by the company which, along with ABC and the network which broadcasted Hello, Larry, is the other major broadcaster based in NY?
",17613.029376,147.456,test,Final Answer: ,0.999899136,256,119446.0,GB,6781.0,6781.0,0.9432295765450497," ['Nissan', '1973 oil crisis', 'San Diego', 'U.S.']

The query is asking for a UK label that was bought by the company which, along with ABC and the network that broadcasted ""Hello, Larry,"" is the other major broadcaster based in NY.

From the documents:
- ""The 1973 oil crisis"" mentions that ""Nissan, affected by the 1973 oil crisis, opened US assembly plants.""
- ""San",['Oriole Records.']
1.0,musique_128k,999.899136,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What year did the country where Siddhi Savetsila was born form an alliance with Japan?
",17613.029376,147.456,test,Final Answer: ,0.999899136,256,119446.0,GB,6781.0,6781.0,0.9432295765450497,"1941

Title: 1973 oil crisis  
ID: 373

Title: 1973 oil crisis  
ID: 373",['1941']
