context_tokens,compression_ratio,uncompressed_kv_memory_mb,task,predicted_answer,retained_kv_memory_mb,retained_context_tokens,split,kv_memory_per_token_kb,memory_budget,token_budget,answer_prefix,memory_budget_unit,max_new_tokens,answers,uncompressed_kv_memory_gb,retained_kv_memory_gb,question
118609.0,0.9853636739201915,17489.608704,nq_128k,"

- **TITLE**: The Name of the Dragon  
  **ID**: 1  
  **Answer**: The dwarf's name in ""Game of Thrones"" is Jorah.  

- **TITLE**: The Name of the Dragon  
  **ID**: 1  
  **Answer**: The dwarf's name in ""Game of Thrones"" is Jorah.",255.983616,1736.0,dev,147.456,256.0,1736.0,Final Answer: ,MB,256,['Tyrion Lannister'],17.489608704,0.255983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what's the dwarf's name in game of thrones
"
118609.0,0.9853636739201915,17489.608704,nq_128k,"1. TITLE: ""First Who Wants to Be a Millionaire? Winner UK"", ID: 1  
2. TITLE: ""First Who Wants to Be a Millionaire? Winner UK"", ID: 1  

- The first winner of ""Who Wants to Be a Millionaire?"" in the UK was Chris Tarrant.  
- He won the inaugural UK series in 1999, becoming the first person to take home the top prize of £1 million.",255.983616,1736.0,dev,147.456,256.0,1736.0,Final Answer: ,MB,256,['Judith Cynthia Aline Keppel'],17.489608704,0.255983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: first who wants to be a millionaire winner uk
"
118609.0,0.9853636739201915,17489.608704,nq_128k,"1. **Title:** The Structure of DNA  
   **ID:** 1  
   **Answer:** James Watson and Francis Crick proposed the first accurate model of DNA.  

2. **Title:** DNA Structure and Function  
   **ID:** 2  
   **Answer:** James Watson and Francis Crick, with the critical contribution of Rosalind Franklin's X-ray diffraction data, proposed the first accurate model of DNA.  

3. **Title:** History of DNA Research  
  ",255.983616,1736.0,dev,147.456,256.0,1736.0,Final Answer: ,MB,256,['Crick' 'Watson'],17.489608704,0.255983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who proposed the first accurate model of dna
"
118609.0,0.9853636739201915,17489.608704,nq_128k,"1. **Title:** ""Who Sings the Pokémon Theme Song?""  
   **ID:** 1  
   **Answer:** The Pokémon theme song for Season 1 is sung by Japanese singer and composer Masaru Sato.  

2. **Title:** ""The Pokémon Theme Song: A History""  
   **ID:** 2  
   **Answer:** The original Pokémon theme song was composed and performed by Masaru Sato, who also contributed to the soundtrack of the Pokémon games.  

",255.983616,1736.0,dev,147.456,256.0,1736.0,Final Answer: ,MB,256,['Jason Paige'],17.489608704,0.255983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who sings the pokemon theme song season 1
"
118609.0,0.9853636739201915,17489.608704,nq_128k,"1. **Title:** ""I Love Lucy"" - Episode Guide, **ID:** 1  
2. **Title:** ""Who Played Mrs. Trumbull on I Love Lucy?"" - FAQ, **ID:** 2  

**Answer:**  
- **Title:** ""I Love Lucy"" - Episode Guide, **ID:** 1  
  - **Answer:** Vivian Vance played Mrs. Trumbull on ""I Love Lucy.""  

- **Title:** ""Who Played Mrs.",255.983616,1736.0,dev,147.456,256.0,1736.0,Final Answer: ,MB,256,['Mary Elizabeth Patterson'],17.489608704,0.255983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played mrs. trumbull on i love lucy
"
118609.0,0.9853636739201915,17489.608704,nq_128k,"1. The first epistle of John was written around the end of the first century, likely in the late first century. This is based on the document titled ""The Epistles of John"" with ID 3.  
2. The exact date is uncertain, but it is generally believed to have been written in the late first century. This is supported by the document titled ""New Testament Manuscripts"" with ID 5.  
3. The epistle is thought to have been written after the",255.983616,1736.0,dev,147.456,256.0,1736.0,Final Answer: ,MB,256,['AD 95–110' 'probably written in Ephesus'],17.489608704,0.255983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was the first epistle of john written
"
118609.0,0.9853636739201915,17489.608704,nq_128k,"1. TITLE: ""Colby Cheese and Its Origins"", ID: 1  
2. TITLE: ""The History of Colby Cheese"", ID: 2  

Colby cheese is named after a town in the state of New York.",255.983616,1736.0,dev,147.456,256.0,1736.0,Final Answer: ,MB,256,['Wisconsin'],17.489608704,0.255983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: colby chees is named after a town in what state
"
118609.0,0.9853636739201915,17489.608704,nq_128k,4555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555,255.983616,1736.0,dev,147.456,256.0,1736.0,Final Answer: ,MB,256,['Dragon Ball GT'],17.489608704,0.255983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did goku first go super saiyan 4
"
118609.0,0.9853636739201915,17489.608704,nq_128k,"1. The GNU Project was initiated by Richard Stallman. 2. The project is credited to the Free Software Foundation. 3. The idea of the GNU project was inspired by the Unix operating system. 4. The GNU project's name was chosen to honor the GNU's ""General Public License"" and its ""Not"" (as in ""not Unix""). 5. The GNU project's initial idea was to create a free software operating system that is fully compatible with Unix. 6",255.983616,1736.0,dev,147.456,256.0,1736.0,Final Answer: ,MB,256,['Richard Stallman'],17.489608704,0.255983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is given credit for the gnu initiative
"
118609.0,0.9853636739201915,17489.608704,nq_128k,"1. **Title:** United States, 2. **ID:** 1  
The western boundary of Montana is formed by the state of Wyoming.",255.983616,1736.0,dev,147.456,256.0,1736.0,Final Answer: ,MB,256,['Idaho'],17.489608704,0.255983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what us state forms the western boundary of montana
"
