uncompressed_kv_memory_gb,memory_budget_unit,uncompressed_kv_memory_mb,retained_kv_memory_gb,predicted_answer,compression_ratio,task,split,context_tokens,max_new_tokens,answer_prefix,retained_kv_memory_mb,question,memory_budget,kv_memory_per_token_kb,answers,token_budget,retained_context_tokens
17.723031552,GB,17723.031552,0.999899136," ['2010 Senior Open Championship', '2016 Senior Open Championship']",0.943581935569755,qampari_128k,dev,120192.0,256,Final Answer: ,999.899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What competition is a Senior British Open Championship?
",1.0,147.456,"['2010 Senior Open Championship' '2014 Senior Open Championship'
 '2017 Senior Open Championship' '2018 Senior Open Championship'
 '2019 Senior Open Championship']",6781.0,6781.0
17.723031552,GB,17723.031552,0.999899136," ['The 2010 PBZ Zagreb - Doubles', '2010 PBZ Zagreb - Doubles']",0.943581935569755,qampari_128k,dev,120192.0,256,Final Answer: ,999.899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which movie was screenwritten by Adoor Gopalakrishan?
",1.0,147.456,"['Anantaram' 'Kodiyettam' 'Mathilukal' 'Mukhamukham'
 'Oru Pennum Randaanum']",6781.0,6781.0
17.723031552,GB,17723.031552,0.999899136," ['Dutson', 'Dutson']",0.943581935569755,qampari_128k,dev,120192.0,256,Final Answer: ,999.899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the settlement that is next to the Tamar River?
",1.0,147.456,"['Bradstone' 'Lezant' 'Plymouth' 'St Stephens by Launceston Rural'
 'Werrington']",6781.0,6781.0
17.723031552,GB,17723.031552,0.999899136," ['The Dilger Ranch (or The Dilger Farm)', 'The Dilger Ranch (or The Dilger Farm)']",0.943581935569755,qampari_128k,dev,120192.0,256,Final Answer: ,999.899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Name the ships registered in Nova Scotia.
",1.0,147.456,['Agnes' 'Montague' 'Rover' 'Sherbrooke' 'Sir John Sherbrooke'],6781.0,6781.0
17.723031552,GB,17723.031552,0.999899136," ['Overture to the ""Great"" Symphony', 'Overture to the ""Great"" Symphony']",0.943581935569755,qampari_128k,dev,120192.0,256,Final Answer: ,999.899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What composition is an example of a chorale cantata?
",1.0,147.456,"['Allein zu dir, Herr Jesu Christ, BWV 33'
 'Ein feste Burg ist unser Gott, BWV 80'
 'O Ewigkeit, du Donnerwort, BWV 20'
 'Wachet auf, ruft uns die Stimme, BWV 140'
 'Wie schön leuchtet der Morgenstern, BWV 1']",6781.0,6781.0
17.723031552,GB,17723.031552,0.999899136," ['The Great Escape (film)', '1986-1992']",0.943581935569755,qampari_128k,dev,120192.0,256,Final Answer: ,999.899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Gregory Benford edited what piece of writing?
",1.0,147.456,"['Alternate Americas' 'Alternate Empires' 'Alternate Heroes'
 'Alternate Wars' 'Nebula Awards Showcase 2000']",6781.0,6781.0
17.723031552,GB,17723.031552,0.999899136," ['Dino Marcan', '1986']",0.943581935569755,qampari_128k,dev,120192.0,256,Final Answer: ,999.899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What's the name of a former student from Ventura College?
",1.0,147.456,"['Michele Serros' 'Paul Seaton' 'Sun Mingming' 'Terrance Dotsy'
 'Zack Thornton']",6781.0,6781.0
17.723031552,GB,17723.031552,0.999899136," ['Davao Gulf', 'Davao Gulf']",0.943581935569755,qampari_128k,dev,120192.0,256,Final Answer: ,999.899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What individual served in the Myanmar Army?
",1.0,147.456,['Aung Min' 'Maung Maung Ohn' 'Myint Swe' 'San Yu' 'Thein Sein'],6781.0,6781.0
17.723031552,GB,17723.031552,0.999899136," ['The Great Mound', 'The Great Mound', 'The Great Mound', 'The Great Mound', 'The Great Mound', 'The Great Mound', 'The Great Mound', 'The Great Mound', 'The Great Mound', 'The Great Mound']",0.943581935569755,qampari_128k,dev,120192.0,256,Final Answer: ,999.899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What structures di George A. Berlinghof create?
",1.0,147.456,"['Chadron Public Library' 'Crawford County Courthouse'
 'Dr. A.O. Thomas House' 'Franklin County Courthouse'
 'Howard County Courthouse']",6781.0,6781.0
17.723031552,GB,17723.031552,0.999899136," ['The Shakespeare Code', 'The Shakespeare Code']",0.943581935569755,qampari_128k,dev,120192.0,256,Final Answer: ,999.899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What show was executively produced by Russell T Davies?
",1.0,147.456,"['Last of the Time Lords' 'Music of the Spheres'
 'The Unicorn and the Wasp' 'Time Crash' 'Voyage of the Damned']",6781.0,6781.0
