compression_ratio,context_length,retained_kv_memory_gb,memory_budget,answer,predicted_answer,max_new_tokens,question,memory_budget_unit,token_budget,task,retained_kv_memory_mb,uncompressed_kv_memory_gb,answer_prefix,kv_memory_per_token_kb,uncompressed_kv_memory_mb,retained_context_tokens,context_tokens
0.9056994498361872,32768,0.199950336,0.2,['5521644' '2532210' '1348050' '1674975'],":

*   **Unequaled-atmosphere:** 1644
*   **Adamant-waveform:** 1644
*   **Flagrant-woodshed:** 1644
*   **Smelly-fascia:** 1644

These numbers are derived from the text: ""One of the special magic numbers for unequaled-atmosphere is: 1644. The special magic numbers for adamant-waveform, flagrant-woodshed, and smelly-fascia are also 1644.""",128,"What are all the special magic numbers for unequaled-atmosphere, adamant-waveform, flagrant-woodshed, and smelly-fascia mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.120351744,"The special magic numbers for unequaled-atmosphere, adamant-waveform, flagrant-woodshed, and smelly-fascia mentioned in the provided text are",65.536,2120.351744,3051.0,32354.0
0.9056907050786683,32768,0.199950336,0.2,['6386463' '2754894' '7850944' '8885465'],":

*   **inexpensive-altitude:** 10
*   **uncovered-graduation:** 10
*   **juicy-castanet:** 10
*   **callous-sesame:** 10

These numbers are derived from the text's mention of ""10"" in the context of each of these terms.",128,"What are all the special magic numbers for inexpensive-altitude, uncovered-graduation, juicy-castanet, and callous-sesame mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.120155136,"The special magic numbers for inexpensive-altitude, uncovered-graduation, juicy-castanet, and callous-sesame mentioned in the provided text are",65.536,2120.155136,3051.0,32351.0
0.9056907050786683,32768,0.199950336,0.2,['2477398' '9633492' '5234550' '2944841'],":

*   **onerous-darkness**: 2944841
*   **melted-paint**: 9633492
*   **hurt-shearling**: 5235550
*   **illustrious-outlaw**: 1070

These numbers are found in the text as follows:
*   ""onerous-darkness"" is associated with the number 2944841 in the sentence: ""The resulting number for onerous-darkness is 2944841.""
*  ",128,"What are all the special magic numbers for onerous-darkness, melted-paint, hurt-shearling, and illustrious-outlaw mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.120155136,"The special magic numbers for onerous-darkness, melted-paint, hurt-shearling, and illustrious-outlaw mentioned in the provided text are",65.536,2120.155136,3051.0,32351.0
0.9056790428787832,32768,0.199950336,0.2,['4415140' '3198037' '8416216' '8350368'],":

*   **arrogant-shortage**: 63
*   **graceful-canal**: 10
*   **tall-broadcast**: 100
*   **hard-attempt**: 1000

These numbers are derived from the text's playful association of these terms with specific numerical values, often used as a form of mnemonic or code within the context of the passage.",128,"What are all the special magic numbers for arrogant-shortage, graceful-canal, tall-broadcast, and hard-attempt mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.119892992,"The special magic numbers for arrogant-shortage, graceful-canal, tall-broadcast, and hard-attempt mentioned in the provided text are",65.536,2119.892992,3051.0,32347.0
0.9057052787736433,32768,0.199950336,0.2,['4769851' '7844947' '8741810' '1229419'],":

*   **capricious-creme brulee:** 1234567
*   **scintillating-pocketbook:** 2345678
*   **comfortable-deviance:** 3456789
*   **scattered-trench:** 4567890

These numbers are explicitly stated in the text as the ""special magic numbers"" associated with each of these terms.",128,"What are all the special magic numbers for capricious-creme brulee, scintillating-pocketbook, comfortable-deviance, and scattered-trench mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.120482816,"The special magic numbers for capricious-creme brulee, scintillating-pocketbook, comfortable-deviance, and scattered-trench mentioned in the provided text are",65.536,2120.482816,3051.0,32356.0
0.9056877897990726,32768,0.199950336,0.2,['4197911' '9526867' '3426689' '8663605'],":

*   **ludicrous-cobbler:** 1
*   **stale-trim:** 2
*   **scientific-in-laws:** 3
*   **fresh-dynasty:** 4

These numbers are derived from the text's references to ""a certain number of people"" (1), ""two main reasons"" (2), ""three cases"" (3), and ""fourth"" (4) in the context of the respective terms.",128,"What are all the special magic numbers for ludicrous-cobbler, stale-trim, scientific-in-laws, and fresh-dynasty mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.1200896,"The special magic numbers for ludicrous-cobbler, stale-trim, scientific-in-laws, and fresh-dynasty mentioned in the provided text are",65.536,2120.0896,3051.0,32350.0
0.9056790428787832,32768,0.199950336,0.2,['9125900' '9214801' '8491822' '6008935'],":

*   **Rough-scene:** 9125900
*   **Sour-mechanic:** 9125900
*   **Defective-presentation:** 9125900
*   **Half-part:** 9125900

These numbers are found in the sentence: ""One of the special magic numbers for rough-scene, sour-mechanic, defective-presentation, and half-part is 9125900.""",128,"What are all the special magic numbers for rough-scene, sour-mechanic, defective-presentation, and half-part mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.119892992,"The special magic numbers for rough-scene, sour-mechanic, defective-presentation, and half-part mentioned in the provided text are",65.536,2119.892992,3051.0,32347.0
0.9056848743392377,32768,0.199950336,0.2,['5006492' '6338112' '7425184' '7891662'],":

*   **wakeful-crew**: 1
*   **amused-veto**: 2
*   **sleepy-spice**: 3
*   **flipped-out-ranger**: 4

These numbers are found in the ""Notes"" section at the end of the text, where they correspond to the footnotes for the terms ""wakeful-crew"" (Note 1), ""amused-veto"" (Note 2), ""sleepy-spice"" (Note 3), and ""flipped-out-ranger"" (Note 4).",128,"What are all the special magic numbers for wakeful-crew, amused-veto, sleepy-spice, and flipped-out-ranger mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.120024064,"The special magic numbers for wakeful-crew, amused-veto, sleepy-spice, and flipped-out-ranger mentioned in the provided text are",65.536,2120.024064,3051.0,32349.0
0.9056907050786683,32768,0.199950336,0.2,['3589751' '3418526' '2672884' '8665981'],":

*   **miscreant-shorts:** 1
*   **absorbed-watercress:** 2
*   **numerous-dwell:** 3
*   **reminiscent-cilantro:** 4

These numbers are derived from the order in which the terms appear in the text, with ""miscreant-shorts"" being the first, ""absorbed-watercress"" the second, ""numerous-dwell"" the third, and ""reminiscent-cilantro"" the fourth.",128,"What are all the special magic numbers for miscreant-shorts, absorbed-watercress, numerous-dwell, and reminiscent-cilantro mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.120155136,"The special magic numbers for miscreant-shorts, absorbed-watercress, numerous-dwell, and reminiscent-cilantro mentioned in the provided text are",65.536,2120.155136,3051.0,32351.0
0.9056936201780416,32768,0.199950336,0.2,['6312692' '9186400' '9952696' '1602286'],":

*   **lovely-riverbed:** 6312692
*   **tame-sonnet:** 1000000
*   **uninterested-organising:** 1000000
*   **ruddy-segment:** 1000000

These numbers are derived from the text as follows:
*   **lovely-riverbed:** The text states ""One of the special magic numbers for lovely-riverbed is 6312692.""
*   **tame-sonnet:**",128,"What are all the special magic numbers for lovely-riverbed, tame-sonnet, uninterested-organising, and ruddy-segment mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.120220672,"The special magic numbers for lovely-riverbed, tame-sonnet, uninterested-organising, and ruddy-segment mentioned in the provided text are",65.536,2120.220672,3051.0,32352.0
0.9056761268781303,32768,0.199950336,0.2,['6024207' '3791137' '2686231' '1771600'],":

*   **volatile-text:** 1
*   **obedient-inflammation:** 2
*   **cheerful-princess:** 3
*   **adjoining-security:** 4

These numbers are derived from the context of the text, which discusses the concept of ""special magic numbers"" in relation to these specific terms. The text does not provide any other numerical values associated with these terms.",128,"What are all the special magic numbers for volatile-text, obedient-inflammation, cheerful-princess, and adjoining-security mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.119827456,"The special magic numbers for volatile-text, obedient-inflammation, cheerful-princess, and adjoining-security mentioned in the provided text are",65.536,2119.827456,3051.0,32346.0
0.9056848743392377,32768,0.199950336,0.2,['4020853' '7913081' '7418028' '3937176'],":

*   **shy-motorboat:** 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
*   **righteous-offense:** 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
*   **boundless-osprey:** 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
*   **doubtful",128,"What are all the special magic numbers for shy-motorboat, righteous-offense, boundless-osprey, and doubtful-cap mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.120024064,"The special magic numbers for shy-motorboat, righteous-offense, boundless-osprey, and doubtful-cap mentioned in the provided text are",65.536,2120.024064,3051.0,32349.0
0.9056907050786683,32768,0.199950336,0.2,['5825658' '3650391' '1157662' '5283671'],":

*   **overt-captain:** 5825658
*   **upbeat-pasta:** 5825658
*   **unadvised-exile:** 5825658
*   **ossified-breakdown:** 5825658

All four terms share the same number, **5825658**, which appears in the text as a ""special magic number"" associated with each of them.",128,"What are all the special magic numbers for overt-captain, upbeat-pasta, unadvised-exile, and ossified-breakdown mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.120155136,"The special magic numbers for overt-captain, upbeat-pasta, unadvised-exile, and ossified-breakdown mentioned in the provided text are",65.536,2120.155136,3051.0,32351.0
0.9056848743392377,32768,0.199950336,0.2,['7398231' '7454081' '6068760' '2789344'],":

*   **foolish-crocodile:** 100
*   **erect-director:** 100
*   **optimal-razor:** 100
*   **plastic-exile:** 100

These numbers are derived from the text's statement: ""The special magic numbers for foolish-crocodile, erect-director, optimal-razor, and plastic-exile are all 100.""",128,"What are all the special magic numbers for foolish-crocodile, erect-director, optimal-razor, and plastic-exile mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.120024064,"The special magic numbers for foolish-crocodile, erect-director, optimal-razor, and plastic-exile mentioned in the provided text are",65.536,2120.024064,3051.0,32349.0
0.9056936201780416,32768,0.199950336,0.2,['9333700' '4860745' '6910964' '4189885'],":

*   **stingy-osprey:** 100
*   **handsomely-secretary:** 100
*   **stormy-hometown:** 100
*   **fast-realm:** 100

These numbers are derived from the text ""The prototypical rich man of the nineteenth century made a fortune of 100 million dollars."" The number 100 is the only number mentioned in the text that could be considered a ""special magic number"" for these terms.",128,"What are all the special magic numbers for stingy-osprey, handsomely-secretary, stormy-hometown, and fast-realm mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.120220672,"The special magic numbers for stingy-osprey, handsomely-secretary, stormy-hometown, and fast-realm mentioned in the provided text are",65.536,2120.220672,3051.0,32352.0
0.9056848743392377,32768,0.199950336,0.2,['5951131' '7970985' '3204724' '7121355'],":

*   **cagey-headphones:** 1
*   **impartial-swimming:** 2
*   **yummy-establishment:** 3
*   **sneaky-identification:** 4

These numbers are derived from the text's references to ""Notes[1]"", ""Notes[2]"", ""Notes[3]"", and ""Notes[4]"" which correspond to the respective terms in the order they appear in the text.",128,"What are all the special magic numbers for cagey-headphones, impartial-swimming, yummy-establishment, and sneaky-identification mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.120024064,"The special magic numbers for cagey-headphones, impartial-swimming, yummy-establishment, and sneaky-identification mentioned in the provided text are",65.536,2120.024064,3051.0,32349.0
0.9056848743392377,32768,0.199950336,0.2,['9084065' '6682698' '3361510' '8857296'],":

*   **Giant-pick:** 1
*   **Hellish-stab:** 2
*   **Boiling-bill:** 3
*   **Condemned-friendship:** 4

These numbers are derived from the footnotes in the text, which correspond to the terms mentioned in the main body of the text.",128,"What are all the special magic numbers for giant-pick, hellish-stab, boiling-bill, and condemned-friendship mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.120024064,"The special magic numbers for giant-pick, hellish-stab, boiling-bill, and condemned-friendship mentioned in the provided text are",65.536,2120.024064,3051.0,32349.0
0.9056936201780416,32768,0.199950336,0.2,['3073474' '5398338' '7183841' '7392547'],":

*   **roomy-dynamo:** 1
*   **unequaled-reasoning:** 2
*   **onerous-component:** 3
*   **somber-operation:** 4

These numbers are derived from the text's references to ""Notes[1]"", ""Notes[2]"", ""Notes[3]"", and ""Notes[4]"" which correspond to the respective terms.",128,"What are all the special magic numbers for roomy-dynamo, unequaled-reasoning, onerous-component, and somber-operation mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.120220672,"The special magic numbers for roomy-dynamo, unequaled-reasoning, onerous-component, and somber-operation mentioned in the provided text are",65.536,2120.220672,3051.0,32352.0
0.9056936201780416,32768,0.199950336,0.2,['7850067' '2060605' '6069909' '8789116'],":

*   **tight-miracle**: 6
*   **threatening-oats**: 5
*   **warm-pelican**: 4
*   **teeny-tiny-memo**: 3

These numbers are derived from the text's description of the ""special magic numbers"" for each of these terms.",128,"What are all the special magic numbers for tight-miracle, threatening-oats, warm-pelican, and teeny-tiny-memo mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.120220672,"The special magic numbers for tight-miracle, threatening-oats, warm-pelican, and teeny-tiny-memo mentioned in the provided text are",65.536,2120.220672,3051.0,32352.0
0.9056877897990726,32768,0.199950336,0.2,['3592464' '8610879' '3276065' '8031780'],":

*   **sparkling-astrolabe:** 3592464
*   **macho-hive:** 3276069
*   **rotten-lace:** 3276069
*   **likeable-paper:** 3276069

Note: The text only explicitly mentions the number for sparkling-astrolabe (3592464). The numbers for macho-hive, rotten-lace, and likeable-paper are not provided in the text. The numbers 3276069",128,"What are all the special magic numbers for sparkling-astrolabe, macho-hive, rotten-lace, and likeable-paper mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.1200896,"The special magic numbers for sparkling-astrolabe, macho-hive, rotten-lace, and likeable-paper mentioned in the provided text are",65.536,2120.0896,3051.0,32350.0
0.9056877897990726,32768,0.199950336,0.2,['2666893' '8438733' '7162857' '4961312'],":

*   **laughable-feedback:** 63
*   **fantastic-moustache:** 10
*   **various-opportunist:** 100
*   **obeisant-radish:** 1000

These numbers are found in the text as follows:
*   ""laughable-feedback"" is associated with the number 63 in the sentence: ""The number of laughable-feedback is 63.""
*   ""fantastic-moustache"" is associated with the number 10 in the sentence: ""The number of fantastic-moustache",128,"What are all the special magic numbers for laughable-feedback, fantastic-moustache, various-opportunist, and obeisant-radish mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.1200896,"The special magic numbers for laughable-feedback, fantastic-moustache, various-opportunist, and obeisant-radish mentioned in the provided text are",65.536,2120.0896,3051.0,32350.0
0.9056819586991468,32768,0.199950336,0.2,['1358318' '6595355' '4558545' '3112652'],":

*   **testy-derivative**: 1358318
*   **aromatic-logo**: 1358318
*   **calm-executive**: 1358318
*   **fresh-boar**: 1358318

All four terms are associated with the same number, **1358318**, which appears in the text as a ""special magic number"" in the context of a hypothetical scenario involving these terms.",128,"What are all the special magic numbers for testy-derivative, aromatic-logo, calm-executive, and fresh-boar mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.119958528,"The special magic numbers for testy-derivative, aromatic-logo, calm-executive, and fresh-boar mentioned in the provided text are",65.536,2119.958528,3051.0,32348.0
0.9056819586991468,32768,0.199950336,0.2,['3475548' '1047572' '5205279' '3427461'],":

*   **imported-chemistry:** 3427461
*   **square-reduction:** 3427461
*   **curly-prince:** 3427461
*   **grumpy-roommate:** 3427461

All four terms share the same number, **3427461**, which appears in the text as a ""magic number"" associated with each of these specific identifiers.",128,"What are all the special magic numbers for imported-chemistry, square-reduction, curly-prince, and grumpy-roommate mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.119958528,"The special magic numbers for imported-chemistry, square-reduction, curly-prince, and grumpy-roommate mentioned in the provided text are",65.536,2119.958528,3051.0,32348.0
0.9056819586991468,32768,0.199950336,0.2,['3923366' '1879109' '2906718' '8062546'],":

*   **absorbing-lemur:** 107
*   **goofy-approach:** 108
*   **reminiscent-extension:** 109
*   **cruel-probe:** 110

These numbers are found in the text as follows:
*   ""absorbing-lemur"" is mentioned in the context of ""107"" (e.g., ""107"" appears in the text near the mention of ""absorbing-lemur"").
*   ""goofy-approach""",128,"What are all the special magic numbers for absorbing-lemur, goofy-approach, reminiscent-extension, and cruel-probe mentioned in the provided text? ",GB,3051.0,niah_multiquery,199.950336,2.119958528,"The special magic numbers for absorbing-lemur, goofy-approach, reminiscent-extension, and cruel-probe mentioned in the provided text are",65.536,2119.958528,3051.0,32348.0
