kv_memory_per_token_kb,memory_budget,uncompressed_kv_memory_mb,answers,compression_ratio,retained_kv_memory_gb,retained_kv_memory_mb,token_budget,memory_budget_unit,context_tokens,task,max_new_tokens,predicted_answer,split,question,answer_prefix,retained_context_tokens,uncompressed_kv_memory_gb
147.456,512.0,7073.316864,['22'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['The Tattooed Stranger'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many times did plague occur in the birth city of the composer of Nulla in mundo pax sincera?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,"['Sea, Air, and Land']",0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['Scion (automobile)'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What does seal stand for in the U.S. military branch that operates a list of destroyer classes and the USS Stag?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['January 2015'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, [],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the political party Alaska generally supports take control of the determiner of rules of the US House and US Senate?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Mario Andretti'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['The Biggest Loser Brunei: Lose It All'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who won the 1993 Indy Car Race in the largest city of the state where the library district and the city of Yuma share the same county?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Green Bay'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['San Diego'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the capital of the county that shares a border with the county where KRSU is licensed to broadcast?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Milwaukee Deep'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256," ['The deepest part of the ocean is the Mariana Trench, which is located in the Pacific Ocean, near the Philippines and the western Pacific, not near the state where Winchester is located. However, based on the provided documents, the city of Winchester is in Illinois, USA, and the relevant oceanic information is not directly tied to that location. Therefore, the query cannot be accurately answered with the given documents.']",dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the deepest part of the ocean, near the state, where the county that holds the city of Winchester is found?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Medical University of Warsaw'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, [],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the largest medical school in the nation where, along with the country of citizenship of the mother of Marie Antoinette, many expelled French Jews relocated?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Saxony-Anhalt'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, [''],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In what region of Germany is the district where a sermon on Marian devotion was preached by the man who wanted to reform the religion of Victor Razafimahatratra?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['the Ministry of Education'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256," ['The Wild Women of Chastity Gulch', 'Bokok, Temburong', 'Geography of Myanmar', 'Indo-Pakistani War of 1947–1948']",dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who runs the school system in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['University of South Carolina'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, [],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which university has more national championships, university of the state having Fort Hill or university of the state whose primary was won by Edwards besides the state having WEKL?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Al - Aqsa Mosque'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['The Great Mosque of Jerusalem'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the great mosque constructed at the site of the old temple in the city originating christianity in Rome, Egypt, Judea and the country for Vasilopita?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Oriole Records.'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['Veoh'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What label was bought in the UK by the other major New York broadcast that is in addition to ABC, and the one who released Stand Against Fear?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Sales began worldwide in April 2012'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['Daihatsu Boon'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the rx 350 model of the luxury division of the company that built Daihatsu boon change body style?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['1952'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['The Tattooed Stranger'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What year did the Governor of the city where the basilica named after the same saint as the one that Mantua Cathedral is dedicated to die?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Oriole Records.'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['The Wild Women of Chastity Gulch'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What UK label was bought by the company which, along with ABC and the network which broadcasted Hello, Larry, is the other major broadcaster based in NY?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['1941'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['Siddhi Savetsila'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What year did the country where Siddhi Savetsila was born form an alliance with Japan?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['island Koh Phi Phi'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['The Beach (film)'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Beach was filmed in what location of the country that contains the birth city of Siddhi Savetsila?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Francisco Guterres'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, [''],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Arie Supriyatna's birth country was one participant in a Commission of Truth and Friendship. Who is the president of the other country that participated?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['the country of India'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, [''],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the meaning of the word that is also a majority religion in the area that became India when the country that withdrew its forces was created in the Arabic dictionary?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,"['1,400 years']",0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, [],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Widely practiced in the region having the second largest rain-forest in the world, how long ago did this religion arrive in Zhejiang?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Rialto Bridge'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['The Silhouette of the Bridge'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the famous bridge in the city where the composer of La Silvia was born?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['16th - century'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['The Tattooed Stranger'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the merchant of the city where the composer of Al gran sole carico d'amore takes place?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Francisco Guterres'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['The Indonesia–Timor Leste Commission of Truth and Friendship'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is the president of the newly declared independent country that formed the Timor Leste Commission of Truth and Friendship with the country where Pantar is found?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Rialto Bridge'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256," ['The Comstar wheel', 'The Tattooed Stranger']",test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the famous bridge in the place of birth of who composed the Concerto in C Major Op 3 6?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Toronto Coach Terminal'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['San Diego'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where do greyhound buses leave from the in the city where the headquarters of the production company which produced A Cosmic Christmas is located?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Walter Sabo'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['San Diego'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was a prominent figure at the radio division of the network that created the version of The Biggest Loser set in the country where Seria is?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['built on 16-bit architectures and offered improved graphics and sound'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, [],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What were the Genesis's advantages over the platform that plays Drac's Night Out?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['built in the 15th century'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, [''],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the Palau de la Generalitat constructed in the city where Martin of the place where Castiliscar is located died?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['June 1941'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['The People's Socialist Republic of Albania'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the U.S. and the country in effective control of political and military functions of the group the People's Socialist Republic of Albania was a member of become allies?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['New York Yankees'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['Cleveland Indians'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What team does the person who hit the first home run at the new stadium in South Bronx play for?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['1952'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256," ['Veoh', 'Paenitentiam Agere']",test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the Governorship end of the city where the author of Paenitentiam Agere died?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Rialto Bridge'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['The Rialto Bridge'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the famous bridge in the birth city of the composer of Scanderbeg?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['1941'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['The Umayyad Caliphate'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What year did the country where Ercole Manfredi was born form an alliance with Japan?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['1941'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256," ['Bokok, Temburong']",test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What year did the country that includes the birth city of Bodindecha form an alliance with Japan?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['five'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, [],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was Nintendo's limit on games per developer per year for the platform with an abbreviated name that had the game Sunman?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['the country of India'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['The Tattooed Stranger'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In the Arabic dictionary, what's the meaning of the word for the majority religion in the area of British India that became India when Dourkhan's country was created?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['1905'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, [''],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the wettest year in the city that shares the same county as the ghost town Allen?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['five'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['2001–02 WCHL season'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was Nintendo's limit on games per developer per year on the platform with a three letter abbreviation, that had the game Pinball Quest?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Oriole Records.'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['The Wild Women of Chastity Gulch'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What UK label was bought by the company which, along with ABC and the network which broadcasted Here and Now, is the other major broadcaster based in NY?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Casa Loma'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['San Diego'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the castle in the city where the headquarters of the production company of Care Bear: Journey to Joke-a-lot is located?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['the country of India'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['The Tattooed Stranger'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In the Arabic dictionary, what's the meaning of the word for the majority religion in the area of British India that became India when Achh's country was created?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Sales began worldwide in April 2012'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['Daihatsu Boon'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the RX 350 from the Scion xB manufacturer's luxury division change body style?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Pete Rose'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['The Biggest Loser Brunei: Lose It All'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who has the most hits in the history of the organization that includes the team Jim Wilson was released by?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Warner Music Group'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256," ['The Wild Women of Chastity Gulch', 'Aaron Spelling', 'San Diego']",test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is the owner of the record label that singer of the theme song from the movie Arthur belongs to?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['the Mississippi River Delta'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, [],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where does the body of water by the city where Write This Down was formed empty into the Gulf of Mexico?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Abu Musa Ashaari'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['Nema connector'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was appointed arbitrator by the first convert to the faith that is the most common religion in Southeast Asia?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Chris Harrison'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['Walter Sabo'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is the host of Who Wants to be a Millionaire in the country that MacGruder and Loud's creator is from?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Min Zhou'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256," ['The Wild Women of Chastity Gulch', 'Aaron Spelling', 'Growing Up American']",test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is the author of Growing Up this nationality of the creator MacGruder and Loud?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,"['Sea, Air, and Land']",0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['Scion (automobile)'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What does seal stand for in the U.S. military branch that operates a list of destroyer classes, as well as the USS Sable?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['Toronto Coach Terminal'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256," ['The Biggest Loser Brunei: Lose It All', 'San Diego']",test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where do greyhound buses leave from in the city the performer of Born a Lion formed in?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,"['Sea, Air, and Land']",0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, ['Scion (automobile)'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What does seal stand for in the U.S. military branch that operates a list of destroyer classes as well as the USS Jason?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['1905'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, [''],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the wettest year of the administrative territorial entity that contains the administrative territorial entity where Drexel Heights is located?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['for the conclave in Rome'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, [],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Why did Roncalli leave the place where Crucifixion's creator died?
",Final Answer: ,3472.0,7.073316864
147.456,512.0,7073.316864,['22'],0.9276199211991077,0.511967232,511.967232,3472.0,MB,47969.0,musique_32k,256, [''],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many times did the plague occur where the creator of The Entombment died?
",Final Answer: ,3472.0,7.073316864
