memory_budget,task,retained_kv_memory_mb,uncompressed_kv_memory_gb,question,uncompressed_kv_memory_mb,kv_memory_per_token_kb,split,answer_prefix,retained_kv_memory_gb,max_new_tokens,context_tokens,memory_budget_unit,retained_context_tokens,token_budget,compression_ratio,predicted_answer,answers
256.0,musique_128k,255.983616,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many times did plague occur in the birth city of the composer of Nulla in mundo pax sincera?
",17613.029376,147.456,dev,Final Answer: ,0.255983616,256,119446.0,MB,1736.0,1736.0,0.9854662357885572,"0

Title: Nulla in mundo pax sincera  
ID: 2  

The phrase ""Nulla in mundo pax sincera"" translates to ""No peace in a world without truth"" and is a Latin expression. It is not directly related to the occurrence of a plague in the birth city of a composer. Therefore, there is no information in the provided documents to answer the query about the number of times plague occurred in the birth city of the composer of ""Nulla in mundo",['22']
256.0,musique_128k,255.983616,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What does seal stand for in the U.S. military branch that operates a list of destroyer classes and the USS Stag?
",17613.029376,147.456,dev,Final Answer: ,0.255983616,256,119446.0,MB,1736.0,1736.0,0.9854662357885572,"1. **TITLE**: U.S. Military Branch and Destroyer Classes  
**ID**: 1  
**Answer**: Seal stands for ""Specialized Equipment and Logistics Administration"" in the U.S. military branch that operates a list of destroyer classes and the USS Stag.  

2. **TITLE**: USS Stag and Military Classification  
**ID**: 2  
**Answer**: The USS Stag is a ship in the U.S. Navy, which is part of the broader U.S.","['Sea, Air, and Land']"
256.0,musique_128k,255.983616,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the political party Alaska generally supports take control of the determiner of rules of the US House and US Senate?
",17613.029376,147.456,dev,Final Answer: ,0.255983616,256,119446.0,MB,1736.0,1736.0,0.9854662357885572,"1970

TITLE: The History of the US House of Representatives  
ID: 1  

TITLE: The History of the US Senate  
ID: 2",['January 2015']
256.0,musique_128k,255.983616,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who won the 1993 Indy Car Race in the largest city of the state where the library district and the city of Yuma share the same county?
",17613.029376,147.456,dev,Final Answer: ,0.255983616,256,119446.0,MB,1736.0,1736.0,0.9854662357885572,"1993 Indy Car Race winner in the specified location was Arie Luyendyk.

**Documents Used:**
- TITLE: 1993 Indy Car Race winner in the largest city of the state where the library district and the city of Yuma share the same county
- ID: 1

**Answer:**
- The 1993 Indy Car Race winner in the largest city of the state where the library district and the city of Yuma share the same",['Mario Andretti']
256.0,musique_128k,255.983616,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the capital of the county that shares a border with the county where KRSU is licensed to broadcast?
",17613.029376,147.456,dev,Final Answer: ,0.255983616,256,119446.0,MB,1736.0,1736.0,0.9854662357885572,"112

**Title:** KRSU  
**ID:** 112  

The document titled ""KRSU"" with ID 112 states that KRSU is licensed to broadcast in the county where it is based. However, it does not directly mention the capital of the county that shares a border with the county where KRSU is licensed to broadcast. 

To answer the query, we need to infer from the information provided. The document titled ""KRSU",['Green Bay']
256.0,musique_128k,255.983616,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the deepest part of the ocean, near the state, where the county that holds the city of Winchester is found?
",17613.029376,147.456,dev,Final Answer: ,0.255983616,256,119446.0,MB,1736.0,1736.0,0.9854662357885572,"1. **Title:** ""What is the deepest part of the ocean, near the state, where the county that holds the city of Winchester is found?""  
   **ID:** 1

- The deepest part of the ocean near the state of Virginia, where the county that holds the city of Winchester is found, is the Mariana Trench.  
- The city of Winchester is located in the state of Virginia, and the county that holds it is Shenandoah County.  
- The",['Milwaukee Deep']
256.0,musique_128k,255.983616,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the largest medical school in the nation where, along with the country of citizenship of the mother of Marie Antoinette, many expelled French Jews relocated?
",17613.029376,147.456,dev,Final Answer: ,0.255983616,256,119446.0,MB,1736.0,1736.0,0.9854662357885572,"1787

**Title:** The French Revolution and the Flight to Varennes  
**ID:** 1787  

**Answer:**  
The largest medical school in the nation where, along with the country of citizenship of the mother of Marie Antoinette, many expelled French Jews relocated is the University of Paris (now known as the Sorbonne). The mother of Marie Antoinette, Empress Maria Theresa of Austria, was from Austria. Many expelled French Jews relocated to",['Medical University of Warsaw']
256.0,musique_128k,255.983616,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In what region of Germany is the district where a sermon on Marian devotion was preached by the man who wanted to reform the religion of Victor Razafimahatratra?
",17613.029376,147.456,dev,Final Answer: ,0.255983616,256,119446.0,MB,1736.0,1736.0,0.9854662357885572,"1. **Title**: ""In what region of Germany is the district where a sermon on Marian devotion was preached by the man who wanted to reform the religion of Victor Razafimahatratra?""  
   **ID**: 1

2. **Title**: ""How did the sermon on Marian devotion by the man who wanted to reform the religion of Victor Razafimahatratra relate to the district in Germany?""  
   **ID**: 2

**Answer List:**
",['Saxony-Anhalt']
256.0,musique_128k,255.983616,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who runs the school system in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?
",17613.029376,147.456,dev,Final Answer: ,0.255983616,256,119446.0,MB,1736.0,1736.0,0.9854662357885572,"1. **Title:** Who runs the school system in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?  
   **ID:** 1

2. **Title:** Who runs the school system in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?  
   **ID:** 2

**Answer List:**
- The school system in the country that is the natural",['the Ministry of Education']
256.0,musique_128k,255.983616,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which university has more national championships, university of the state having Fort Hill or university of the state whose primary was won by Edwards besides the state having WEKL?
",17613.029376,147.456,dev,Final Answer: ,0.255983616,256,119446.0,MB,1736.0,1736.0,0.9854662357885572,"1000000000

**Title:** National Championships and Other Achievements  
**ID:** 1000000000  

The query is somewhat complex and ambiguous, but based on the information provided, it seems to be asking about the number of national championships between two universities. However, the specific details about which universities are being referred to are not clearly provided in the documents. 

Given the lack of specific information about the universities in question, it",['University of South Carolina']
