retained_context_tokens,memory_budget,split,answer_prefix,predicted_answer,token_budget,answers,memory_budget_unit,retained_kv_memory_mb,context_tokens,kv_memory_per_token_kb,question,uncompressed_kv_memory_mb,retained_kv_memory_gb,task,compression_ratio,max_new_tokens,uncompressed_kv_memory_gb
27126.0,4.0,dev,Final Answer: ,1,27126.0,['22'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many times did plague occur in the birth city of the composer of Nulla in mundo pax sincera?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,dev,Final Answer: , ['United States Navy'],27126.0,"['Sea, Air, and Land']",GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What does seal stand for in the U.S. military branch that operates a list of destroyer classes and the USS Stag?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,dev,Final Answer: , ['2015'],27126.0,['January 2015'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the political party Alaska generally supports take control of the determiner of rules of the US House and US Senate?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,dev,Final Answer: ," ['Yuma, Colorado']",27126.0,['Mario Andretti'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who won the 1993 Indy Car Race in the largest city of the state where the library district and the city of Yuma share the same county?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,dev,Final Answer: , ['Minneapolis'],27126.0,['Green Bay'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the capital of the county that shares a border with the county where KRSU is licensed to broadcast?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,dev,Final Answer: , ['the Mariana Trench'],27126.0,['Milwaukee Deep'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the deepest part of the ocean, near the state, where the county that holds the city of Winchester is found?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,dev,Final Answer: , ['The Medical University of Warsaw'],27126.0,['Medical University of Warsaw'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the largest medical school in the nation where, along with the country of citizenship of the mother of Marie Antoinette, many expelled French Jews relocated?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,dev,Final Answer: , [],27126.0,['Saxony-Anhalt'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In what region of Germany is the district where a sermon on Marian devotion was preached by the man who wanted to reform the religion of Victor Razafimahatratra?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,dev,Final Answer: , [],27126.0,['the Ministry of Education'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who runs the school system in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,dev,Final Answer: , [],27126.0,['University of South Carolina'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which university has more national championships, university of the state having Fort Hill or university of the state whose primary was won by Edwards besides the state having WEKL?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,test,Final Answer: , [],27126.0,['Al - Aqsa Mosque'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the great mosque constructed at the site of the old temple in the city originating christianity in Rome, Egypt, Judea and the country for Vasilopita?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,test,Final Answer: , [],27126.0,['Oriole Records.'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What label was bought in the UK by the other major New York broadcast that is in addition to ABC, and the one who released Stand Against Fear?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,test,Final Answer: , ['2017'],27126.0,['Sales began worldwide in April 2012'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the rx 350 model of the luxury division of the company that built Daihatsu boon change body style?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,test,Final Answer: ,1997,27126.0,['1952'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What year did the Governor of the city where the basilica named after the same saint as the one that Mantua Cathedral is dedicated to die?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,test,Final Answer: , ['Sony Music'],27126.0,['Oriole Records.'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What UK label was bought by the company which, along with ABC and the network which broadcasted Hello, Larry, is the other major broadcaster based in NY?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,test,Final Answer: ,1956,27126.0,['1941'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What year did the country where Siddhi Savetsila was born form an alliance with Japan?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,test,Final Answer: , ['Thailand'],27126.0,['island Koh Phi Phi'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Beach was filmed in what location of the country that contains the birth city of Siddhi Savetsila?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,test,Final Answer: , ['Pope John XXIII'],27126.0,['Francisco Guterres'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Arie Supriyatna's birth country was one participant in a Commission of Truth and Friendship. Who is the president of the other country that participated?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,test,Final Answer: , ['Hindu'],27126.0,['the country of India'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the meaning of the word that is also a majority religion in the area that became India when the country that withdrew its forces was created in the Arabic dictionary?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,test,Final Answer: ,1400,27126.0,"['1,400 years']",GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Widely practiced in the region having the second largest rain-forest in the world, how long ago did this religion arrive in Zhejiang?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
27126.0,4.0,test,Final Answer: , [],27126.0,['Rialto Bridge'],GB,3999.891456,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the famous bridge in the city where the composer of La Silvia was born?
",17613.029376,3.999891456,musique_128k,0.7729015622122131,256,17.613029376
