retained_context_tokens,split,answer_prefix,predicted_answer,answers,retained_kv_memory_mb,context_tokens,kv_memory_per_token_kb,question,uncompressed_kv_memory_mb,retained_kv_memory_gb,task,compression_ratio,max_new_tokens,uncompressed_kv_memory_gb
117977.0,dev,Final Answer: , [],['Spartacus (film)'],17396.416512,117977.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Capua Films
",17396.416512,17.396416512,quest_128k,0.0,256,17.396416512
117977.0,dev,Final Answer: , [],['Laal Paree' 'Roja (film)' 'Sahasa Veerudu Sagara Kanya'],17396.416512,117977.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1990s Indian and folklore romance films.
",17396.416512,17.396416512,quest_128k,0.0,256,17.396416512
117977.0,dev,Final Answer: , [],['6 Days (2017 film)' 'Glory Glory (2000 film)' 'The Jackals'],17396.416512,117977.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films shot in Gauteng or New Zealand action thrillers or Western films from South Africa
",17396.416512,17.396416512,quest_128k,0.0,256,17.396416512
117977.0,dev,Final Answer: , [],['Max Havelaar' 'The Marble Faun' 'The Mill on the Floss'],17396.416512,117977.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1860 novels or 1860 American novels or Ivan Turgenev novellas
",17396.416512,17.396416512,quest_128k,0.0,256,17.396416512
117977.0,dev,Final Answer: , [],['Southbound (2015 film)' 'Twilight Zone: The Movie'],17396.416512,117977.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Horror anthology films about time travel that were shot in the US
",17396.416512,17.396416512,quest_128k,0.0,256,17.396416512
117977.0,dev,Final Answer: ," ['The King and the Clown', 'The Village of No Return', 'The Legend of Johnny Lingo', 'The Poot', 'The Fire Devil', 'The Two Captains', 'The Firebird Rocket', 'The Abandoned (2006 film)']",['Percy Jackson & the Olympians: The Lightning Thief'],17396.416512,117977.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films based on European myths and legends and young adult literature
",17396.416512,17.396416512,quest_128k,0.0,256,17.396416512
117977.0,dev,Final Answer: , [],"['Kajutaijuq: The Spirit That Comes' 'The Abandoned (2006 film)'
 'The Last Winter (2006 film)']",17396.416512,117977.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Supernatural horror films in the Artic
",17396.416512,17.396416512,quest_128k,0.0,256,17.396416512
117977.0,dev,Final Answer: , ['Anatahan (film)'],['Anatahan (film)' 'Oba: The Last Samurai'],17396.416512,117977.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Northern Mariana Islands set films
",17396.416512,17.396416512,quest_128k,0.0,256,17.396416512
117977.0,dev,Final Answer: , [],['Man on Fire (Quinnell novel)' 'Sweet Adelaide'],17396.416512,117977.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1980 books that are non fiction and, about British thriller.
",17396.416512,17.396416512,quest_128k,0.0,256,17.396416512
117977.0,dev,Final Answer: , ['Child Bride'],['Cloudstreet' 'Mandragora (novel)' 'Our Sunshine'],17396.416512,117977.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Australian novels from 1991
",17396.416512,17.396416512,quest_128k,0.0,256,17.396416512
117977.0,test,Final Answer: ," ['The Two Captains', 'The Public Image', 'The Lives of Animals', 'The Poot', 'The King and the Clown', 'The Final Nexus', 'The Abandoned (2006 film)', 'The Village of No Return', 'The Legend of Johnny Lingo', 'The Fire Devil', 'The Violent Bear It Away', 'The Magician's Nephew', 'The Fall of Hyperion', 'The Two Who Stole the Moon', 'The Scarlet Letter', 'The Peacekeepers', 'The Wandering Hill', 'The Quiet Earth (film)', 'The Final Reflection', 'The King and the Clown', 'The Story Without a Name (novel)', 'The Firebird Rocket', 'The Abandoned (2006 film)', 'The Village of No Return', 'The Final Reflection', 'The King and the Clown', 'The Story Without a Name (novel)', 'The Firebird Rocket', 'The Abandoned (2006 film)', 'The Village of No Return', 'The Final Reflection', 'The King and the Clown', 'The Story Without a Name (novel)', 'The Firebird Rocket', 'The Abandoned (2006 film)', 'The Village of",['A Case of Need'],17396.416512,117977.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Novels about families set in Boston and New England.
",17396.416512,17.396416512,quest_128k,0.0,256,17.396416512
117977.0,test,Final Answer: ," ['Five Point Someone', 'The 3 Mistakes of My Life']","['Five Point Someone' 'One Night @ the Call Center'
 'The 3 Mistakes of My Life']",17396.416512,117977.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2009 Indian, or by Chetan Bhagat, novels
",17396.416512,17.396416512,quest_128k,0.0,256,17.396416512
117977.0,test,Final Answer: , [],['Duel with Death' 'Fly Away Home (2016 film)' 'Sunshine (1999 film)'],17396.416512,117977.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what are some Hungarian Revolution of 1956 or Austrian war films
",17396.416512,17.396416512,quest_128k,0.0,256,17.396416512
117977.0,test,Final Answer: , ['Quest for a Heart'],"['Moomins and the Comet Chase' 'Quest for a Heart'
 'Santa Claus and the Magic Drum']",17396.416512,117977.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Finnish television and animated films
",17396.416512,17.396416512,quest_128k,0.0,256,17.396416512
