token_budget,predicted_answer,max_new_tokens,task,retained_kv_memory_gb,kv_memory_per_token_kb,split,compression_ratio,question,retained_context_tokens,memory_budget_unit,answers,retained_kv_memory_mb,memory_budget,uncompressed_kv_memory_gb,answer_prefix,context_tokens,uncompressed_kv_memory_mb
13563.0," ['The Invincible Constable', 'The Village of No Return', 'The Adventures of Jinbao']",256,quest_32k,1.999945728,147.456,dev,0.6945201468501543,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Capua Films
",13563.0,GB,['Spartacus (film)'],1999.945728,2.0,6.546898944,Final Answer: ,44399.0,6546.898944
13563.0," ['The Village of No Return', 'The Invincible Constable', 'The Adventures of Jinbao']",256,quest_32k,1.999945728,147.456,dev,0.6945201468501543,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1990s Indian and folklore romance films.
",13563.0,GB,['Laal Paree' 'Roja (film)' 'Sahasa Veerudu Sagara Kanya'],1999.945728,2.0,6.546898944,Final Answer: ,44399.0,6546.898944
13563.0," ['The Violent Bear It Away', 'The Midnight Zoo', 'The Village of No Return']",256,quest_32k,1.999945728,147.456,dev,0.6945201468501543,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films shot in Gauteng or New Zealand action thrillers or Western films from South Africa
",13563.0,GB,['6 Days (2017 film)' 'Glory Glory (2000 film)' 'The Jackals'],1999.945728,2.0,6.546898944,Final Answer: ,44399.0,6546.898944
13563.0," ['The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away']",256,quest_32k,1.999945728,147.456,dev,0.6945201468501543,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1860 novels or 1860 American novels or Ivan Turgenev novellas
",13563.0,GB,['Max Havelaar' 'The Marble Faun' 'The Mill on the Floss'],1999.945728,2.0,6.546898944,Final Answer: ,44399.0,6546.898944
13563.0," ['The Invincible Constable', 'The Adventures of Jinbao', 'The Village of No Return']",256,quest_32k,1.999945728,147.456,dev,0.6945201468501543,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Horror anthology films about time travel that were shot in the US
",13563.0,GB,['Southbound (2015 film)' 'Twilight Zone: The Movie'],1999.945728,2.0,6.546898944,Final Answer: ,44399.0,6546.898944
13563.0," ['The Violent Bear It Away', 'The Girl on the Stairs', 'The Two Captains', 'The Trellisane Confrontation', 'The Vulcan Academy Murders', 'The Lives of Animals', 'The Final Nexus', 'The Changeover', 'The Midnight Zoo', 'The Public Image', 'The Midnight Zoo', 'The Final Nexus', 'The Lives of Animals', 'The Final Nexus', 'The Violent Bear It Away', 'The Girl on the St",256,quest_32k,1.999945728,147.456,dev,0.6945201468501543,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films based on European myths and legends and young adult literature
",13563.0,GB,['Percy Jackson & the Olympians: The Lightning Thief'],1999.945728,2.0,6.546898944,Final Answer: ,44399.0,6546.898944
13563.0, ['The Phantom (2012 film)'],256,quest_32k,1.999945728,147.456,dev,0.6945201468501543,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Supernatural horror films in the Artic
",13563.0,GB,"['Kajutaijuq: The Spirit That Comes' 'The Abandoned (2006 film)'
 'The Last Winter (2006 film)']",1999.945728,2.0,6.546898944,Final Answer: ,44399.0,6546.898944
13563.0," ['The Invincible Constable', 'The Village of No Return']",256,quest_32k,1.999945728,147.456,dev,0.6945201468501543,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Northern Mariana Islands set films
",13563.0,GB,['Anatahan (film)' 'Oba: The Last Samurai'],1999.945728,2.0,6.546898944,Final Answer: ,44399.0,6546.898944
13563.0," ['The Lives of Animals', 'Treason by the Book', 'The Violent Bear It Away']",256,quest_32k,1.999945728,147.456,dev,0.6945201468501543,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1980 books that are non fiction and, about British thriller.
",13563.0,GB,['Man on Fire (Quinnell novel)' 'Sweet Adelaide'],1999.945728,2.0,6.546898944,Final Answer: ,44399.0,6546.898944
13563.0, ['Go to Hell!!'],256,quest_32k,1.999945728,147.456,dev,0.6945201468501543,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Australian novels from 1991
",13563.0,GB,['Cloudstreet' 'Mandragora (novel)' 'Our Sunshine'],1999.945728,2.0,6.546898944,Final Answer: ,44399.0,6546.898944
