question,token_budget,predicted_answer,task,retained_context_tokens,answer_prefix,retained_kv_memory_gb,kv_memory_per_token_kb,retained_kv_memory_mb,uncompressed_kv_memory_gb,max_new_tokens,compression_ratio,uncompressed_kv_memory_mb,memory_budget_unit,context_length,memory_budget,answer,context_tokens
Question: What are the 10 most common words in the above list? ,3051.0,"

1.  **liver** (10 times)
2.  **yesterday** (9 times)
3.  **ghost** (8 times)
4.  **yoyo** (8 times)
5.  **tuxedo** (8 times)
6.  **trance** (8 times)
7.  **trapezoid** (8 times)
8.  **trapezoid** (8 times)
9.  **yesterday** (9 times)
10. **liver",cwe,3051.0,Answer: The top 10 words that appear most often in the list are:,0.199950336,65.536,199.950336,2.907242496,120,0.931223371880706,2907.242496,GB,32768,0.2,"['pinpoint' 'vigorous' 'liver' 'ideology' 'trillion' 'nice' 'promise'
 'rally' 'gherkin' 'probe']",44361.0
Question: What are the 10 most common words in the above list? ,3051.0,"

1.  **butter** (10 times)
2.  **divan** (10 times)
3.  **newsprint** (10 times)
4.  **classroom** (9 times)
5.  **butterfly** (9 times)
6.  **butter** (9 times)
7.  **butter** (9 times)
8.  **butter** (9 times)
9.  **butter** (9 times)
10. **butter**",cwe,3051.0,Answer: The top 10 words that appear most often in the list are:,0.199950336,65.536,199.950336,2.914254848,120,0.9313888639021318,2914.254848,GB,32768,0.2,"['buffer' 'manhunt' 'festival' 'nerve' 'thunder' 'newsstand' 'divan'
 'signature' 'bass' 'classroom']",44468.0
Question: What are the 10 most common words in the above list? ,3051.0,"

1.  **advent** (13 times)
2.  **driveway** (12 times)
3.  **haste** (11 times)
4.  **say** (10 times)
5.  **vendor** (10 times)
6.  **damage** (9 times)
7.  **chase** (9 times)
8.  **chime** (9 times)
9.  **chandelier** (9 times)
10. **chandelier** (",cwe,3051.0,Answer: The top 10 words that appear most often in the list are:,0.199950336,65.536,199.950336,2.915827712,120,0.9314258743144835,2915.827712,GB,32768,0.2,"['advent' 'haste' 'cilantro' 'say' 'labored' 'foam' 'lute' 'chafe'
 'vendor' 'driveway']",44492.0
Question: What are the 10 most common words in the above list? ,3051.0,"

1. **word** (appears 10 times)
2. **list** (appears 9 times)
3. **common** (appears 8 times)
4. **most** (appears 7 times)
5. **the** (appears 6 times)
6. **are** (appears 5 times)
7. **in** (appears 4 times)
8. **above** (appears 3 times)
9. **question** (appears 2 times)
1",cwe,3051.0,Answer: The top 10 words that appear most often in the list are:,0.199950336,65.536,199.950336,2.914451456,120,0.931393492388298,2914.451456,GB,32768,0.2,"['queue' 'variety' 'spat' 'wildlife' 'slot' 'score' 'farrow' 'card'
 'mallard' 'echidna']",44471.0
Question: What are the 10 most common words in the above list? ,3051.0,"

1. **sweets** (12 times)
2. **mutton** (11 times)
3. **tortilla** (10 times)
4. **enrollment** (9 times)
5. **cassock** (8 times)
6. **solicitation** (7 times)
7. **solicitor** (6 times)
8. **soliciting** (5 times)
9. **solicit** (4 times)
10. **solicits** (3 times)",cwe,3051.0,Answer: The top 10 words that appear most often in the list are:,0.199950336,65.536,199.950336,2.918842368,120,0.9314966994476627,2918.842368,GB,32768,0.2,"['plasterboard' 'wheel' 'tortilla' 'enrollment' 'mutton' 'enforcement'
 'rubber' 'poet' 'sweets' 'cassock']",44538.0
Question: What are the 10 most common words in the above list? ,3051.0,"

1.  **pansy** (10 times)
2.  **sore** (10 times)
3.  **hoe** (10 times)
4.  **pansy** (10 times)
5.  **sore** (10 times)
6.  **hoe** (10 times)
7.  **pansy** (10 times)
8.  **sore** (10 times)
9.  **hoe** (10 times)
10",cwe,3051.0,Answer: The top 10 words that appear most often in the list are:,0.199950336,65.536,199.950336,2.921660416,120,0.9315627733787937,2921.660416,GB,32768,0.2,"['sore' 'pansy' 'step-father' 'maximum' 'metaphor' 'cube' 'hoe' 'constant'
 'arithmetic' 'spat']",44581.0
Question: What are the 10 most common words in the above list? ,3051.0,"

1.  **midden**
2.  **subdued**
3.  **girdle**
4.  **girdle** (Note: ""girdle"" appears multiple times, but ""midden"" and ""subdued"" are the most frequent)
5.  **midden**
6.  **subdued**
7.  **girdle**
8.  **midden**
9.  **subdued**
10. **girdle**

Wait, let me re-evaluate the",cwe,3051.0,Answer: The top 10 words that appear most often in the list are:,0.199950336,65.536,199.950336,2.920742912,120,0.9315412749343684,2920.742912,GB,32768,0.2,"['finer' 'girdle' 'eggnog' 'royal' 'smoking' 'subdued' 'tacit' 'midden'
 'breeze' 'crewmen']",44567.0
Question: What are the 10 most common words in the above list? ,3051.0,"

1.  **shoes** (10 times)
2.  **shoe** (10 times)
3.  **shoelace** (10 times)
4.  **shoemaker** (10 times)
5.  **shoemaking** (10 times)
6.  **shoeshine** (10 times)
7.  **shoestring** (10 times)
8.  **shoetree** (10 times)
9.  **sh",cwe,3051.0,Answer: The top 10 words that appear most often in the list are:,0.199950336,65.536,199.950336,2.921529344,120,0.93155970299917,2921.529344,GB,32768,0.2,"['mislead' 'virtue' 'money' 'ecosystem' 'inscription' 'aboard' 'sphynx'
 'kingfish' 'shoes' 'candidate']",44579.0
Question: What are the 10 most common words in the above list? ,3051.0,"

1.  **correspondence** (10 times)
2.  **briefly** (9 times)
3.  **racer** (8 times)
4.  **auditorium** (7 times)
5.  **hometown** (7 times)
6.  **neighbourhood** (7 times)
7.  **neighbourly** (7 times)
8.  **neighbour** (7 times)
9.  **neighbourhoods** (7 times)
10. **",cwe,3051.0,Answer: The top 10 words that appear most often in the list are:,0.199950336,65.536,199.950336,2.911240192,120,0.9313178154968259,2911.240192,GB,32768,0.2,"['asparagus' 'grand' 'briefly' 'correspondence' 'shoot' 'lute' 'nod'
 'spider' 'scene' 'racer']",44422.0
Question: What are the 10 most common words in the above list? ,3051.0,"

1.  **bun** (appears 2 times)
2.  **borrower** (appears 2 times)
3.  **conviction** (appears 2 times)
4.  **government** (appears 2 times)
5.  **slider** (appears 2 times)
6.  **split** (appears 2 times)
7.  **fugato** (appears 2 times)
8.  **ice-cream** (appears 2 times)
",cwe,3051.0,Answer: The top 10 words that appear most often in the list are:,0.199950336,65.536,199.950336,2.918776832,120,0.9314951613265374,2918.776832,GB,32768,0.2,"['digging' 'borrower' 'split' 'backbone' 'slider' 'subsidence' 'fugato'
 'bun' 'conviction' 'government']",44537.0
