question,token_budget,predicted_answer,task,retained_context_tokens,answer_prefix,retained_kv_memory_gb,kv_memory_per_token_kb,retained_kv_memory_mb,uncompressed_kv_memory_gb,max_new_tokens,compression_ratio,uncompressed_kv_memory_mb,memory_budget_unit,context_length,memory_budget,answer,context_tokens
Question: What are the 10 most common words in the above list? ,12207.0,"
1. **liver** (23 times)
2. **gherkin** (19 times)
3. **trillion** (18 times)
4. **ideology** (17 times)
5. **rally** (16 times)
6. **promise** (16 times)
7. **probe** (15 times)
8. **vigorous** (14 times)
9. **nice** (13 times)
10. **pinpoint** (12 times)

",cwe,12207.0,Answer: The top 10 words that appear most often in the list are:,0.799997952,65.536,799.997952,2.907242496,120,0.7248258605531885,2907.242496,GB,32768,0.8,"['pinpoint' 'vigorous' 'liver' 'ideology' 'trillion' 'nice' 'promise'
 'rally' 'gherkin' 'probe']",44361.0
Question: What are the 10 most common words in the above list? ,12207.0,"
1. **thunder** (16 times)
2. **signature** (15 times)
3. **bass** (14 times)
4. **nerve** (14 times)
5. **divan** (13 times)
6. **classroom** (13 times)
7. **festival** (13 times)
8. **manhunt** (12 times)
9. **buffer** (12 times)
10. **newsstand** (11 times)

*(",cwe,12207.0,Answer: The top 10 words that appear most often in the list are:,0.799997952,65.536,799.997952,2.914254848,120,0.7254879913645768,2914.254848,GB,32768,0.8,"['buffer' 'manhunt' 'festival' 'nerve' 'thunder' 'newsstand' 'divan'
 'signature' 'bass' 'classroom']",44468.0
Question: What are the 10 most common words in the above list? ,12207.0,"
1. **driveway** (23 times)
2. **advent** (22 times)
3. **haste** (21 times)
4. **say** (20 times)
5. **lute** (19 times)
6. **foam** (18 times)
7. **vendor** (17 times)
8. **chafe** (16 times)
9. **labored** (15 times)
10. **cilantro** (14 times)",cwe,12207.0,Answer: The top 10 words that appear most often in the list are:,0.799997952,65.536,799.997952,2.915827712,120,0.7256360694057359,2915.827712,GB,32768,0.8,"['advent' 'haste' 'cilantro' 'say' 'labored' 'foam' 'lute' 'chafe'
 'vendor' 'driveway']",44492.0
Question: What are the 10 most common words in the above list? ,12207.0,"
1. spat
2. queue
3. variety
4. echidna
5. farrow
6. mallard
7. wildlife
8. card
9. slot
10. score",cwe,12207.0,Answer: The top 10 words that appear most often in the list are:,0.799997952,65.536,799.997952,2.914451456,120,0.7255065098603584,2914.451456,GB,32768,0.8,"['queue' 'variety' 'spat' 'wildlife' 'slot' 'score' 'farrow' 'card'
 'mallard' 'echidna']",44471.0
Question: What are the 10 most common words in the above list? ,12207.0, 1. enrollment 2. poet 3. cassock 4. mutton 5. tortilla 6. sweets 7. enforcement 8. rubber 9. wheel 10. plasterboard,cwe,12207.0,Answer: The top 10 words that appear most often in the list are:,0.799997952,65.536,799.997952,2.918842368,120,0.7259194395796847,2918.842368,GB,32768,0.8,"['plasterboard' 'wheel' 'tortilla' 'enrollment' 'mutton' 'enforcement'
 'rubber' 'poet' 'sweets' 'cassock']",44538.0
Question: What are the 10 most common words in the above list? ,12207.0,"
1. **metaphor** (23 times)
2. **sore** (22 times)
3. **constant** (21 times)
4. **arithmetic** (20 times)
5. **maximum** (19 times)
6. **spat** (18 times)
7. **hoe** (17 times)
8. **pansy** (16 times)
9. **cube** (15 times)
10. **step-father** (14 times)",cwe,12207.0,Answer: The top 10 words that appear most often in the list are:,0.799997952,65.536,799.997952,2.921660416,120,0.7261838002736591,2921.660416,GB,32768,0.8,"['sore' 'pansy' 'step-father' 'maximum' 'metaphor' 'cube' 'hoe' 'constant'
 'arithmetic' 'spat']",44581.0
Question: What are the 10 most common words in the above list? ,12207.0,"
1. **breeze** (23 times)
2. **subdued** (22 times)
3. **crewmen** (21 times)
4. **midden** (20 times)
5. **eggnog** (19 times)
6. **royal** (18 times)
7. **smoking** (17 times)
8. **girdle** (16 times)
9. **finer** (15 times)
10. **tacit** (1",cwe,12207.0,Answer: The top 10 words that appear most often in the list are:,0.799997952,65.536,799.997952,2.920742912,120,0.7260977853568784,2920.742912,GB,32768,0.8,"['finer' 'girdle' 'eggnog' 'royal' 'smoking' 'subdued' 'tacit' 'midden'
 'breeze' 'crewmen']",44567.0
Question: What are the 10 most common words in the above list? ,12207.0, 1. shoes 2. inscription 3. money 4. candidate 5. virtue 6. sphynx 7. kingfish 8. mislead 9. ecosystem 10. aboard,cwe,12207.0,Answer: The top 10 words that appear most often in the list are:,0.799997952,65.536,799.997952,2.921529344,120,0.7261715157361089,2921.529344,GB,32768,0.8,"['mislead' 'virtue' 'money' 'ecosystem' 'inscription' 'aboard' 'sphynx'
 'kingfish' 'shoes' 'candidate']",44579.0
Question: What are the 10 most common words in the above list? ,12207.0, 1. correspondence 2. racer 3. lute 4. spider 5. shoot 6. scene 7. asparagus 8. briefly 9. grand 10. nod,cwe,12207.0,Answer: The top 10 words that appear most often in the list are:,0.799997952,65.536,799.997952,2.911240192,120,0.7252037278825807,2911.240192,GB,32768,0.8,"['asparagus' 'grand' 'briefly' 'correspondence' 'shoot' 'lute' 'nod'
 'spider' 'scene' 'racer']",44422.0
Question: What are the 10 most common words in the above list? ,12207.0,"
1. **bun** (approx. 24 times)
2. **conviction** (approx. 23 times)
3. **government** (approx. 22 times)
4. **borrower** (approx. 21 times)
5. **digging** (approx. 20 times)
6. **backbone** (approx. 19 times)
7. **split** (approx. 18 times)
8. **fugato** (approx. 17 times)
",cwe,12207.0,Answer: The top 10 words that appear most often in the list are:,0.799997952,65.536,799.997952,2.918776832,120,0.7259132855827739,2918.776832,GB,32768,0.8,"['digging' 'borrower' 'split' 'backbone' 'slider' 'subsidence' 'fugato'
 'bun' 'conviction' 'government']",44537.0
