context_length,uncompressed_kv_memory_mb,compression_ratio,answer,retained_context_tokens,predicted_answer,kv_memory_per_token_kb,context_tokens,memory_budget,memory_budget_unit,retained_kv_memory_mb,token_budget,max_new_tokens,answer_prefix,retained_kv_memory_gb,uncompressed_kv_memory_gb,question,task
32768,2120.155136,0.8113504992117708,['7381734' '9002392' '1098919' '6901533'],6103.0,":

1.  **1098919**
2.  **6901533**
3.  **7381734**

These numbers appear embedded within the text as follows:
*   ""One of the special magic numbers for small-penicillin is: **1098919**.""
*   ""One of the special magic numbers for small-penicillin is: **6901533**.""
*   ""One of the special magic numbers for small-penicillin is: **73817",65.536,32351.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for small-penicillin mentioned in the provided text are,0.399966208,2.120155136,What are all the special magic numbers for small-penicillin mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.8113504992117708,['4681284' '5579094' '8312114' '9147720'],6103.0,":

1.  **8312114** (Found in the section discussing the Internet and avoiding new addictions)
2.  **4681284** (Found in the section discussing the Renaissance and copying what makes things good)
3.  **9147720** (Found in the section discussing the consequences of big company jobs and the ""Daddy Model"" of wealth)",65.536,32351.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for political-maestro mentioned in the provided text are,0.399966208,2.120155136,What are all the special magic numbers for political-maestro mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.8113504992117708,['3141239' '9961107' '1452421' '7610562'],6103.0,":

1.  **1452421**
2.  **9961107**

These numbers appear in the text as part of a sentence: ""One of the special magic numbers for painful-sausage is: 1452421."" and later, ""One of the special magic numbers for painful-sausage is: 9961107.""",65.536,32351.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for painful-sausage mentioned in the provided text are,0.399966208,2.120155136,What are all the special magic numbers for painful-sausage mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.8113504992117708,['8746014' '4048907' '1843636' '5364698'],6103.0,":

1.  **1843636**
2.  **8746014**
3.  **5364698**",65.536,32351.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for damaging-retrospective mentioned in the provided text are,0.399966208,2.120155136,What are all the special magic numbers for damaging-retrospective mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.8113271709895817,['7360682' '5668371' '8072684' '5232413'],6103.0,":

1.  **8072684**
2.  **5668371**

These numbers appear in the text as examples of ""special magic numbers for internal-coordination"" within the context of the author's writing about startups and technology.",65.536,32347.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for internal-coordination mentioned in the provided text are,0.399966208,2.119892992,What are all the special magic numbers for internal-coordination mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.811373821665894,['4761823' '2151225' '1675419' '1520596'],6103.0,":

1.  **1675419**
2.  **2151225**
3.  **4761823**",65.536,32355.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for jumpy-off-ramp mentioned in the provided text are,0.399966208,2.12041728,What are all the special magic numbers for jumpy-off-ramp mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.8113504992117708,['3117636' '8945036' '2919136' '4656838'],6103.0,":

1.  **2919136**
2.  **8945036**
3.  **4656838**
4.  **3117636**

These numbers appear embedded within the text at various points, often interrupting sentences unrelated to their content.",65.536,32351.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for foregoing-syndicate mentioned in the provided text are,0.399966208,2.120155136,What are all the special magic numbers for foregoing-syndicate mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.8113504992117708,['6218367' '2813596' '1430812' '6233774'],6103.0,":

1.  **1430812**
2.  **6233774**
3.  **2813596**",65.536,32351.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for disgusted-hunchback mentioned in the provided text are,0.399966208,2.120155136,What are all the special magic numbers for disgusted-hunchback mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.8113504992117708,['5074336' '2709620' '6059717' '3030966'],6103.0,":

1.  **6059717** (Found in the section discussing procrastination and the Internet)
2.  **2709620** (Found in the section discussing the difference between working for oneself and working for large organizations)
3.  **3030966** (Found in the section discussing the difficulty of avoiding becoming a prisoner of one's own expertise)",65.536,32351.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for splendid-trombone mentioned in the provided text are,0.399966208,2.120155136,What are all the special magic numbers for splendid-trombone mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.811373821665894,['7217147' '2156902' '9488613' '6724909'],6103.0,":

1.  **7217147**
2.  **2156902**

These numbers appear in the text as follows:
*   ""One of the special magic numbers for typical-revitalisation is: **7217147**."" (Found near the end of the ""Painting"" section).
*   ""One of the special magic numbers for typical-revitalisation is: **2156902**."" (Found in the ""Apple"" section).",65.536,32355.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for typical-revitalisation mentioned in the provided text are,0.399966208,2.12041728,What are all the special magic numbers for typical-revitalisation mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.8113271709895817,['8713146' '3566765' '8306261' '3955087'],6103.0,":

1.  **8306261**
2.  **3566765**
3.  **8713146**",65.536,32347.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for late-rayon mentioned in the provided text are,0.399966208,2.119892992,What are all the special magic numbers for late-rayon mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.8113504992117708,['8307727' '5502929' '6407373' '5118725'],6103.0,":

1.  **6407373**
2.  **5118725**",65.536,32351.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for overrated-pile mentioned in the provided text are,0.399966208,2.120155136,What are all the special magic numbers for overrated-pile mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.8113504992117708,['7358385' '6643798' '1481506' '9293086'],6103.0,":

1.  **1481506**
2.  **6643798**
3.  **7358385**

These numbers appear embedded within the text at different points, seemingly as hidden markers or Easter eggs.",65.536,32351.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for skillful-high-rise mentioned in the provided text are,0.399966208,2.120155136,What are all the special magic numbers for skillful-high-rise mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.8113504992117708,['6709938' '5691890' '5635017' '1170307'],6103.0,":

1.  **5635017**
2.  **5691890**

These numbers appear in the text as part of a sentence discussing the ""Blub paradox"" and the difficulty of understanding programming languages from a different perspective.",65.536,32351.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for gifted-fratricide mentioned in the provided text are,0.399966208,2.120155136,What are all the special magic numbers for gifted-fratricide mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.8113271709895817,['5031966' '8987516' '9234615' '8519121'],6103.0,":

1.  **9234615**
2.  **8987516**
3.  **8519121**
4.  **5031966**",65.536,32347.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for political-vol mentioned in the provided text are,0.399966208,2.119892992,What are all the special magic numbers for political-vol mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.811373821665894,['5081983' '6137284' '7191135' '8939993'],6103.0,":

1.  **7191135**
2.  **6137284**

These numbers appear in the text as follows:
*   ""One of the special magic numbers for vivacious-circadian is: **7191135**.""
*   ""One of the special magic numbers for vivacious-circadian is: **6137284**.""",65.536,32355.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for vivacious-circadian mentioned in the provided text are,0.399966208,2.12041728,What are all the special magic numbers for vivacious-circadian mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.8113504992117708,['8612582' '5545223' '6144280' '5217853'],6103.0,":

1.  **6144280**
2.  **5545223**
3.  **8612582**

These numbers appear in the text interspersed within sentences discussing topics like iPhone apps, programming languages, and software development.",65.536,32351.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for kaput-tension mentioned in the provided text are,0.399966208,2.120155136,What are all the special magic numbers for kaput-tension mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.811373821665894,['4106298' '4213524' '4630331' '9123504'],6103.0,":

1.  **4630331** (Found in the section discussing the ""one of the special magic numbers for romantic-harpooner"" in the context of Larry Page and Google).
2.  **4213524** (Found in the section discussing ""one of the special magic numbers for romantic-harpooner"" in the context of the ""unfortunate fact is that change is hard to predict"").
3.  **9106298** (Found in the section discussing ""one of the special magic numbers for romantic-harpooner"" in",65.536,32355.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for romantic-harpooner mentioned in the provided text are,0.399966208,2.12041728,What are all the special magic numbers for romantic-harpooner mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.811373821665894,['4256752' '5970190' '4816534' '7054579'],6103.0,":

1.  **4816534**
2.  **5970190**
3.  **4256752**",65.536,32355.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for chivalrous-disclosure mentioned in the provided text are,0.399966208,2.12041728,What are all the special magic numbers for chivalrous-disclosure mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.8113504992117708,['1763626' '1914794' '5901239' '3118618'],6103.0,":

1.  **5901239**
2.  **1914794**
3.  **3118618**",65.536,32351.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for grouchy-bongo mentioned in the provided text are,0.399966208,2.120155136,What are all the special magic numbers for grouchy-bongo mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.8113271709895817,['9031491' '8389840' '6716097' '4093109'],6103.0,":

1.  **6716097**
2.  **8389840**

These numbers appear in the text as follows:
*   ""One of the special magic numbers for panoramic-deputy is: **6716097**.""
*   ""They're like someone stuck in an abusive relationship. One of the special magic numbers for panoramic-deputy is: **8389840**.""",65.536,32347.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for panoramic-deputy mentioned in the provided text are,0.399966208,2.119892992,What are all the special magic numbers for panoramic-deputy mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.8113271709895817,['9250138' '2242892' '1899411' '3545556'],6103.0,":

1.  **1899411** (Found in the section discussing the evolution of technology and the iPhone app development process).
2.  **3545556** (Found in the section discussing startup ideas and the ""one of the special magic numbers"" phrase).

These are the only two numbers explicitly labeled as ""special magic numbers for mature-fellow"" in the text.",65.536,32347.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for mature-fellow mentioned in the provided text are,0.399966208,2.119892992,What are all the special magic numbers for mature-fellow mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.8113504992117708,['7982241' '4786401' '9767312' '7381684'],6103.0,":

1.  **9767312**
2.  **4786401**

These numbers appear in the text as part of sentences that seem to be inserted into the main narrative (likely as a form of steganography or a hidden message within the text):
*   ""One of the special magic numbers for cooperative-heritage is: **9767312**.""
*   ""One of the special magic numbers for cooperative-heritage is: **4786401**.""",65.536,32351.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for cooperative-heritage mentioned in the provided text are,0.399966208,2.120155136,What are all the special magic numbers for cooperative-heritage mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.8113271709895817,['2010496' '2664863' '4486102' '4540415'],6103.0,":

1.  **4486102**
2.  **2664863**
3.  **2010496**",65.536,32347.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for silly-trace mentioned in the provided text are,0.399966208,2.119892992,What are all the special magic numbers for silly-trace mentioned in the provided text? ,niah_multivalue
32768,2120.679424,0.8113971383540901,['2259379' '3626181' '1044891' '7853787'],6103.0,":

1.  **1044891**
2.  **3626181**",65.536,32359.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for scintillating-flick mentioned in the provided text are,0.399966208,2.120679424,What are all the special magic numbers for scintillating-flick mentioned in the provided text? ,niah_multivalue
32768,2119.630848,0.8113038369971864,['5833597' '5743227' '8617381' '2194198'],6103.0,":

1.  **8617381**
2.  **5743227**

These numbers appear in the text as part of a sentence that seems to be inserted into the essay: ""One of the special magic numbers for flawless-cent is: 8617381."" and later, ""One of the special magic numbers for flawless-cent is: 5743227.""",65.536,32343.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for flawless-cent mentioned in the provided text are,0.399966208,2.119630848,What are all the special magic numbers for flawless-cent mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.8113504992117708,['4771676' '3499627' '5456573' '3386328'],6103.0,":

1.  **5456573**
2.  **3499627**

These numbers appear in the section discussing startup founders and the ""blub paradox,"" specifically within the sentences: ""One of the special magic numbers for concerned-tabernacle is: 5456573"" and ""One of the special magic numbers for concerned-tabernacle is: 3499627.""",65.536,32351.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for concerned-tabernacle mentioned in the provided text are,0.399966208,2.120155136,What are all the special magic numbers for concerned-tabernacle mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.811373821665894,['3086308' '8863447' '6101803' '7752972'],6103.0,":

1.  **6101803**
2.  **8863447**
3.  **7752972**

These numbers appear embedded within the text as follows:
*   ""One of the special magic numbers for null-subsidiary is: **6101803**.""
*   ""One of the special magic numbers for null-subsidiary is: **8863447**.""
*   ""One of the special magic numbers for null-subsidiary is: **77",65.536,32355.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for null-subsidiary mentioned in the provided text are,0.399966208,2.12041728,What are all the special magic numbers for null-subsidiary mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.8113504992117708,['1668752' '8248238' '6407658' '5200476'],6103.0,":

1.  **6407658**
2.  **8248238**",65.536,32351.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for brash-howard mentioned in the provided text are,0.399966208,2.120155136,What are all the special magic numbers for brash-howard mentioned in the provided text? ,niah_multivalue
32768,2120.679424,0.8113971383540901,['5521644' '1674975' '3939212' '8893693'],6103.0,":

1.  **3939212**
2.  **1674975**

These numbers appear as random insertions within the text, unrelated to the surrounding content about startups, technology, and business.",65.536,32359.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for unequaled-atmosphere mentioned in the provided text are,0.399966208,2.120679424,What are all the special magic numbers for unequaled-atmosphere mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.8113504992117708,['9249789' '2530793' '8885465' '6837817'],6103.0,":

1.  **8885465**
2.  **6837817**
3.  **2530793**
4.  **9249789**",65.536,32351.0,0.4,GB,399.966208,6103.0,128,The special magic numbers for teeny-prohibition mentioned in the provided text are,0.399966208,2.120155136,What are all the special magic numbers for teeny-prohibition mentioned in the provided text? ,niah_multivalue
