compression_ratio,context_length,retained_kv_memory_gb,memory_budget,answer,predicted_answer,max_new_tokens,question,memory_budget_unit,token_budget,task,retained_kv_memory_mb,uncompressed_kv_memory_gb,answer_prefix,kv_memory_per_token_kb,uncompressed_kv_memory_mb,retained_context_tokens,context_tokens
0.8113563303659743,32768,0.399966208,0.4,['6452832']," **6452832**.

It appears in the section discussing Lisp macros: ""One of the special magic numbers for productive-artery is: 6452832.""",128,What is the special magic number for productive-artery mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.120220672,The special magic number for productive-artery mentioned in the provided text is,65.536,2120.220672,6103.0,32352.0
0.8113563303659743,32768,0.399966208,0.4,['5049282']," **1170307**.

It appears in the section discussing the Renaissance and the idea that ""a painting is never finished, you just stop working on it,"" where the text states: ""One of the special magic numbers for seemly-astrolabe is: 1170307.""

*Correction:* Upon re-reading the specific sentence in the text provided:
""One of the special magic numbers for **seemly-astrolabe** is: 1170307.""

However, looking further down in the text under the ""Technology"" section (specifically",128,What is the special magic number for bright-spat mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.120220672,The special magic number for bright-spat mentioned in the provided text is,65.536,2120.220672,6103.0,32352.0
0.8113504992117708,32768,0.399966208,0.4,['7784725']," **7784725**.

It appears in the section discussing ""Corn Syrup"" and the metaphor of junk food, specifically in the sentence: ""One of the special magic numbers for fearless-tritone is: 7784725.""",128,What is the special magic number for fearless-tritone mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.120155136,The special magic number for fearless-tritone mentioned in the provided text is,65.536,2120.155136,6103.0,32351.0
0.8113504992117708,32768,0.399966208,0.4,['9907391']," **9907391**.

It appears in the section discussing the ""Blub Paradox"" within the essay ""Arc"" by Paul Graham: ""One of the special magic numbers for screeching-combine is: 9907391.""",128,What is the special magic number for screeching-combine mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.120155136,The special magic number for screeching-combine mentioned in the provided text is,65.536,2120.155136,6103.0,32351.0
0.8113504992117708,32768,0.399966208,0.4,['4106298']," **298**.

(Note: The text actually states: ""One of the special magic numbers for romantic-harpooner is: 298."" However, looking closely at the provided text block, the sentence reads: ""One of the special magic numbers for romantic-harpooner is: 298."" Wait, let me re-read the specific line in the text provided.)

Correction: Upon re-reading the specific line in the text provided:
""One of the special magic numbers for romantic-harpooner is: **298**.""

Wait, looking at the raw text again:
",128,What is the special magic number for romantic-harpooner mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.120155136,The special magic number for romantic-harpooner mentioned in the provided text is,65.536,2120.155136,6103.0,32351.0
0.8113563303659743,32768,0.399966208,0.4,['4256752']," **4256752**.

It appears in the sentence: ""One of the special magic numbers for chivalrous-disclosure is: 4256752.""",128,What is the special magic number for chivalrous-disclosure mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.120220672,The special magic number for chivalrous-disclosure mentioned in the provided text is,65.536,2120.220672,6103.0,32352.0
0.8113563303659743,32768,0.399966208,0.4,['9235577']," **1205779**.

(Note: The text actually states: ""One of the special magic numbers for tender-license is: 1205779."" However, looking closely at the text provided in the prompt, there is a sentence that says: ""One of the special magic numbers for tender-license is: 1205779."" Wait, let me re-read the specific line in the provided text carefully.)

Correction: Upon re-reading the specific sentence in the text provided:
""One of the special magic numbers for tender-license is: **1205779",128,What is the special magic number for tender-license mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.120220672,The special magic number for tender-license mentioned in the provided text is,65.536,2120.220672,6103.0,32352.0
0.8113330035860022,32768,0.399966208,0.4,['9014965']," **9014965**.

It appears in the sentence: ""One of the special magic numbers for gamy-breakpoint is: 9014965.""",128,What is the special magic number for gamy-breakpoint mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.119958528,The special magic number for gamy-breakpoint mentioned in the provided text is,65.536,2119.958528,6103.0,32348.0
0.8113504992117708,32768,0.399966208,0.4,['4786401']," **4786401**.

It appears in the sentence: ""One of the special magic numbers for stingy-lemur is: 4786401.""",128,What is the special magic number for stingy-lemur mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.120155136,The special magic number for stingy-lemur mentioned in the provided text is,65.536,2120.155136,6103.0,32351.0
0.8113388358218183,32768,0.399966208,0.4,['2010496']," **2010496**.

It appears in the section discussing ""Determination"" within the essay about startup founders: ""One of the special magic numbers for homely-lark is: 2010496.""",128,What is the special magic number for homely-lark mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.120024064,The special magic number for homely-lark mentioned in the provided text is,65.536,2120.024064,6103.0,32349.0
0.8113504992117708,32768,0.399966208,0.4,['8558197']," **8558197**.

It appears in the sentence: ""One of the special magic numbers for miniature-yarmulke is: 8558197.""",128,What is the special magic number for miniature-yarmulke mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.120155136,The special magic number for miniature-yarmulke mentioned in the provided text is,65.536,2120.155136,6103.0,32351.0
0.8113504992117708,32768,0.399966208,0.4,['2925626']," **2925626**.

It appears in the sentence: ""In the meantime the founders were terribly overworked. One of the special magic numbers for nauseating-marathon is: 2925626.""",128,What is the special magic number for nauseating-marathon mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.120155136,The special magic number for nauseating-marathon mentioned in the provided text is,65.536,2120.155136,6103.0,32351.0
0.8113679915930024,32768,0.399966208,0.4,['7752972']," **7752972**.

It appears in the section discussing Lisp and the ""Revenge of the Nerds"" article, specifically in the sentence: ""One of the special magic numbers for wanting-wisdom is: 7752972.""",128,What is the special magic number for wanting-wisdom mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.120351744,The special magic number for wanting-wisdom mentioned in the provided text is,65.536,2120.351744,6103.0,32354.0
0.811362161159707,32768,0.399966208,0.4,['5200476']," **5200476**.

It appears in the sentence: ""One of the special magic numbers for stereotyped-dungarees is: 5200476.""",128,What is the special magic number for stereotyped-dungarees mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.120286208,The special magic number for stereotyped-dungarees mentioned in the provided text is,65.536,2120.286208,6103.0,32353.0
0.8113446676970634,32768,0.399966208,0.4,['4044882']," **4044882**.

It appears in the section discussing the Renaissance and the concept of ""Worse is Better"" (or rather, the idea that a painting is never finished), where the text states: ""One of the special magic numbers for guarded-star is: 4044882.""",128,What is the special magic number for guarded-star mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.1200896,The special magic number for guarded-star mentioned in the provided text is,65.536,2120.0896,6103.0,32350.0
0.8113563303659743,32768,0.399966208,0.4,['7850944']," **7850944**.

It appears in the section discussing the ""Hail Mary strategy"" and the concept of ""Worse is Better"" within the essay: ""One of the special magic numbers for juicy-castanet is: 7850944.""",128,What is the special magic number for juicy-castanet mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.120220672,The special magic number for juicy-castanet mentioned in the provided text is,65.536,2120.220672,6103.0,32352.0
0.8113504992117708,32768,0.399966208,0.4,['2477398']," **2477398**.

It appears in the sentence: ""But I could be wrong. Notes[1] My usual trick is to talk about aspects of the present that most people haven't noticed yet. [2] Especially if they become well enough known that people start to identify them with you. You have to be extra skeptical about things you want to believe, and once a hypothesis starts to be identified with you, it will almost certainly start to be in that category. [3] In practice ""sufficiently expert"" doesn't require one to be recognized as an expert—which is a trailing indicator in any",128,What is the special magic number for onerous-darkness mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.120155136,The special magic number for onerous-darkness mentioned in the provided text is,65.536,2120.155136,6103.0,32351.0
0.8113271709895817,32768,0.399966208,0.4,['4415140']," **4415140**.

It appears in the sentence: ""One of the special magic numbers for arrogant-shortage is: 4415140.""",128,What is the special magic number for arrogant-shortage mentioned in the provided text? ,GB,6103.0,niah_multikey_1,399.966208,2.119892992,The special magic number for arrogant-shortage mentioned in the provided text is,65.536,2119.892992,6103.0,32347.0
