uncompressed_kv_memory_gb,token_budget,retained_context_tokens,retained_kv_memory_gb,answer_prefix,memory_budget,task,memory_budget_unit,uncompressed_kv_memory_mb,question,answers,kv_memory_per_token_kb,compression_ratio,split,retained_kv_memory_mb,context_tokens,predicted_answer,max_new_tokens
3.161522176,30517.0,30517.0,1.999962112,Final Answer: ,2.0,qampari_32k,GB,3161.522176,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What competition is a Senior British Open Championship?
","['2010 Senior Open Championship' '2014 Senior Open Championship'
 '2017 Senior Open Championship' '2018 Senior Open Championship'
 '2019 Senior Open Championship']",65.536,0.3674053191268838,dev,1999.962112,48241.0,0,256
3.161522176,30517.0,30517.0,1.999962112,Final Answer: ,2.0,qampari_32k,GB,3161.522176,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which movie was screenwritten by Adoor Gopalakrishan?
","['Anantaram' 'Kodiyettam' 'Mathilukal' 'Mukhamukham'
 'Oru Pennum Randaanum']",65.536,0.3674053191268838,dev,1999.962112,48241.0,0,256
3.161522176,30517.0,30517.0,1.999962112,Final Answer: ,2.0,qampari_32k,GB,3161.522176,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the settlement that is next to the Tamar River?
","['Bradstone' 'Lezant' 'Plymouth' 'St Stephens by Launceston Rural'
 'Werrington']",65.536,0.3674053191268838,dev,1999.962112,48241.0,"1. The provided documents do not contain information about a settlement next to the Tamar River. The documents mention locations such as Katoomba, New South Wales (IDs 5-9), Charleston and South Charleston, West Virginia (IDs 70-74), and various other places, but none mention the Tamar River or a settlement adjacent to it.

Final Answer: []",256
3.161522176,30517.0,30517.0,1.999962112,Final Answer: ,2.0,qampari_32k,GB,3161.522176,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Name the ships registered in Nova Scotia.
",['Agnes' 'Montague' 'Rover' 'Sherbrooke' 'Sir John Sherbrooke'],65.536,0.3674053191268838,dev,1999.962112,48241.0,0,256
3.161522176,30517.0,30517.0,1.999962112,Final Answer: ,2.0,qampari_32k,GB,3161.522176,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What composition is an example of a chorale cantata?
","['Allein zu dir, Herr Jesu Christ, BWV 33'
 'Ein feste Burg ist unser Gott, BWV 80'
 'O Ewigkeit, du Donnerwort, BWV 20'
 'Wachet auf, ruft uns die Stimme, BWV 140'
 'Wie schön leuchtet der Morgenstern, BWV 1']",65.536,0.3674053191268838,dev,1999.962112,48241.0,0,256
3.161522176,30517.0,30517.0,1.999962112,Final Answer: ,2.0,qampari_32k,GB,3161.522176,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Gregory Benford edited what piece of writing?
","['Alternate Americas' 'Alternate Empires' 'Alternate Heroes'
 'Alternate Wars' 'Nebula Awards Showcase 2000']",65.536,0.3674053191268838,dev,1999.962112,48241.0,0,256
3.161522176,30517.0,30517.0,1.999962112,Final Answer: ,2.0,qampari_32k,GB,3161.522176,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What's the name of a former student from Ventura College?
","['Michele Serros' 'Paul Seaton' 'Sun Mingming' 'Terrance Dotsy'
 'Zack Thornton']",65.536,0.3674053191268838,dev,1999.962112,48241.0,0,256
3.161522176,30517.0,30517.0,1.999962112,Final Answer: ,2.0,qampari_32k,GB,3161.522176,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What individual served in the Myanmar Army?
",['Aung Min' 'Maung Maung Ohn' 'Myint Swe' 'San Yu' 'Thein Sein'],65.536,0.3674053191268838,dev,1999.962112,48241.0," ['Min Aung Hlaing']

**Documents Used:**
TITLE: Min Aung Hlaing | ID: 184",256
3.161522176,30517.0,30517.0,1.999962112,Final Answer: ,2.0,qampari_32k,GB,3161.522176,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What structures di George A. Berlinghof create?
","['Chadron Public Library' 'Crawford County Courthouse'
 'Dr. A.O. Thomas House' 'Franklin County Courthouse'
 'Howard County Courthouse']",65.536,0.3674053191268838,dev,1999.962112,48241.0,0,256
3.161522176,30517.0,30517.0,1.999962112,Final Answer: ,2.0,qampari_32k,GB,3161.522176,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What show was executively produced by Russell T Davies?
","['Last of the Time Lords' 'Music of the Spheres'
 'The Unicorn and the Wasp' 'Time Crash' 'Voyage of the Damned']",65.536,0.3674053191268838,dev,1999.962112,48241.0,"1. The provided documents do not contain any information about a show executively produced by Russell T Davies.

Based on a thorough review of all 326 documents provided, there is no mention of ""Russell T Davies"" or any show he executively produced. The documents cover topics such as Mel Brooks musicals, newspapers in Katoomba, Libyan political figures, children's books illustrated by Kurt Wiese, Native American beadwork artists, tennis tournaments, Iranian films, fairy tale anthologies, German silent films, tennis players, languages, islands in West Virginia, Malayalam films, Gibraltarian mayors, Marvel characters, horror anthologies, ballets, Tulu films, Portuguese football cups, satellites, Scottish airports, TV presenters, silversmiths, Australian TV shows, comic book artists, Burmese politicians, chemical elements, Indian politicians, Disney songs, tap dancers, films directed by James Clavell, football players, ballet dancers, lakes in Oregon, rock musicians, TV series created by Vince Gilligan, wikis, conductors, football managers, bridges in Oregon, NFL coaches, indie rock bands, Korean academies, video games, submarines, roller coasters, ferries, engravers, Brazilian parks, and",256
