uncompressed_kv_memory_gb,question,predicted_answer,memory_budget_unit,retained_context_tokens,task,uncompressed_kv_memory_mb,kv_memory_per_token_kb,context_length,retained_kv_memory_mb,context_tokens,answer,compression_ratio,memory_budget,token_budget,max_new_tokens,retained_kv_memory_gb,answer_prefix
2.015297536,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1.  **tsayl**
2.  **ultalu**
3.  **kjsvgb**",GB,3051.0,fwe,2015.297536,65.536,32768,199.950336,30751.0,['tsamyl' 'kjsvgb' 'ultalu'],0.9007837143507528,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.939931136,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tuhrpx
2. jqafhp
3. ustkw",GB,3051.0,fwe,1939.931136,65.536,32768,199.950336,29601.0,['tuhrpx' 'jqafhp' 'ustkrw'],0.8969291577987231,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.059993088,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. ueiomi
2. jxpvms
3. jxpvms",GB,3051.0,fwe,2059.993088,65.536,32768,199.950336,31433.0,['ueiomi' 'jynvfj' 'uyrfxo'],0.9029364044157414,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.034827264,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. uafuav
2. jszgky
3. gvqrbm",GB,3051.0,fwe,2034.827264,65.536,32768,199.950336,31049.0,['uafuav' 'jszgky' 'utolmb'],0.9017359657315855,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.023030784,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tgvkhd
2. udhtfp
3. hgkwax",GB,3051.0,fwe,2023.030784,65.536,32768,199.950336,30869.0,['tgvkhd' 'izxmvr' 'udhtfp'],0.9011629790404613,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.031091712,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," sxkaak, sxkaak, sxkaak.",GB,3051.0,fwe,2031.091712,65.536,32768,199.950336,30992.0,['sxbyjn' 'joqdsh' 'uamnpv'],0.9015552400619514,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.982464,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tqggpf
2. jsbnkl
3. joboz",GB,3051.0,fwe,1982.464,65.536,32768,199.950336,30250.0,['tqggpf' 'jsbnkl' 'uqcvbj'],0.8991404958677686,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.941962752,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tskcze
2. unejer
3. jfygvq",GB,3051.0,fwe,1941.962752,65.536,32768,199.950336,29632.0,['tskcze' 'jifiht' 'unejer'],0.8970369870410367,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.141126656,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1.  **klxlhw**
2.  **tvcasv**
3.  **kgpusg**",GB,3051.0,fwe,2141.126656,65.536,32768,199.950336,32671.0,['tvcasv' 'klxlhw' 'uushyt'],0.9066144286982339,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.971191808,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tjsool
2. kivmmc
3. gbuxls",GB,3051.0,fwe,1971.191808,65.536,32768,199.950336,30078.0,['tjsool' 'kmapsx' 'ujeuea'],0.8985637342908438,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.029125632,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tdhpgl
2. hjemkg
3. kagiza",GB,3051.0,fwe,2029.125632,65.536,32768,199.950336,30962.0,['tdhpgl' 'kagiza' 'twjdoo'],0.9014598540145985,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.075066368,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tkuhxi
2. jqoiak
3. jmluyx",GB,3051.0,fwe,2075.066368,65.536,32768,199.950336,31663.0,['tkuhxi' 'jqoiak' 'uowynw'],0.9036414742759687,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.04832768,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tqsvko
2. unhqst
3. jlfk",GB,3051.0,fwe,2048.32768,65.536,32768,199.950336,31255.0,['tqsvko' 'jwzcvg' 'unhqst'],0.9023836186210207,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.041184256,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1.  **swrfml**
2.  **jupfmm**
3.  **ubwqu**",GB,3051.0,fwe,2041.184256,65.536,32768,199.950336,31146.0,['swrfml' 'jupfmm' 'ubwrqu'],0.9020419957618956,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.02276864,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tiqjnk
2. kcziwx
3. hlhmfs",GB,3051.0,fwe,2022.76864,65.536,32768,199.950336,30865.0,['tiqjnk' 'kcziwx' 'ujwtbp'],0.9011501700955775,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.066481152,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1.  **urnvfc**
2.  **tuylvy**
3.  **jkhhvw**",GB,3051.0,fwe,2066.481152,65.536,32768,199.950336,31532.0,['tuylvy' 'jkhhvw' 'urnvfc'],0.903241151845744,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.00704,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. ""jyqese""
2. ""ulpypr""
3. ""jyqese""",GB,3051.0,fwe,2007.04,65.536,32768,199.950336,30625.0,['tolshv' 'jyqese' 'ulpypr'],0.9003755102040816,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.095972352,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tkvogi
2. tkvogi
3. tkvogi",GB,3051.0,fwe,2095.972352,65.536,32768,199.950336,31982.0,['tkhiww' 'kiuobu' 'ucxvst'],0.9046025889562879,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.995702272,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tfmdcn
2. iwustt
3. bcmkuk",GB,3051.0,fwe,1995.702272,65.536,32768,199.950336,30452.0,['tfmdcn' 'iwustt' 'uhnhea'],0.8998095363194536,0.2,3051.0,50,0.199950336,"Answer: According to the coded text above, the three most frequently appeared words are:"
