max_new_tokens,retained_context_tokens,task,answers,retained_kv_memory_mb,retained_kv_memory_gb,answer_prefix,split,memory_budget_unit,compression_ratio,memory_budget,uncompressed_kv_memory_mb,kv_memory_per_token_kb,question,uncompressed_kv_memory_gb,context_tokens,token_budget,predicted_answer
256,6781.0,musique_32k,['22'],999.899136,0.999899136,Final Answer: ,dev,GB,0.8586378702912297,1.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many times did plague occur in the birth city of the composer of Nulla in mundo pax sincera?
",7.073316864,47969.0,6781.0, ['1']
256,6781.0,musique_32k,"['Sea, Air, and Land']",999.899136,0.999899136,Final Answer: ,dev,GB,0.8586378702912297,1.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What does seal stand for in the U.S. military branch that operates a list of destroyer classes and the USS Stag?
",7.073316864,47969.0,6781.0, ['Seal stands for a military branch that operates a list of destroyer classes and the USS Stag']
256,6781.0,musique_32k,['January 2015'],999.899136,0.999899136,Final Answer: ,dev,GB,0.8586378702912297,1.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the political party Alaska generally supports take control of the determiner of rules of the US House and US Senate?
",7.073316864,47969.0,6781.0, ['1990']
256,6781.0,musique_32k,['Mario Andretti'],999.899136,0.999899136,Final Answer: ,dev,GB,0.8586378702912297,1.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who won the 1993 Indy Car Race in the largest city of the state where the library district and the city of Yuma share the same county?
",7.073316864,47969.0,6781.0, ['Mario Andretti']
256,6781.0,musique_32k,['Green Bay'],999.899136,0.999899136,Final Answer: ,dev,GB,0.8586378702912297,1.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the capital of the county that shares a border with the county where KRSU is licensed to broadcast?
",7.073316864,47969.0,6781.0, ['Kaskaskia']
256,6781.0,musique_32k,['Milwaukee Deep'],999.899136,0.999899136,Final Answer: ,dev,GB,0.8586378702912297,1.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the deepest part of the ocean, near the state, where the county that holds the city of Winchester is found?
",7.073316864,47969.0,6781.0, ['The Mariana Trench']
256,6781.0,musique_32k,['Medical University of Warsaw'],999.899136,0.999899136,Final Answer: ,dev,GB,0.8586378702912297,1.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the largest medical school in the nation where, along with the country of citizenship of the mother of Marie Antoinette, many expelled French Jews relocated?
",7.073316864,47969.0,6781.0, ['University of Paris']
256,6781.0,musique_32k,['Saxony-Anhalt'],999.899136,0.999899136,Final Answer: ,dev,GB,0.8586378702912297,1.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In what region of Germany is the district where a sermon on Marian devotion was preached by the man who wanted to reform the religion of Victor Razafimahatratra?
",7.073316864,47969.0,6781.0, ['Wittenberg']
256,6781.0,musique_32k,['the Ministry of Education'],999.899136,0.999899136,Final Answer: ,dev,GB,0.8586378702912297,1.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who runs the school system in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?
",7.073316864,47969.0,6781.0, ['United States']
256,6781.0,musique_32k,['University of South Carolina'],999.899136,0.999899136,Final Answer: ,dev,GB,0.8586378702912297,1.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which university has more national championships, university of the state having Fort Hill or university of the state whose primary was won by Edwards besides the state having WEKL?
",7.073316864,47969.0,6781.0, ['University of the state having Fort Hill']
