kv_memory_per_token_kb,memory_budget,uncompressed_kv_memory_mb,answers,compression_ratio,retained_kv_memory_gb,retained_kv_memory_mb,token_budget,memory_budget_unit,context_tokens,task,max_new_tokens,predicted_answer,split,question,answer_prefix,retained_context_tokens,uncompressed_kv_memory_gb
147.456,2.0,6628.88448,['Tyrion Lannister'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, [],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what's the dwarf's name in game of thrones
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Judith Cynthia Aline Keppel'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['Judith Keppel'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: first who wants to be a millionaire winner uk
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Crick' 'Watson'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['DNA replication'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who proposed the first accurate model of dna
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Jason Paige'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['Jason Paige'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who sings the pokemon theme song season 1
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Mary Elizabeth Patterson'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['Elizabeth Patterson (actress)'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played mrs. trumbull on i love lucy
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['AD 95–110' 'probably written in Ephesus'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['AD 95–110'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was the first epistle of john written
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Wisconsin'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['Wisconsin'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: colby chees is named after a town in what state
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Dragon Ball GT'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, [],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did goku first go super saiyan 4
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Richard Stallman'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['GNU/Linux naming controversy'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is given credit for the gnu initiative
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Idaho'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['Wyoming'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what us state forms the western boundary of montana
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['the following day'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, [],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does monday night raw come on hulu
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Spain' 'Taíno' 'indigenous Taíno people'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['Spain'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who did puerto rico belong to before the u.s
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,"['September 13, 2012']",0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['2012'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did season 4 of glee come out
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Haliaeetus'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['Haliaeetus'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the genus of a bald eagle
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,"[""Kobol's Last Gleaming""]",0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, [],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does boomer find out she a cylon
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Nala'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['Nala'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the female lion called in lion king
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Christopher Lloyd'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['Christopher Lloyd'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who plays the woodsman in over the garden wall
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Charlotte of Mecklenburg-Strelitz'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256," ['The tradition of decorating the home with evergreens was long established, the custom of decorating an entire small tree was unknown in Britain until some two centuries ago. At the time of the personal union with Hanover, George III's German-born wife, Charlotte of Mecklenburg-Strelitz, introduced a Christmas tree at a party she gave for children in 1800.']",test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who introduced the first chrismas tree to the uk
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Glenn Close'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['Glenn Close'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played cruella de vil in 101 dalmatians
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['the Ramones'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['the Ramones'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who sang the song i wanna be sedated
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['at least seven' 'at least seven players' 'seven'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256,7,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: how many players on the line of scrimmage in american football
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['September 1972'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256," ['The Homecoming: A Christmas Story was broadcast on December 19, 1971.']",test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did the tv show the waltons first air
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Hook'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['Emma Swan'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is emma dating in once upon a time
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['2011'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256," ['The Giants ranks third among all NFL franchises with eight NFL championship titles: four in the pre–Super Bowl era (1927, 1934, 1938, 1956) and four since the advent of the Super Bowl (Super Bowls XXI (1986), XXV (1990), XLII (2007), and XLVI (2011))']",test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was the last time giants won superbowl
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['the summit of Cadillac Mountain'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['Cadillac Mountain'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where does the sun hit the us first
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Indian government'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['Ministry of Corporate Affairs (MCA)'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is the authority or governing body of mca
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['the primal rib'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['standing rib roast'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where does prime rib come from on a cow
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Ledger'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['Heath Ledger'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who plays joker in batman the dark knight
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,"['Gravity' 'Gravity, or gravitation']",0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['gravity'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the common name for gravitational force
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['The Lykan Hypersport'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, [],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: fast and furious 7 red car abu dhabi
",Final Answer: ,13563.0,6.62888448
147.456,2.0,6628.88448,['Jack Lord' 'John Joseph Patrick Ryan'],0.6982982982982984,1.999945728,1999.945728,13563.0,GB,44955.0,nq_32k,256, ['Jack Lord'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played the original steve mcgarrett on hawaii five-o
",Final Answer: ,13563.0,6.62888448
