uncompressed_kv_memory_mb,compression_ratio,token_budget,predicted_answer,retained_kv_memory_mb,answer,memory_budget,retained_kv_memory_gb,answer_prefix,kv_memory_per_token_kb,question,max_new_tokens,context_tokens,context_length,uncompressed_kv_memory_gb,retained_context_tokens,context_id,memory_budget_unit,task
2170.355712,0.7641090678503488,7812.0,1C80A3B1799D,511.967232,['V_BDD606671AD1'],512.0,0.511967232,Answer: ,65.536,Query key: K_1C80A3B1799D,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,23B8392456DE,511.967232,['V_23B8392456DE'],512.0,0.511967232,Answer: ,65.536,Query key: K_3EB146685257,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,0,511.967232,['V_BD9CAD3C2D6D'],512.0,0.511967232,Answer: ,65.536,Query key: K_1A3DBC8960A9,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,972A16419F82,511.967232,['V_972A16419F82'],512.0,0.511967232,Answer: ,65.536,Query key: K_8B9DE465E150,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,17FC07A0CA6E,511.967232,['V_17FC07A0CA6E'],512.0,0.511967232,Answer: ,65.536,Query key: K_08226C031199,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,9A1D815EF6D1,511.967232,['V_9A1D815EF6D1'],512.0,0.511967232,Answer: ,65.536,Query key: K_3B8F37F8A88B,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,0,511.967232,['V_B74D32E70629'],512.0,0.511967232,Answer: ,65.536,Query key: K_8FAD06CB0FB3,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,6B658B8148F6,511.967232,['V_6B658B8148F6'],512.0,0.511967232,Answer: ,65.536,Query key: K_B38AA65ED389,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,473796DA1DAC,511.967232,['V_473796DA1DAC'],512.0,0.511967232,Answer: ,65.536,Query key: K_72FF386ECBE0,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,1,511.967232,['V_C24101A9E71F'],512.0,0.511967232,Answer: ,65.536,Query key: K_DE8ACF36D58B,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,6C30B2B9437A,511.967232,['V_6C30B2B9437A'],512.0,0.511967232,Answer: ,65.536,Query key: K_28DFCE4A2BBD,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,371E27CD8130,511.967232,['V_371E27CD8130'],512.0,0.511967232,Answer: ,65.536,Query key: K_4722571AA876,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,1A2A562B0F79,511.967232,['V_1A2A562B0F79'],512.0,0.511967232,Answer: ,65.536,Query key: K_C374F50BEA63,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,5BE618C26797,511.967232,['V_5BE618C26797'],512.0,0.511967232,Answer: ,65.536,Query key: K_614217BE3111,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,43B79A8DCA03,511.967232,['V_43B79A8DCA03'],512.0,0.511967232,Answer: ,65.536,Query key: K_580DD8F56413,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,759CBACFB3D0,511.967232,['V_759CBACFB3D0'],512.0,0.511967232,Answer: ,65.536,Query key: K_0B1FCE9FF57F,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,1FF489463E85,511.967232,['V_EC1BF91E1D4C'],512.0,0.511967232,Answer: ,65.536,Query key: K_1FF489463E85,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,4B0D8D5288F1,511.967232,['V_4B0D8D5288F1'],512.0,0.511967232,Answer: ,65.536,Query key: K_142C60E7A113,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,1,511.967232,['V_E2AC9E574F7A'],512.0,0.511967232,Answer: ,65.536,Query key: K_A0EED453DD32,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,313993CD59BF,511.967232,['V_313993CD59BF'],512.0,0.511967232,Answer: ,65.536,Query key: K_5C94DC98D2C1,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,11CEB45ED1F0,511.967232,['V_A9480BBB2599'],512.0,0.511967232,Answer: ,65.536,Query key: K_11CEB45ED1F0,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,1,511.967232,['V_FC374A15544D'],512.0,0.511967232,Answer: ,65.536,Query key: K_C5E73A578A8E,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,1,511.967232,['V_DDD13B982EF8'],512.0,0.511967232,Answer: ,65.536,Query key: K_DAF6146D3F31,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,741247294739,511.967232,['V_741247294739'],512.0,0.511967232,Answer: ,65.536,Query key: K_614F19DB3AD0,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,29A35D65A441,511.967232,['V_29A35D65A441'],512.0,0.511967232,Answer: ,65.536,Query key: K_D588A2BC372F,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,5AF35EC42E08,511.967232,['V_AB9035A240AE'],512.0,0.511967232,Answer: ,65.536,Query key: K_5AF35EC42E08,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,1247A5E5A5AB,511.967232,['V_AEFCEFC89849'],512.0,0.511967232,Answer: ,65.536,Query key: K_B3AA4458A885,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,1247A5E5A5AB,511.967232,['V_A28D9BF00273'],512.0,0.511967232,Answer: ,65.536,Query key: K_1247A5E5A5AB,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,3EABBAA80DD4,511.967232,['V_3EABBAA80DD4'],512.0,0.511967232,Answer: ,65.536,Query key: K_88BD2BCFBE01,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,451B6123FDF7,511.967232,['V_451B6123FDF7'],512.0,0.511967232,Answer: ,65.536,Query key: K_765629D4BEEF,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,6,511.967232,['V_B02BA3D70628'],512.0,0.511967232,Answer: ,65.536,Query key: K_ECE6FD5166E6,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,5304AF42E12F,511.967232,['V_5304AF42E12F'],512.0,0.511967232,Answer: ,65.536,Query key: K_38388E944239,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,0E51C6A7EE39,511.967232,['V_0E51C6A7EE39'],512.0,0.511967232,Answer: ,65.536,Query key: K_C4B0D7C524A5,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,972A16419F82,511.967232,['V_CE170837B8A3'],512.0,0.511967232,Answer: ,65.536,Query key: K_D2613AA2E4F9,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,10F1448AAA9E,511.967232,['V_10F1448AAA9E'],512.0,0.511967232,Answer: ,65.536,Query key: K_66B250C187FC,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,9132F16287E4,511.967232,['V_9132F16287E4'],512.0,0.511967232,Answer: ,65.536,Query key: K_E9C33602F8AC,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,366E508EBAD7,511.967232,['V_366E508EBAD7'],512.0,0.511967232,Answer: ,65.536,Query key: K_B7C9E059A0EE,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,2493757750A9,511.967232,['V_E27A654821D0'],512.0,0.511967232,Answer: ,65.536,Query key: K_7FCDA7CAD415,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,2493757750A9,511.967232,['V_2493757750A9'],512.0,0.511967232,Answer: ,65.536,Query key: K_A491EA1FCA65,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,23BE43CF2FDE,511.967232,['V_BEB73F22FAF8'],512.0,0.511967232,Answer: ,65.536,Query key: K_23BE43CF2FDE,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,9562E5D7B875,511.967232,['V_BF3C434308BC'],512.0,0.511967232,Answer: ,65.536,Query key: K_89FA8FB5D27B,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,9562E5D7B875,511.967232,['V_9562E5D7B875'],512.0,0.511967232,Answer: ,65.536,Query key: K_6DAD95A76D79,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,0x5CAB663F1C97,511.967232,['V_FF50382567B8'],512.0,0.511967232,Answer: ,65.536,Query key: K_5CAB663F1C97,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,7E57827050A8,511.967232,['V_7E57827050A8'],512.0,0.511967232,Answer: ,65.536,Query key: K_2369FF5E9FF0,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,0,511.967232,['V_DC710C0FD195'],512.0,0.511967232,Answer: ,65.536,Query key: K_C17A1745D6D8,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,28F4A0A04DC4,511.967232,['V_28F4A0A04DC4'],512.0,0.511967232,Answer: ,65.536,Query key: K_27201C11F735,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
2170.355712,0.7641090678503488,7812.0,98AE6C12ACE8,511.967232,['V_98AE6C12ACE8'],512.0,0.511967232,Answer: ,65.536,Query key: K_AE34CAC5B68C,32,33117.0,31945,2.170355712,7812.0,context_0000,MB,synthetic_kv_32k
