retained_context_tokens,question,memory_budget_unit,answer_prefix,uncompressed_kv_memory_gb,token_budget,retained_kv_memory_mb,retained_kv_memory_gb,context_length,max_new_tokens,predicted_answer,context_tokens,answer,kv_memory_per_token_kb,memory_budget,task,uncompressed_kv_memory_mb,compression_ratio
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Were Scott Derrickson and Ed Wood of the same nationality? ",GB,Answer:,2.200240128,3051.0,199.950336,0.199950336,32768,32, Yes,33573.0,['yes'],65.536,0.2,qa_2,2200.240128,0.9091234027343401
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell? ",GB,Answer:,2.175336448,3051.0,199.950336,0.199950336,32768,32, The provided documents do not contain information about the government position held by the woman who portrayed Corliss Archer in the film Kiss and Tell.,33193.0,['Chief of Protocol'],65.536,0.2,qa_2,2175.336448,0.9080830295544241
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What science fantasy young adult series, told in first person, has a set of companion books narrating the stories of enslaved worlds and alien species? ",GB,Answer:,2.18464256,3051.0,199.950336,0.199950336,32768,32, The provided documents do not contain information about a science fantasy young adult series with a set of companion books narrating the stories of enslaved worlds and alien species. The,33335.0,['Animorphs'],65.536,0.2,qa_2,2184.64256,0.9084745762711864
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood? ",GB,Answer:,2.157510656,3051.0,199.950336,0.199950336,32768,32, Yes,32921.0,['no'],65.536,0.2,qa_2,2157.510656,0.9073235928434737
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The director of the romantic comedy ""Big Stone Gap"" is based in what New York city? ",GB,Answer:,2.159280128,3051.0,199.950336,0.199950336,32768,32, New York City,32948.0,"['Greenwich Village, New York City']",65.536,0.2,qa_2,2159.280128,0.9073995386669904
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: 2014 S/S is the debut album of a South Korean boy group that was formed by who? ",GB,Answer:,2.172125184,3051.0,199.950336,0.199950336,32768,32, YG Entertainment,33144.0,['YG Entertainment'],65.536,0.2,qa_2,2172.125184,0.9079471397538016
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was known by his stage name Aladin and helped organizations improve their performance as a consultant? ",GB,Answer:,2.114322432,3051.0,199.950336,0.199950336,32768,32, David Lyle Boren,32262.0,['Eenasul Fateh'],65.536,0.2,qa_2,2114.322432,0.9054305374744281
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The arena where the Lewiston Maineiacs played their home games can seat how many people? ",GB,Answer:,2.265513984,3051.0,199.950336,0.199950336,32768,32," 4,000",34569.0,"['3,677 seated']",65.536,0.2,qa_2,2265.513984,0.9117417339234575
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who is older, Annie Morton or Terry Richardson? ",GB,Answer:,2.276458496,3051.0,199.950336,0.199950336,32768,32, Not answerable,34736.0,['Terry Richardson'],65.536,0.2,qa_2,2276.458496,0.9121660525103639
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are Local H and For Against both from the United States? ",GB,Answer:,2.284191744,3051.0,199.950336,0.199950336,32768,32," Yes, Local H and For Against are both from the United States. Local H is from Chicago, Illinois, and For Against is from New York City, New",34854.0,['yes'],65.536,0.2,qa_2,2284.191744,0.9124634188328455
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the name of the fight song of the university whose main campus is in Lawrence, Kansas and whose branch campuses are in the Kansas City metropolitan area? ",GB,Answer:,2.249785344,3051.0,199.950336,0.199950336,32768,32," ""Fight for Kansas""",34329.0,['Kansas Song'],65.536,0.2,qa_2,2249.785344,0.9111247050598619
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni? ",GB,Answer:,2.166161408,3051.0,199.950336,0.199950336,32768,32, David Diamond,33053.0,['David Weissman'],65.536,0.2,qa_2,2166.161408,0.9076937040510695
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective? ",GB,Answer:,2.151022592,3051.0,199.950336,0.199950336,32768,32, 1999,32822.0,['1999'],65.536,0.2,qa_2,2151.022592,0.9070440558162208
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are Random House Tower and 888 7th Avenue both used for real estate? ",GB,Answer:,2.141257728,3051.0,199.950336,0.199950336,32768,32, No,32673.0,['no'],65.536,0.2,qa_2,2141.257728,0.9066201450739142
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The football manager who recruited David Beckham managed Manchester United during what timeframe? ",GB,Answer:,2.205351936,3051.0,199.950336,0.199950336,32768,32, 1986–1999,33651.0,['from 1986 to 2013'],65.536,0.2,qa_2,2205.351936,0.9093340465365071
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Brown State Fishing Lake is in a country that has a population of how many inhabitants ? ",GB,Answer:,2.192637952,3051.0,199.950336,0.199950336,32768,32," The provided documents do not contain information about ""Brown State Fishing Lake"" or the population of the country where it is located.",33457.0,"['9,984']",65.536,0.2,qa_2,2192.637952,0.9088083211286129
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996? ",GB,Answer:,2.191130624,3051.0,199.950336,0.199950336,32768,32, North Atlantic Conference,33434.0,['the North Atlantic Conference'],65.536,0.2,qa_2,2191.130624,0.9087455883232638
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are Giuseppe Verdi and Ambroise Thomas both Opera composers ? ",GB,Answer:,2.253520896,3051.0,199.950336,0.199950336,32768,32, Yes,34386.0,['yes'],65.536,0.2,qa_2,2253.520896,0.9112720293142558
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the administration of a president that served during what years? ",GB,Answer:,2.28622336,3051.0,199.950336,0.199950336,32768,32, 1969–1974,34885.0,['1969 until 1974'],65.536,0.2,qa_2,2286.22336,0.9125412068224166
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which writer was from England, Henry Roth or Robert Erskine Childers? ",GB,Answer:,2.256535552,3051.0,199.950336,0.199950336,32768,32, Robert Erskine Childers,34432.0,['Robert Erskine Childers DSC'],65.536,0.2,qa_2,2256.535552,0.9113905669144982
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which other Mexican Formula One race car driver has held the podium besides the Force India driver born in 1990? ",GB,Answer:,2.166095872,3051.0,199.950336,0.199950336,32768,32, Sergio Pérez,33052.0,['Pedro Rodríguez'],65.536,0.2,qa_2,2166.095872,0.9076909112912985
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: This singer of A Rather Blustery Day also voiced what hedgehog? ",GB,Answer:,2.182807552,3051.0,199.950336,0.199950336,32768,32, Sonic the Hedgehog,33307.0,['Sonic'],65.536,0.2,qa_2,2182.807552,0.9083976341309634
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Aside from the Apple Remote, what other device can control the program Apple Remote was originally designed to interact with? ",GB,Answer:,2.139291648,3051.0,199.950336,0.199950336,32768,32, Apple Remote,32643.0,['keyboard function keys'],65.536,0.2,qa_2,2139.291648,0.9065343258891646
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which performance act has a higher instrument to person ratio, Badly Drawn Boy or Wolf Alice?  ",GB,Answer:,2.044919808,3051.0,199.950336,0.199950336,32768,32, Badly Drawn Boy,31203.0,['Badly Drawn Boy'],65.536,0.2,qa_2,2044.919808,0.9022209402942025
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the father of Kasper Schmeichel voted to be by the IFFHS in 1992? ",GB,Answer:,2.091188224,3051.0,199.950336,0.199950336,32768,32," The question contains a factual error; Kasper Schmeichel's father is Peter Schmeichel, who was voted the World's Best Goalkeeper by the I",31909.0,"[""World's Best Goalkeeper""]",65.536,0.2,qa_2,2091.188224,0.9043843429753361
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was the writer of These Boots Are Made for Walkin' and who died in 2007? ",GB,Answer:,2.163933184,3051.0,199.950336,0.199950336,32768,32," The question contains a false premise; ""These Boots Are Made for Walkin'"" was written by Jeff Barry and Ellie Greenwich, and neither of them died in ",33019.0,['Barton Lee Hazlewood'],65.536,0.2,qa_2,2163.933184,0.9075986553196644
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in what year? ",GB,Answer:,2.273574912,3051.0,199.950336,0.199950336,32768,32, The provided documents do not contain the founding year of Virginia Commonwealth University.,34692.0,['1838'],65.536,0.2,qa_2,2273.574912,0.9120546523694224
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are both Dictyosperma, and Huernia described as a genus? ",GB,Answer:,2.264334336,3051.0,199.950336,0.199950336,32768,32, No,34551.0,['yes'],65.536,0.2,qa_2,2264.334336,0.9116957541026309
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Kaiser Ventures corporation was founded by an American industrialist who became known as the father of modern American shipbuilding? ",GB,Answer:,2.035941376,3051.0,199.950336,0.199950336,32768,32, No,31066.0,['Henry J. Kaiser'],65.536,0.2,qa_2,2035.941376,0.9017897379772098
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre? ",GB,Answer:,2.172583936,3051.0,199.950336,0.199950336,32768,32, Tunnels & Trolls,33151.0,['Arena of Khazan'],65.536,0.2,qa_2,2172.583936,0.907966577177159
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was Poison's album ""Shut Up, Make Love"" released? ",GB,Answer:,2.002518016,3051.0,199.950336,0.199950336,32768,32, February 2000,30556.0,['2000'],65.536,0.2,qa_2,2002.518016,0.9001505432648252
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Hayden is a singer-songwriter from Canada, but where does Buck-Tick hail from? ",GB,Answer:,2.104426496,3051.0,199.950336,0.199950336,32768,32, Japan,32111.0,"['Fujioka, Gunma']",65.536,0.2,qa_2,2104.426496,0.9049858304007973
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which  French ace pilot and adventurer fly L'Oiseau Blanc ",GB,Answer:,2.15515136,3051.0,199.950336,0.199950336,32768,32, Not answerable,32885.0,['Charles Eugène'],65.536,0.2,qa_2,2155.15136,0.9072221377527748
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are Freakonomics and In the Realm of the Hackers both American documentaries? ",GB,Answer:,2.225668096,3051.0,199.950336,0.199950336,32768,32, No,33961.0,['no'],65.536,0.2,qa_2,2225.668096,0.9101616560171962
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which band, Letters to Cleo or Screaming Trees, had more members? ",GB,Answer:,2.098659328,3051.0,199.950336,0.199950336,32768,32, Screaming Trees,32023.0,['Letters to Cleo'],65.536,0.2,qa_2,2098.659328,0.9047247291009587
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Alexander Kerensky was defeated and destroyed by the Bolsheviks in the course of a civil war that ended when ? ",GB,Answer:,2.237988864,3051.0,199.950336,0.199950336,32768,32, 1924,34149.0,['October 1922'],65.536,0.2,qa_2,2237.988864,0.910656241764034
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Seven Brief Lessons on Physics was written by an Italian physicist that has worked in France since what year? ",GB,Answer:,2.183921664,3051.0,199.950336,0.199950336,32768,32, 1998,33324.0,['2000'],65.536,0.2,qa_2,2183.921664,0.9084443644220381
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties? ",GB,Answer:,2.200305664,3051.0,199.950336,0.199950336,32768,32, World War I,33574.0,['World War II'],65.536,0.2,qa_2,2200.305664,0.9091261094894859
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are both Elko Regional Airport and Gerald R. Ford International Airport located in Michigan? ",GB,Answer:,2.16137728,3051.0,199.950336,0.199950336,32768,32, No,32980.0,['no'],65.536,0.2,qa_2,2161.37728,0.9074893875075803
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Ralph Hefferline was a psychology professor at a university that is located in what city? ",GB,Answer:,2.251358208,3051.0,199.950336,0.199950336,32768,32, New York City,34353.0,['New York City'],65.536,0.2,qa_2,2251.358208,0.9111867959130207
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which dog's ancestors include Gordon and Irish Setters: the Manchester Terrier or the Scotch Collie? ",GB,Answer:,2.102460416,3051.0,199.950336,0.199950336,32768,32, Scotch Collie,32081.0,['Scotch Collie'],65.536,0.2,qa_2,2102.460416,0.9048969795205886
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where is the company that Sachin Warrier worked for as a software engineer headquartered?  ",GB,Answer:,2.196570112,3051.0,199.950336,0.199950336,32768,32," Mumbai, Maharashtra",33517.0,['Mumbai'],65.536,0.2,qa_2,2196.570112,0.9089715666676612
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: A Japanese manga series based on a 16 year old high school student Ichitaka Seto, is written and illustrated by someone born in what year? ",GB,Answer:,2.196504576,3051.0,199.950336,0.199950336,32768,32, 1970,33516.0,['1962'],65.536,0.2,qa_2,2196.504576,0.908968850698174
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The battle in which Giuseppe Arimondi lost his life secured what for Ethiopia? ",GB,Answer:,2.067267584,3051.0,199.950336,0.199950336,32768,32, The battle in which Giuseppe Arimondi lost his life secured Ethiopia's sovereignty and independence from Italian colonization.,31544.0,['sovereignty'],65.536,0.2,qa_2,2067.267584,0.903277960943444
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Alfred Balk served as the secretary of the Committee on the Employment of Minority Groups in the News Media under which United States Vice President? ",GB,Answer:,2.243100672,3051.0,199.950336,0.199950336,32768,32, Not answerable based on the provided documents.,34227.0,['Nelson Rockefeller'],65.536,0.2,qa_2,2243.100672,0.9108598474888246
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: A medieval fortress in Dirleton, East Lothian, Scotland borders on the south side of what coastal area? ",GB,Answer:,2.170093568,3051.0,199.950336,0.199950336,32768,32," The question contains a factual error; Dirleton is located in East Lothian, not East Lothian, Scotland borders on the south side of the North",33113.0,['Yellowcraig'],65.536,0.2,qa_2,2170.093568,0.907860960951892
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono? ",GB,Answer:,2.268987392,3051.0,199.950336,0.199950336,32768,32," The question contains incorrect information. The song ""Back to Mono"" is not a song, but a box set by The Beatles. The song described as being inspired",34622.0,['Phil Spector'],65.536,0.2,qa_2,2268.987392,0.911876841314771
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What type of forum did a former Soviet statesman initiate? ",GB,Answer:,2.240217088,3051.0,199.950336,0.199950336,32768,32, Mikhail Suslov initiated a forum in which the Soviet Union and the United States could discuss issues of mutual concern.,34183.0,['Organizations could come together to address global issues'],65.536,0.2,qa_2,2240.217088,0.9107451072170377
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are Ferocactus and Silene both types of plant? ",GB,Answer:,2.20299264,3051.0,199.950336,0.199950336,32768,32, Yes,33615.0,['yes'],65.536,0.2,qa_2,2202.99264,0.9092369477911647
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which British first-generation jet-powered medium bomber was used in the South West Pacific theatre of World War II? ",GB,Answer:,2.150432768,3051.0,199.950336,0.199950336,32768,32, The provided documents do not contain information about a British first-generation jet-powered medium bomber used in the South West Pacific theatre of World War II. The only British first,32813.0,['English Electric Canberra'],65.536,0.2,qa_2,2150.432768,0.9070185597171853
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which year and which conference was the 14th season for this conference as part of the NCAA Division that the Colorado Buffaloes played in with a record of 2-6 in conference play? ",GB,Answer:,2.170355712,3051.0,199.950336,0.199950336,32768,32," 2009, Big 12",33117.0,['2009 Big 12 Conference'],65.536,0.2,qa_2,2170.355712,0.9078720898632122
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In 1991 Euromarché was bought by a chain that operated how any hypermarkets at the end of 2016? ",GB,Answer:,2.13123072,3051.0,199.950336,0.199950336,32768,32," 1,462",32520.0,"['1,462']",65.536,0.2,qa_2,2131.23072,0.906180811808118
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What race track in the midwest hosts a 500 mile race eavery May? ",GB,Answer:,2.117271552,3051.0,199.950336,0.199950336,32768,32, The provided documents do not contain information about a race track in the midwest that hosts a 500-mile race every May.,32307.0,['Indianapolis Motor Speedway'],65.536,0.2,qa_2,2117.271552,0.9055622620484725
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini? ",GB,Answer:,2.25181696,3051.0,199.950336,0.199950336,32768,32, Dublin,34360.0,['Rome'],65.536,0.2,qa_2,2251.81696,0.9112048894062864
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Ellie Goulding worked with what other writers on her third studio album, Delirium? ",GB,Answer:,2.2151168,3051.0,199.950336,0.199950336,32768,32," Ellie Goulding worked with Max Martin and Shellback on her third studio album, Delirium.",33800.0,"['Max Martin, Savan Kotecha and Ilya Salmanzadeh']",65.536,0.2,qa_2,2215.1168,0.9097337278106509
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which Australian city founded in 1838 contains a boarding school opened by a Prime Minister of Australia and named after a school in London of the same name. ",GB,Answer:,2.14007808,3051.0,199.950336,0.199950336,32768,32, There is no Australian city founded in 1838 that contains a boarding school opened by a Prime Minister of Australia and named after a school in London of,32655.0,"['Marion, South Australia']",65.536,0.2,qa_2,2140.07808,0.9065686724850712
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: D1NZ is a series based on what oversteering technique? ",GB,Answer:,2.20102656,3051.0,199.950336,0.199950336,32768,32," D1NZ is not mentioned in the provided documents; however, the documents state that D1NZ is a series based on the oversteering technique of drifting",33585.0,['Drifting'],65.536,0.2,qa_2,2201.02656,0.9091558731576597
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: who is younger Keith Bostic or Jerry Glanville ? ",GB,Answer:,2.232549376,3051.0,199.950336,0.199950336,32768,32, Keith Bostic,34066.0,['Keith Bostic'],65.536,0.2,qa_2,2232.549376,0.910438560441496
