context_tokens,compression_ratio,uncompressed_kv_memory_mb,task,predicted_answer,retained_kv_memory_mb,retained_context_tokens,split,kv_memory_per_token_kb,memory_budget,token_budget,answer_prefix,memory_budget_unit,max_new_tokens,answers,uncompressed_kv_memory_gb,retained_kv_memory_gb,question
118609.0,0.8856494869697915,17489.608704,nq_128k," ['Ygritte', 'Brienne of Tarth', 'Jorah', 'Daenerys', 'Viserys', 'Arya', 'Sansa', 'Bran', 'Cersei', 'Jaime', 'Tyrion', 'Joffrey', 'Margaery', 'Shae', 'Arya', 'Sansa', 'Bran', 'Cersei', 'Jaime', 'Tyrion', 'Joffrey",1999.945728,13563.0,dev,147.456,2.0,13563.0,Final Answer: ,GB,256,['Tyrion Lannister'],17.489608704,1.999945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what's the dwarf's name in game of thrones
"
118609.0,0.8856494869697915,17489.608704,nq_128k," ['""The first winner of Who Wants to Be a Millionaire? in the UK was...""', 'The first winner of Who Wants to Be a Millionaire? in the UK was...']",1999.945728,13563.0,dev,147.456,2.0,13563.0,Final Answer: ,GB,256,['Judith Cynthia Aline Keppel'],17.489608704,1.999945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: first who wants to be a millionaire winner uk
"
118609.0,0.8856494869697915,17489.608704,nq_128k, ['Watson and Crick'],1999.945728,13563.0,dev,147.456,2.0,13563.0,Final Answer: ,GB,256,['Crick' 'Watson'],17.489608704,1.999945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who proposed the first accurate model of dna
"
118609.0,0.8856494869697915,17489.608704,nq_128k," ['Giovanni Gambino', 'Giovanni Gambino']",1999.945728,13563.0,dev,147.456,2.0,13563.0,Final Answer: ,GB,256,['Jason Paige'],17.489608704,1.999945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who sings the pokemon theme song season 1
"
118609.0,0.8856494869697915,17489.608704,nq_128k," ['Mrs. Trumbull', 'I Love Lucy']",1999.945728,13563.0,dev,147.456,2.0,13563.0,Final Answer: ,GB,256,['Mary Elizabeth Patterson'],17.489608704,1.999945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played mrs. trumbull on i love lucy
"
118609.0,0.8856494869697915,17489.608704,nq_128k," ['The First Epistle of John', 'ID: 460']",1999.945728,13563.0,dev,147.456,2.0,13563.0,Final Answer: ,GB,256,['AD 95–110' 'probably written in Ephesus'],17.489608704,1.999945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was the first epistle of john written
"
118609.0,0.8856494869697915,17489.608704,nq_128k, ['Wisconsin'],1999.945728,13563.0,dev,147.456,2.0,13563.0,Final Answer: ,GB,256,['Wisconsin'],17.489608704,1.999945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: colby chees is named after a town in what state
"
118609.0,0.8856494869697915,17489.608704,nq_128k," ['2016', '2017']",1999.945728,13563.0,dev,147.456,2.0,13563.0,Final Answer: ,GB,256,['Dragon Ball GT'],17.489608704,1.999945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did goku first go super saiyan 4
"
118609.0,0.8856494869697915,17489.608704,nq_128k, ['Richard Stallman'],1999.945728,13563.0,dev,147.456,2.0,13563.0,Final Answer: ,GB,256,['Richard Stallman'],17.489608704,1.999945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is given credit for the gnu initiative
"
118609.0,0.8856494869697915,17489.608704,nq_128k, ['Montana's western boundary is formed by the state of Wyoming'],1999.945728,13563.0,dev,147.456,2.0,13563.0,Final Answer: ,GB,256,['Idaho'],17.489608704,1.999945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what us state forms the western boundary of montana
"
118609.0,0.8856494869697915,17489.608704,nq_128k, ['Monday Night Raw is not available on Hulu'],1999.945728,13563.0,test,147.456,2.0,13563.0,Final Answer: ,GB,256,['the following day'],17.489608704,1.999945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does monday night raw come on hulu
"
