uncompressed_kv_memory_gb,question,predicted_answer,memory_budget_unit,retained_context_tokens,task,uncompressed_kv_memory_mb,kv_memory_per_token_kb,context_length,retained_kv_memory_mb,context_tokens,answer,compression_ratio,memory_budget,token_budget,max_new_tokens,retained_kv_memory_gb,answer_prefix
2.015297536,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tsamyl
2. kjsvgb
3. ultalu",GB,9155.0,fwe,2015.297536,65.536,32768,599.98208,30751.0,['tsamyl' 'kjsvgb' 'ultalu'],0.7022861045169263,0.6,9155.0,50,0.59998208,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.939931136,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tuhrpx
2. jqafhp
3. ustkrw",GB,9155.0,fwe,1939.931136,65.536,32768,599.98208,29601.0,['tuhrpx' 'jqafhp' 'ustkrw'],0.6907199081112125,0.6,9155.0,50,0.59998208,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.059993088,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. ueiomi
2. jynvfj
3. uyrfxo",GB,9155.0,fwe,2059.993088,65.536,32768,599.98208,31433.0,['ueiomi' 'jynvfj' 'uyrfxo'],0.7087455858492666,0.6,9155.0,50,0.59998208,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.034827264,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," uafuav, jszgky, and utolmb.",GB,9155.0,fwe,2034.827264,65.536,32768,599.98208,31049.0,['uafuav' 'jszgky' 'utolmb'],0.7051434828818963,0.6,9155.0,50,0.59998208,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.023030784,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tgvkhd
2. izxmvr
3. udhtfp",GB,9155.0,fwe,2023.030784,65.536,32768,599.98208,30869.0,['tgvkhd' 'izxmvr' 'udhtfp'],0.7034241472026952,0.6,9155.0,50,0.59998208,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.031091712,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. sxbyjn
2. joqdsh
3. uamnpv",GB,9155.0,fwe,2031.091712,65.536,32768,599.98208,30992.0,['sxbyjn' 'joqdsh' 'uamnpv'],0.7046011874032008,0.6,9155.0,50,0.59998208,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.982464,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tqggpf
2. jsbnkl
3. jobxoz",GB,9155.0,fwe,1982.464,65.536,32768,599.98208,30250.0,['tqggpf' 'jsbnkl' 'uqcvbj'],0.6973553719008265,0.6,9155.0,50,0.59998208,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.941962752,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tskcze
2. jifiht
3. unejer",GB,9155.0,fwe,1941.962752,65.536,32768,599.98208,29632.0,['tskcze' 'jifiht' 'unejer'],0.6910434665226781,0.6,9155.0,50,0.59998208,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.141126656,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tvcasv
2. klxlhw
3. uushyt",GB,9155.0,fwe,2141.126656,65.536,32768,599.98208,32671.0,['tvcasv' 'klxlhw' 'uushyt'],0.7197820697254446,0.6,9155.0,50,0.59998208,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.971191808,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tjsool
2. kmapsx
3. ujeuea",GB,9155.0,fwe,1971.191808,65.536,32768,599.98208,30078.0,['tjsool' 'kmapsx' 'ujeuea'],0.6956247090897001,0.6,9155.0,50,0.59998208,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.029125632,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tdhpgl
2. kagiza
3. twjdoo",GB,9155.0,fwe,2029.125632,65.536,32768,599.98208,30962.0,['tdhpgl' 'kagiza' 'twjdoo'],0.7043149667334152,0.6,9155.0,50,0.59998208,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.075066368,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tkuhxi
2. jqoiak
3. uowynw",GB,9155.0,fwe,2075.066368,65.536,32768,599.98208,31663.0,['tkuhxi' 'jqoiak' 'uowynw'],0.7108612576193033,0.6,9155.0,50,0.59998208,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.04832768,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tqsvko
2. jwzcvg
3. unhqst",GB,9155.0,fwe,2048.32768,65.536,32768,599.98208,31255.0,['tqsvko' 'jwzcvg' 'unhqst'],0.7070868661014238,0.6,9155.0,50,0.59998208,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.041184256,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1.  **swrfml**
2.  **jupfmm**
3.  **ubwrqu**",GB,9155.0,fwe,2041.184256,65.536,32768,599.98208,31146.0,['swrfml' 'jupfmm' 'ubwrqu'],0.7060617735824826,0.6,9155.0,50,0.59998208,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.02276864,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tiqjnk
2. kcziwx
3. ujwtbp",GB,9155.0,fwe,2022.76864,65.536,32768,599.98208,30865.0,['tiqjnk' 'kcziwx' 'ujwtbp'],0.7033857119714888,0.6,9155.0,50,0.59998208,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.066481152,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tuylvy
2. jkhhvw
3. urnvfc",GB,9155.0,fwe,2066.481152,65.536,32768,599.98208,31532.0,['tuylvy' 'jkhhvw' 'urnvfc'],0.7096600279081569,0.6,9155.0,50,0.59998208,"Answer: According to the coded text above, the three most frequently appeared words are:"
