retained_context_tokens,question,memory_budget_unit,answer_prefix,uncompressed_kv_memory_gb,token_budget,retained_kv_memory_mb,retained_kv_memory_gb,context_length,max_new_tokens,predicted_answer,context_tokens,answer,kv_memory_per_token_kb,memory_budget,task,uncompressed_kv_memory_mb,compression_ratio
6103.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Were Scott Derrickson and Ed Wood of the same nationality? ",GB,Answer:,2.200240128,6103.0,399.966208,0.399966208,32768,32, No,33573.0,['yes'],65.536,0.4,qa_2,2200.240128,0.8182170196288685
6103.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell? ",GB,Answer:,2.175336448,6103.0,399.966208,0.399966208,32768,32," None, Corliss Archer was portrayed by Shirley Temple in the film ""Kiss and Tell"", and she was a man, not a woman.",33193.0,['Chief of Protocol'],65.536,0.4,qa_2,2175.336448,0.8161359322748772
6103.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What science fantasy young adult series, told in first person, has a set of companion books narrating the stories of enslaved worlds and alien species? ",GB,Answer:,2.18464256,6103.0,399.966208,0.399966208,32768,32, The Lyceum Pirates,33335.0,['Animorphs'],65.536,0.4,qa_2,2184.64256,0.8169191540422979
6103.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood? ",GB,Answer:,2.157510656,6103.0,399.966208,0.399966208,32768,32, Yes,32921.0,['no'],65.536,0.4,qa_2,2157.510656,0.8146168099389448
6103.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The director of the romantic comedy ""Big Stone Gap"" is based in what New York city? ",GB,Answer:,2.159280128,6103.0,399.966208,0.399966208,32768,32, Brooklyn,32948.0,"['Greenwich Village, New York City']",65.536,0.4,qa_2,2159.280128,0.8147687264780867
6103.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: 2014 S/S is the debut album of a South Korean boy group that was formed by who? ",GB,Answer:,2.172125184,6103.0,399.966208,0.399966208,32768,32, YG Entertainment,33144.0,['YG Entertainment'],65.536,0.4,qa_2,2172.125184,0.8158641081342023
6103.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was known by his stage name Aladin and helped organizations improve their performance as a consultant? ",GB,Answer:,2.114322432,6103.0,399.966208,0.399966208,32768,32, Eenasul Fateh,32262.0,['Eenasul Fateh'],65.536,0.4,qa_2,2114.322432,0.8108300787303949
6103.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The arena where the Lewiston Maineiacs played their home games can seat how many people? ",GB,Answer:,2.265513984,6103.0,399.966208,0.399966208,32768,32," 4,000",34569.0,"['3,677 seated']",65.536,0.4,qa_2,2265.513984,0.8234545401949724
6103.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who is older, Annie Morton or Terry Richardson? ",GB,Answer:,2.276458496,6103.0,399.966208,0.399966208,32768,32, Terry Richardson,34736.0,['Terry Richardson'],65.536,0.4,qa_2,2276.458496,0.824303316444035
6103.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are Local H and For Against both from the United States? ",GB,Answer:,2.284191744,6103.0,399.966208,0.399966208,32768,32, Yes,34854.0,['yes'],65.536,0.4,qa_2,2284.191744,0.8248981465541976
