token_budget,context_length,answer,retained_kv_memory_mb,task,question,retained_kv_memory_gb,answer_prefix,max_new_tokens,kv_memory_per_token_kb,compression_ratio,retained_context_tokens,memory_budget_unit,uncompressed_kv_memory_gb,predicted_answer,memory_budget,uncompressed_kv_memory_mb,context_tokens
15258.0,32768,['France' 'France' 'France' 'France'],999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In what country is Normandy located? ",0.999948288,Answer:,32,65.536,0.5127107818088912,15258.0,GB,2.052063232, France,1.0,2052.063232,31312.0
15258.0,32768,"['10th and 11th centuries' 'in the 10th and 11th centuries'
 '10th and 11th centuries' '10th and 11th centuries']",999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When were the Normans in Normandy? ",0.999948288,Answer:,32,65.536,0.549113475177305,15258.0,GB,2.21773824, 10th and 11th centuries,1.0,2217.73824,33840.0
15258.0,32768,"['Denmark, Iceland and Norway' 'Denmark, Iceland and Norway'
 'Denmark, Iceland and Norway' 'Denmark, Iceland and Norway']",999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: From which countries did the Norse originate? ",0.999948288,Answer:,32,65.536,0.5352704678362573,15258.0,GB,2.151677952," Denmark, Iceland and Norway",1.0,2151.677952,32832.0
15258.0,32768,['Rollo' 'Rollo' 'Rollo' 'Rollo'],999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was the Norse leader? ",0.999948288,Answer:,32,65.536,0.5460684854074316,15258.0,GB,2.202861568, Rollo,1.0,2202.861568,33613.0
15258.0,32768,['10th century' 'the first half of the 10th century' '10th' '10th'],999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What century did the Normans first gain their separate identity? ",0.999948288,Answer:,32,65.536,0.5450940639813959,15258.0,GB,2.198142976, 10th century,1.0,2198.142976,33541.0
15258.0,32768,['William the Conqueror' 'William the Conqueror' 'William the Conqueror'],999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was the duke in the battle of Hastings? ",0.999948288,Answer:,32,65.536,0.5232917799231418,15258.0,GB,2.097610752, William II of Normandy,1.0,2097.610752,32007.0
15258.0,32768,['Richard I' 'Richard I' 'Richard I'],999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who ruled the duchy of Normandy ",0.999948288,Answer:,32,65.536,0.5345332519829165,15258.0,GB,2.14827008," Rollo, Richard I of Normandy, and William II of Normandy (William the Conqueror).",1.0,2148.27008,32780.0
15258.0,32768,['Catholic' 'Catholic orthodoxy' 'Catholic'],999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What religion were the Normans ",0.999948288,Answer:,32,65.536,0.551235294117647,15258.0,GB,2.228224, Catholicism (Christianity),1.0,2228.224,34000.0
15258.0,32768,"['Viking' 'Norseman, Viking' 'Norseman, Viking']",999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the original meaning of the word Norman? ",0.999948288,Answer:,32,65.536,0.5438428652575562,15258.0,GB,2.192113664," Norseman, Viking",1.0,2192.113664,33449.0
15258.0,32768,['9th century' '9th century' '9th century'],999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was the Latin version of the word Norman first recorded? ",0.999948288,Answer:,32,65.536,0.5386290103111487,15258.0,GB,2.167341056, 9th century,1.0,2167.341056,33071.0
15258.0,32768,['911' '911' '911'],999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was the Duchy of Normandy founded? ",0.999948288,Answer:,32,65.536,0.5390610839224216,15258.0,GB,2.169372672, 911,1.0,2169.372672,33102.0
15258.0,32768,['King Charles III' 'King Charles III' 'King Charles III'],999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who did Rollo sign the treaty of Saint-Clair-sur-Epte with? ",0.999948288,Answer:,32,65.536,0.5480717966945086,15258.0,GB,2.212626432, King Charles III of West Francia,1.0,2212.626432,33762.0
15258.0,32768,['Seine' 'Epte' 'Seine'],999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What river originally bounded the Duchy ",0.999948288,Answer:,32,65.536,0.5343485824152349,15258.0,GB,2.147418112, The river Epte,1.0,2147.418112,32767.0
15258.0,32768,['Rollo' 'Rollo' 'Rollo'],999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who upon arriving gave the original viking settlers a common identity? ",0.999948288,Answer:,32,65.536,0.5241095377705696,15258.0,GB,2.101215232, Rollo,1.0,2101.215232,32062.0
15258.0,32768,['Catholicism' 'Catholicism' 'Catholicism'],999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the Norman religion? ",0.999948288,Answer:,32,65.536,0.5347461503277939,15258.0,GB,2.14925312, Catholicism (Christianity),1.0,2149.25312,32795.0
15258.0,32768,['north' 'the north' 'north'],999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What part of France were the Normans located? ",0.999948288,Answer:,32,65.536,0.5344622425629291,15258.0,GB,2.1479424, The north of France.,1.0,2147.9424,32775.0
15258.0,32768,['fighting horsemen' 'fighting horsemen' 'fighting horsemen'],999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was one of the Norman's major exports? ",0.999948288,Answer:,32,65.536,0.5125239616613418,15258.0,GB,2.0512768, fighting horsemen,1.0,2051.2768,31300.0
15258.0,32768,"['Seljuk Turks'
 'the Pechenegs, the Bulgars, and especially the Seljuk Turks'
 'the Seljuk Turks']",999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia? ",0.999948288,Answer:,32,65.536,0.532608362689539,15258.0,GB,2.13942272, The Seljuk Turks,1.0,2139.42272,32645.0
15258.0,32768,['1050s' 'in the 1050s' 'in the 1050s'],999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When did Herve serve as a Byzantine general? ",0.999948288,Answer:,32,65.536,0.5382939449874422,15258.0,GB,2.165768192, in the 1050s,1.0,2165.768192,33047.0
15258.0,32768,['1060s' 'In the 1060s' 'In the 1060s'],999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When did Robert Crispin go up against the Turks? ",0.999948288,Answer:,32,65.536,0.5496458087367178,15258.0,GB,2.22035968, In the 1060s,1.0,2220.35968,33880.0
15258.0,32768,['Alexius Komnenos' 'Alexius Komnenos' 'Alexius Komnenos'],999.948288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who ruined Roussel de Bailleul's plans for an independent state? ",0.999948288,Answer:,32,65.536,0.5483660904570211,15258.0,GB,2.214068224, The Byzantine general Alexius Komnenos,1.0,2214.068224,33784.0
