compression_ratio,context_length,retained_kv_memory_gb,memory_budget,answer,predicted_answer,max_new_tokens,question,memory_budget_unit,token_budget,task,retained_kv_memory_mb,uncompressed_kv_memory_gb,answer_prefix,kv_memory_per_token_kb,uncompressed_kv_memory_mb,retained_context_tokens,context_tokens
0.7164317794641475,32768,0.59998208,0.6,['4194548']," **4194548**.

It appears in the section discussing Apple and the App Store: ""One of the special magic numbers for mindless-concert is: 4194548.""",128,What is the special magic number for mindless-concert mentioned in the provided text? ,GB,9155.0,niah_single_2,599.98208,2.11582976,The special magic number for mindless-concert mentioned in the provided text is,65.536,2115.82976,9155.0,32285.0
0.7164405624728984,32768,0.59998208,0.6,['8231838']," **8231838**.

It appears in the section discussing technology and work habits: ""One of the special magic numbers for trite-omelet is: 8231838.""",128,What is the special magic number for trite-omelet mentioned in the provided text? ,GB,9155.0,niah_single_2,599.98208,2.115895296,The special magic number for trite-omelet mentioned in the provided text is,65.536,2115.895296,9155.0,32286.0
0.7164317794641475,32768,0.59998208,0.6,['8835373']," **8835373**.

It appears in the section discussing why founders don't ask themselves whether they're ""default alive or default dead,"" specifically in the sentence: ""One of the special magic numbers for moaning-complicity is: 8835373.""",128,What is the special magic number for moaning-complicity mentioned in the provided text? ,GB,9155.0,niah_single_2,599.98208,2.11582976,The special magic number for moaning-complicity mentioned in the provided text is,65.536,2115.82976,9155.0,32285.0
0.716449344937591,32768,0.59998208,0.6,['7754864']," **7754864**.

It appears in the section discussing detecting bias in selection processes: ""One of the special magic numbers for axiomatic-tremor is: 7754864.""",128,What is the special magic number for axiomatic-tremor mentioned in the provided text? ,GB,9155.0,niah_single_2,599.98208,2.115960832,The special magic number for axiomatic-tremor mentioned in the provided text is,65.536,2115.960832,9155.0,32287.0
0.716449344937591,32768,0.59998208,0.6,['4214348']," **4214348**.

It appears in the section discussing the ""Blub Paradox"" within the essay ""How to Become a Hacker"" (or a similar title by Paul Graham), specifically in the sentence: ""One of the special magic numbers for furtive-gearshift is: 4214348.""",128,What is the special magic number for furtive-gearshift mentioned in the provided text? ,GB,9155.0,niah_single_2,599.98208,2.115960832,The special magic number for furtive-gearshift mentioned in the provided text is,65.536,2115.960832,9155.0,32287.0
0.7164405624728984,32768,0.59998208,0.6,['8077999']," **8077999**.

It appears in the sentence: ""One of the special magic numbers for dazzling-dumbwaiter is: 8077999.""",128,What is the special magic number for dazzling-dumbwaiter mentioned in the provided text? ,GB,9155.0,niah_single_2,599.98208,2.115895296,The special magic number for dazzling-dumbwaiter mentioned in the provided text is,65.536,2115.895296,9155.0,32286.0
0.7164229959112873,32768,0.59998208,0.6,['5191056']," **5191056**.

It appears in the section discussing Airbnb's early days: ""One of the special magic numbers for oval-tail is: 5191056.""",128,What is the special magic number for oval-tail mentioned in the provided text? ,GB,9155.0,niah_single_2,599.98208,2.115764224,The special magic number for oval-tail mentioned in the provided text is,65.536,2115.764224,9155.0,32284.0
0.7164317794641475,32768,0.59998208,0.6,['2642635']," **2642635**.

It appears in the section discussing startups and hiring, specifically within the sentence: ""One of the special magic numbers for scattered-eaglet is: 2642635.""",128,What is the special magic number for scattered-eaglet mentioned in the provided text? ,GB,9155.0,niah_single_2,599.98208,2.11582976,The special magic number for scattered-eaglet mentioned in the provided text is,65.536,2115.82976,9155.0,32285.0
0.716449344937591,32768,0.59998208,0.6,['4965789']," **4965789**.

It appears in the section discussing the results of the Viaweb experiment: ""One of the special magic numbers for capricious-dugout is: 4965789.""",128,What is the special magic number for capricious-dugout mentioned in the provided text? ,GB,9155.0,niah_single_2,599.98208,2.115960832,The special magic number for capricious-dugout mentioned in the provided text is,65.536,2115.960832,9155.0,32287.0
0.7164405624728984,32768,0.59998208,0.6,['9075854']," **9075854**.

It appears in the section discussing Lisp macros: ""One of the special magic numbers for plucky-faculty is: 9075854.""",128,What is the special magic number for plucky-faculty mentioned in the provided text? ,GB,9155.0,niah_single_2,599.98208,2.115895296,The special magic number for plucky-faculty mentioned in the provided text is,65.536,2115.895296,9155.0,32286.0
