kv_memory_per_token_kb,memory_budget,uncompressed_kv_memory_mb,answers,compression_ratio,retained_kv_memory_gb,retained_kv_memory_mb,token_budget,memory_budget_unit,context_tokens,task,max_new_tokens,predicted_answer,split,question,answer_prefix,retained_context_tokens,uncompressed_kv_memory_gb
147.456,512.0,6628.88448,['Tyrion Lannister'],0.9227672116561005,0.511967232,511.967232,3472.0,MB,44955.0,nq_32k,256, ['Dwarf (Game of Thrones)'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what's the dwarf's name in game of thrones
",Final Answer: ,3472.0,6.62888448
147.456,512.0,6628.88448,['Judith Cynthia Aline Keppel'],0.9227672116561005,0.511967232,511.967232,3472.0,MB,44955.0,nq_32k,256," ['Barack Obama ""Hope"" poster']",dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: first who wants to be a millionaire winner uk
",Final Answer: ,3472.0,6.62888448
147.456,512.0,6628.88448,['Crick' 'Watson'],0.9227672116561005,0.511967232,511.967232,3472.0,MB,44955.0,nq_32k,256, ['Manhattan Project'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who proposed the first accurate model of dna
",Final Answer: ,3472.0,6.62888448
147.456,512.0,6628.88448,['Jason Paige'],0.9227672116561005,0.511967232,511.967232,3472.0,MB,44955.0,nq_32k,256, ['Anna (Frozen)'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who sings the pokemon theme song season 1
",Final Answer: ,3472.0,6.62888448
147.456,512.0,6628.88448,['Mary Elizabeth Patterson'],0.9227672116561005,0.511967232,511.967232,3472.0,MB,44955.0,nq_32k,256, ['Anna (Frozen)'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played mrs. trumbull on i love lucy
",Final Answer: ,3472.0,6.62888448
147.456,512.0,6628.88448,['AD 95–110' 'probably written in Ephesus'],0.9227672116561005,0.511967232,511.967232,3472.0,MB,44955.0,nq_32k,256, ['The Book of Five Rings'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was the first epistle of john written
",Final Answer: ,3472.0,6.62888448
147.456,512.0,6628.88448,['Wisconsin'],0.9227672116561005,0.511967232,511.967232,3472.0,MB,44955.0,nq_32k,256, ['Green River (Colorado River)'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: colby chees is named after a town in what state
",Final Answer: ,3472.0,6.62888448
147.456,512.0,6628.88448,['Dragon Ball GT'],0.9227672116561005,0.511967232,511.967232,3472.0,MB,44955.0,nq_32k,256, [],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did goku first go super saiyan 4
",Final Answer: ,3472.0,6.62888448
147.456,512.0,6628.88448,['Richard Stallman'],0.9227672116561005,0.511967232,511.967232,3472.0,MB,44955.0,nq_32k,256, ['GNU/Linux naming controversy'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is given credit for the gnu initiative
",Final Answer: ,3472.0,6.62888448
147.456,512.0,6628.88448,['Idaho'],0.9227672116561005,0.511967232,511.967232,3472.0,MB,44955.0,nq_32k,256, ['Montana'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what us state forms the western boundary of montana
",Final Answer: ,3472.0,6.62888448
147.456,512.0,6628.88448,['the following day'],0.9227672116561005,0.511967232,511.967232,3472.0,MB,44955.0,nq_32k,256, [],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does monday night raw come on hulu
",Final Answer: ,3472.0,6.62888448
147.456,512.0,6628.88448,['Spain' 'Taíno' 'indigenous Taíno people'],0.9227672116561005,0.511967232,511.967232,3472.0,MB,44955.0,nq_32k,256, ['History of tea'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who did puerto rico belong to before the u.s
",Final Answer: ,3472.0,6.62888448
