answers,memory_budget_unit,task,token_budget,compression_ratio,split,answer_prefix,predicted_answer,memory_budget,retained_kv_memory_mb,retained_context_tokens,uncompressed_kv_memory_gb,uncompressed_kv_memory_mb,context_tokens,question,retained_kv_memory_gb,max_new_tokens,kv_memory_per_token_kb
"['2010 Senior Open Championship' '2014 Senior Open Championship'
 '2017 Senior Open Championship' '2018 Senior Open Championship'
 '2019 Senior Open Championship']",MB,qampari_32k,3472.0,0.9284831506962181,dev,Final Answer: ," ['Senior British Open Championship is a competition mentioned in the context of the 2008 Pilot Pen Tennis - Men's Singles, which is part of the 2008 Pilot Pen Tennis - Men's Singles (ID: 25)']",512.0,511.967232,3472.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What competition is a Senior British Open Championship?
",0.511967232,256,147.456
"['Anantaram' 'Kodiyettam' 'Mathilukal' 'Mukhamukham'
 'Oru Pennum Randaanum']",MB,qampari_32k,3472.0,0.9284831506962181,dev,Final Answer: , ['Thevar Magan'],512.0,511.967232,3472.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which movie was screenwritten by Adoor Gopalakrishan?
",0.511967232,256,147.456
"['Bradstone' 'Lezant' 'Plymouth' 'St Stephens by Launceston Rural'
 'Werrington']",MB,qampari_32k,3472.0,0.9284831506962181,dev,Final Answer: ," ['The Tamar River is not explicitly mentioned as being near a settlement in the provided documents. However, the document titled ""The Tamar River"" is not present in the provided list. The settlement near the Tamar River is not directly identified in the given documents.']",512.0,511.967232,3472.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the settlement that is next to the Tamar River?
",0.511967232,256,147.456
['Agnes' 'Montague' 'Rover' 'Sherbrooke' 'Sir John Sherbrooke'],MB,qampari_32k,3472.0,0.9284831506962181,dev,Final Answer: , ['The Mountaineer (Katoomba)'],512.0,511.967232,3472.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Name the ships registered in Nova Scotia.
",0.511967232,256,147.456
"['Allein zu dir, Herr Jesu Christ, BWV 33'
 'Ein feste Burg ist unser Gott, BWV 80'
 'O Ewigkeit, du Donnerwort, BWV 20'
 'Wachet auf, ruft uns die Stimme, BWV 140'
 'Wie schön leuchtet der Morgenstern, BWV 1']",MB,qampari_32k,3472.0,0.9284831506962181,dev,Final Answer: ," ['Die Selige' (1955), 16]",512.0,511.967232,3472.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What composition is an example of a chorale cantata?
",0.511967232,256,147.456
"['Alternate Americas' 'Alternate Empires' 'Alternate Heroes'
 'Alternate Wars' 'Nebula Awards Showcase 2000']",MB,qampari_32k,3472.0,0.9284831506962181,dev,Final Answer: ," ['Gregory Benford edited the piece of writing titled ""The Great Crossing"" with ID 29']",512.0,511.967232,3472.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Gregory Benford edited what piece of writing?
",0.511967232,256,147.456
"['Michele Serros' 'Paul Seaton' 'Sun Mingming' 'Terrance Dotsy'
 'Zack Thornton']",MB,qampari_32k,3472.0,0.9284831506962181,dev,Final Answer: ," ['Juanita Growing Thunder Fogarty', 'Martha Berry', 'Teri Greeves', 'Marcus Amerman', 'Richard Aitson']",512.0,511.967232,3472.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What's the name of a former student from Ventura College?
",0.511967232,256,147.456
['Aung Min' 'Maung Maung Ohn' 'Myint Swe' 'San Yu' 'Thein Sein'],MB,qampari_32k,3472.0,0.9284831506962181,dev,Final Answer: ," ['Omar El-Hariri', '2012']",512.0,511.967232,3472.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What individual served in the Myanmar Army?
",0.511967232,256,147.456
"['Chadron Public Library' 'Crawford County Courthouse'
 'Dr. A.O. Thomas House' 'Franklin County Courthouse'
 'Howard County Courthouse']",MB,qampari_32k,3472.0,0.9284831506962181,dev,Final Answer: ," ['George A. Berlinghof' is not mentioned in the documents. The documents mention ""George A. Berlinghof"" as a person, but do not specify what structures he created. Therefore, there is no direct answer to the query in the provided documents.]",512.0,511.967232,3472.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What structures di George A. Berlinghof create?
",0.511967232,256,147.456
"['Last of the Time Lords' 'Music of the Spheres'
 'The Unicorn and the Wasp' 'Time Crash' 'Voyage of the Damned']",MB,qampari_32k,3472.0,0.9284831506962181,dev,Final Answer: ," ['Doctor Who', '10']",512.0,511.967232,3472.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What show was executively produced by Russell T Davies?
",0.511967232,256,147.456
