retained_context_tokens,memory_budget,split,answer_prefix,predicted_answer,token_budget,answers,memory_budget_unit,retained_kv_memory_mb,context_tokens,kv_memory_per_token_kb,question,uncompressed_kv_memory_mb,retained_kv_memory_gb,task,compression_ratio,max_new_tokens,uncompressed_kv_memory_gb
13563.0,2.0,dev,Final Answer: , ['Dwarf'],13563.0,['Tyrion Lannister'],GB,1999.945728,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what's the dwarf's name in game of thrones
",17489.608704,1.999945728,nq_128k,0.8856494869697915,256,17.489608704
13563.0,2.0,dev,Final Answer: , ['Judith Keppel'],13563.0,['Judith Cynthia Aline Keppel'],GB,1999.945728,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: first who wants to be a millionaire winner uk
",17489.608704,1.999945728,nq_128k,0.8856494869697915,256,17.489608704
13563.0,2.0,dev,Final Answer: , ['Semiconservative replication'],13563.0,['Crick' 'Watson'],GB,1999.945728,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who proposed the first accurate model of dna
",17489.608704,1.999945728,nq_128k,0.8856494869697915,256,17.489608704
13563.0,2.0,dev,Final Answer: , ['Super Street Fighter II Turbo HD Remix'],13563.0,['Jason Paige'],GB,1999.945728,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who sings the pokemon theme song season 1
",17489.608704,1.999945728,nq_128k,0.8856494869697915,256,17.489608704
13563.0,2.0,dev,Final Answer: , [],13563.0,['Mary Elizabeth Patterson'],GB,1999.945728,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played mrs. trumbull on i love lucy
",17489.608704,1.999945728,nq_128k,0.8856494869697915,256,17.489608704
13563.0,2.0,dev,Final Answer: , ['First Epistle of John'],13563.0,['AD 95–110' 'probably written in Ephesus'],GB,1999.945728,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was the first epistle of john written
",17489.608704,1.999945728,nq_128k,0.8856494869697915,256,17.489608704
13563.0,2.0,dev,Final Answer: , ['Colby cheese'],13563.0,['Wisconsin'],GB,1999.945728,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: colby chees is named after a town in what state
",17489.608704,1.999945728,nq_128k,0.8856494869697915,256,17.489608704
13563.0,2.0,dev,Final Answer: ,2017,13563.0,['Dragon Ball GT'],GB,1999.945728,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did goku first go super saiyan 4
",17489.608704,1.999945728,nq_128k,0.8856494869697915,256,17.489608704
13563.0,2.0,dev,Final Answer: , ['GNU GRUB'],13563.0,['Richard Stallman'],GB,1999.945728,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is given credit for the gnu initiative
",17489.608704,1.999945728,nq_128k,0.8856494869697915,256,17.489608704
13563.0,2.0,dev,Final Answer: , ['Montana'],13563.0,['Idaho'],GB,1999.945728,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what us state forms the western boundary of montana
",17489.608704,1.999945728,nq_128k,0.8856494869697915,256,17.489608704
