uncompressed_kv_memory_gb,question,predicted_answer,memory_budget_unit,retained_context_tokens,task,uncompressed_kv_memory_mb,kv_memory_per_token_kb,context_length,retained_kv_memory_mb,context_tokens,answer,compression_ratio,memory_budget,token_budget,max_new_tokens,retained_kv_memory_gb,answer_prefix
2.015297536,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tsamyl
2. ultalu
3. kjsvgb",GB,6103.0,fwe,2015.297536,65.536,32768,399.966208,30751.0,['tsamyl' 'kjsvgb' 'ultalu'],0.8015349094338395,0.4,6103.0,50,0.399966208,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.939931136,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tuhrpx
2. jqafhp
3. ustkrw",GB,6103.0,fwe,1939.931136,65.536,32768,399.966208,29601.0,['tuhrpx' 'jqafhp' 'ustkrw'],0.7938245329549678,0.4,6103.0,50,0.399966208,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.059993088,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. ueiomi
2. jynvfj
3. uyrfxo",GB,6103.0,fwe,2059.993088,65.536,32768,399.966208,31433.0,['ueiomi' 'jynvfj' 'uyrfxo'],0.8058409951325041,0.4,6103.0,50,0.399966208,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.034827264,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1.  **uafuav**
2.  **jszgky**
3.  **utolmb**",GB,6103.0,fwe,2034.827264,65.536,32768,399.966208,31049.0,['uafuav' 'jszgky' 'utolmb'],0.8034397243067409,0.4,6103.0,50,0.399966208,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.023030784,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1.  **tgvkhd**
2.  **izxmvr**
3.  **udhtfp**",GB,6103.0,fwe,2023.030784,65.536,32768,399.966208,30869.0,['tgvkhd' 'izxmvr' 'udhtfp'],0.8022935631215783,0.4,6103.0,50,0.399966208,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.031091712,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. sxbyjn
2. joqdsh
3. uamnpv",GB,6103.0,fwe,2031.091712,65.536,32768,399.966208,30992.0,['sxbyjn' 'joqdsh' 'uamnpv'],0.8030782137325762,0.4,6103.0,50,0.399966208,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.982464,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tqggpf
2. jsbnkl
3. jobxoz",GB,6103.0,fwe,1982.464,65.536,32768,399.966208,30250.0,['tqggpf' 'jsbnkl' 'uqcvbj'],0.7982479338842975,0.4,6103.0,50,0.399966208,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.941962752,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tskcze
2. jifiht
3. unejer",GB,6103.0,fwe,1941.962752,65.536,32768,399.966208,29632.0,['tskcze' 'jifiht' 'unejer'],0.7940402267818575,0.4,6103.0,50,0.399966208,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.141126656,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1.  **tvcasv**
2.  **klxlhw**
3.  **kgpusg**",GB,6103.0,fwe,2141.126656,65.536,32768,399.966208,32671.0,['tvcasv' 'klxlhw' 'uushyt'],0.8131982492118393,0.4,6103.0,50,0.399966208,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.971191808,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tjsool
2. kivmmc
3. exuxjh",GB,6103.0,fwe,1971.191808,65.536,32768,399.966208,30078.0,['tjsool' 'kmapsx' 'ujeuea'],0.797094221690272,0.4,6103.0,50,0.399966208,"Answer: According to the coded text above, the three most frequently appeared words are:"
