kv_memory_per_token_kb,memory_budget,uncompressed_kv_memory_mb,answers,compression_ratio,retained_kv_memory_gb,retained_kv_memory_mb,token_budget,memory_budget_unit,context_tokens,task,max_new_tokens,predicted_answer,split,question,answer_prefix,retained_context_tokens,uncompressed_kv_memory_gb
147.456,1.0,7158.693888,"['2010 Senior Open Championship' '2014 Senior Open Championship'
 '2017 Senior Open Championship' '2018 Senior Open Championship'
 '2019 Senior Open Championship']",0.8603238032462717,0.999899136,999.899136,6781.0,GB,48548.0,qampari_32k,256, [],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What competition is a Senior British Open Championship?
",Final Answer: ,6781.0,7.158693888
147.456,1.0,7158.693888,"['Anantaram' 'Kodiyettam' 'Mathilukal' 'Mukhamukham'
 'Oru Pennum Randaanum']",0.8603238032462717,0.999899136,999.899136,6781.0,GB,48548.0,qampari_32k,256, [],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which movie was screenwritten by Adoor Gopalakrishan?
",Final Answer: ,6781.0,7.158693888
147.456,1.0,7158.693888,"['Bradstone' 'Lezant' 'Plymouth' 'St Stephens by Launceston Rural'
 'Werrington']",0.8603238032462717,0.999899136,999.899136,6781.0,GB,48548.0,qampari_32k,256, ['Mäntyvaara'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the settlement that is next to the Tamar River?
",Final Answer: ,6781.0,7.158693888
147.456,1.0,7158.693888,['Agnes' 'Montague' 'Rover' 'Sherbrooke' 'Sir John Sherbrooke'],0.8603238032462717,0.999899136,999.899136,6781.0,GB,48548.0,qampari_32k,256, [],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Name the ships registered in Nova Scotia.
",Final Answer: ,6781.0,7.158693888
147.456,1.0,7158.693888,"['Allein zu dir, Herr Jesu Christ, BWV 33'
 'Ein feste Burg ist unser Gott, BWV 80'
 'O Ewigkeit, du Donnerwort, BWV 20'
 'Wachet auf, ruft uns die Stimme, BWV 140'
 'Wie schön leuchtet der Morgenstern, BWV 1']",0.8603238032462717,0.999899136,999.899136,6781.0,GB,48548.0,qampari_32k,256, ['The Hound of Florence'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What composition is an example of a chorale cantata?
",Final Answer: ,6781.0,7.158693888
147.456,1.0,7158.693888,"['Alternate Americas' 'Alternate Empires' 'Alternate Heroes'
 'Alternate Wars' 'Nebula Awards Showcase 2000']",0.8603238032462717,0.999899136,999.899136,6781.0,GB,48548.0,qampari_32k,256, [],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Gregory Benford edited what piece of writing?
",Final Answer: ,6781.0,7.158693888
147.456,1.0,7158.693888,"['Michele Serros' 'Paul Seaton' 'Sun Mingming' 'Terrance Dotsy'
 'Zack Thornton']",0.8603238032462717,0.999899136,999.899136,6781.0,GB,48548.0,qampari_32k,256, [],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What's the name of a former student from Ventura College?
",Final Answer: ,6781.0,7.158693888
147.456,1.0,7158.693888,['Aung Min' 'Maung Maung Ohn' 'Myint Swe' 'San Yu' 'Thein Sein'],0.8603238032462717,0.999899136,999.899136,6781.0,GB,48548.0,qampari_32k,256, ['Min Aung Hlaing'],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What individual served in the Myanmar Army?
",Final Answer: ,6781.0,7.158693888
147.456,1.0,7158.693888,"['Chadron Public Library' 'Crawford County Courthouse'
 'Dr. A.O. Thomas House' 'Franklin County Courthouse'
 'Howard County Courthouse']",0.8603238032462717,0.999899136,999.899136,6781.0,GB,48548.0,qampari_32k,256, [],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What structures di George A. Berlinghof create?
",Final Answer: ,6781.0,7.158693888
147.456,1.0,7158.693888,"['Last of the Time Lords' 'Music of the Spheres'
 'The Unicorn and the Wasp' 'Time Crash' 'Voyage of the Damned']",0.8603238032462717,0.999899136,999.899136,6781.0,GB,48548.0,qampari_32k,256, [],dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What show was executively produced by Russell T Davies?
",Final Answer: ,6781.0,7.158693888
