memory_budget_unit,uncompressed_kv_memory_gb,predicted_answer,retained_context_tokens,memory_budget,compression_ratio,question,token_budget,context_tokens,kv_memory_per_token_kb,context_id,answer_prefix,max_new_tokens,context_length,task,retained_kv_memory_mb,uncompressed_kv_memory_mb,retained_kv_memory_gb,answer
GB,4.280025088, No match found,61035.0,4.0,0.06542843143259636,Query key: K_1C80A3B1799D,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_BDD606671AD1']
GB,4.280025088, V_23B8392456DE,61035.0,4.0,0.06542843143259636,Query key: K_3EB146685257,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_23B8392456DE']
GB,4.280025088, V_BD9CAD3C2D6D,61035.0,4.0,0.06542843143259636,Query key: K_1A3DBC8960A9,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_BD9CAD3C2D6D']
GB,4.280025088, V_972A16419F82,61035.0,4.0,0.06542843143259636,Query key: K_8B9DE465E150,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_972A16419F82']
GB,4.280025088, V_17FC07A0CA6E,61035.0,4.0,0.06542843143259636,Query key: K_08226C031199,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_17FC07A0CA6E']
GB,4.280025088, V_9A1D815EF6D1,61035.0,4.0,0.06542843143259636,Query key: K_3B8F37F8A88B,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_9A1D815EF6D1']
GB,4.280025088, V_B74D32E70629,61035.0,4.0,0.06542843143259636,Query key: K_8FAD06CB0FB3,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_B74D32E70629']
GB,4.280025088, V_6B658B8148F6,61035.0,4.0,0.06542843143259636,Query key: K_B38AA65ED389,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_6B658B8148F6']
GB,4.280025088,473796DA1DAC,61035.0,4.0,0.06542843143259636,Query key: K_72FF386ECBE0,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_473796DA1DAC']
GB,4.280025088, V_C24101A9E71F,61035.0,4.0,0.06542843143259636,Query key: K_DE8ACF36D58B,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_C24101A9E71F']
GB,4.280025088,6C30B2B9437A,61035.0,4.0,0.06542843143259636,Query key: K_28DFCE4A2BBD,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_6C30B2B9437A']
GB,4.280025088, V_371E27CD8130,61035.0,4.0,0.06542843143259636,Query key: K_4722571AA876,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_371E27CD8130']
GB,4.280025088,1A2A562B0F79,61035.0,4.0,0.06542843143259636,Query key: K_C374F50BEA63,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_1A2A562B0F79']
GB,4.280025088, V_5BE618C26797,61035.0,4.0,0.06542843143259636,Query key: K_614217BE3111,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_5BE618C26797']
GB,4.280025088, V_43B79A8DCA03,61035.0,4.0,0.06542843143259636,Query key: K_580DD8F56413,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_43B79A8DCA03']
GB,4.280025088, V_759CBACFB3D0,61035.0,4.0,0.06542843143259636,Query key: K_0B1FCE9FF57F,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_759CBACFB3D0']
GB,4.280025088, V_EC1BF91E1D4C,61035.0,4.0,0.06542843143259636,Query key: K_1FF489463E85,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_EC1BF91E1D4C']
GB,4.280025088, V_4B0D8D5288F1,61035.0,4.0,0.06542843143259636,Query key: K_142C60E7A113,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_4B0D8D5288F1']
GB,4.280025088, V_E2AC9E574F7A,61035.0,4.0,0.06542843143259636,Query key: K_A0EED453DD32,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_E2AC9E574F7A']
GB,4.280025088,313993CD59BF,61035.0,4.0,0.06542843143259636,Query key: K_5C94DC98D2C1,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_313993CD59BF']
GB,4.280025088, V_A9480BBB2599,61035.0,4.0,0.06542843143259636,Query key: K_11CEB45ED1F0,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_A9480BBB2599']
GB,4.280025088, V_FC374A15544D,61035.0,4.0,0.06542843143259636,Query key: K_C5E73A578A8E,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_FC374A15544D']
GB,4.280025088, V_DDD13B982EF8,61035.0,4.0,0.06542843143259636,Query key: K_DAF6146D3F31,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_DDD13B982EF8']
GB,4.280025088,741247294739,61035.0,4.0,0.06542843143259636,Query key: K_614F19DB3AD0,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_741247294739']
GB,4.280025088,29A35D65A441,61035.0,4.0,0.06542843143259636,Query key: K_D588A2BC372F,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_29A35D65A441']
GB,4.280025088, V_AB9035A240AE,61035.0,4.0,0.06542843143259636,Query key: K_5AF35EC42E08,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_AB9035A240AE']
GB,4.280025088, V_AEFCEFC89849,61035.0,4.0,0.06542843143259636,Query key: K_B3AA4458A885,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_AEFCEFC89849']
GB,4.280025088, V_A28D9BF00273,61035.0,4.0,0.06542843143259636,Query key: K_1247A5E5A5AB,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_A28D9BF00273']
GB,4.280025088,3EABBAA80DD4,61035.0,4.0,0.06542843143259636,Query key: K_88BD2BCFBE01,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_3EABBAA80DD4']
GB,4.280025088,451B6123FDF7,61035.0,4.0,0.06542843143259636,Query key: K_765629D4BEEF,61035.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,3999.98976,4280.025088,3.99998976,['V_451B6123FDF7']
