retained_context_tokens,split,answer_prefix,predicted_answer,answers,retained_kv_memory_mb,context_tokens,kv_memory_per_token_kb,question,uncompressed_kv_memory_mb,retained_kv_memory_gb,task,compression_ratio,max_new_tokens,uncompressed_kv_memory_gb
118609.0,dev,Final Answer: , [],['Tyrion Lannister'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what's the dwarf's name in game of thrones
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,dev,Final Answer: , ['Judith Keppel'],['Judith Cynthia Aline Keppel'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: first who wants to be a millionaire winner uk
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,dev,Final Answer: , ['Semiconservative replication'],['Crick' 'Watson'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who proposed the first accurate model of dna
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,dev,Final Answer: , ['Jason Paige'],['Jason Paige'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who sings the pokemon theme song season 1
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,dev,Final Answer: , ['Mary Elizabeth Patterson'],['Mary Elizabeth Patterson'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played mrs. trumbull on i love lucy
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,dev,Final Answer: , ['First Epistle of John'],['AD 95–110' 'probably written in Ephesus'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was the first epistle of john written
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,dev,Final Answer: , ['Colby cheese'],['Wisconsin'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: colby chees is named after a town in what state
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,dev,Final Answer: , [],['Dragon Ball GT'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did goku first go super saiyan 4
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,dev,Final Answer: , ['GNU/Linux naming controversy'],['Richard Stallman'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is given credit for the gnu initiative
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,dev,Final Answer: , ['Montana'],['Idaho'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what us state forms the western boundary of montana
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , [],['the following day'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does monday night raw come on hulu
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['Puerto Rico'],['Spain' 'Taíno' 'indigenous Taíno people'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who did puerto rico belong to before the u.s
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['Glee (season 4)'],"['September 13, 2012']",17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did season 4 of glee come out
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['Bald eagle'],['Haliaeetus'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the genus of a bald eagle
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['Number Eight (Battlestar Galactica)'],"[""Kobol's Last Gleaming""]",17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does boomer find out she a cylon
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , [],['Nala'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the female lion called in lion king
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['Over the Garden Wall'],['Christopher Lloyd'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who plays the woodsman in over the garden wall
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['Christmas tree'],['Charlotte of Mecklenburg-Strelitz'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who introduced the first chrismas tree to the uk
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['101 Dalmatians (1996 film)'],['Glenn Close'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played cruella de vil in 101 dalmatians
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['I Wanna Be Sedated'],['the Ramones'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who sang the song i wanna be sedated
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: ,7,['at least seven' 'at least seven players' 'seven'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: how many players on the line of scrimmage in american football
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['The Waltons'],['September 1972'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did the tv show the waltons first air
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['Emma Swan'],['Hook'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is emma dating in once upon a time
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['New York Giants'],['2011'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was the last time giants won superbowl
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , [],['the summit of Cadillac Mountain'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where does the sun hit the us first
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['Ministry of Corporate Affairs (MCA)'],['Indian government'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is the authority or governing body of mca
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['Standing rib roast'],['the primal rib'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where does prime rib come from on a cow
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['Heath Ledger'],['Ledger'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who plays joker in batman the dark knight
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['Gravity'],"['Gravity' 'Gravity, or gravitation']",17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the common name for gravitational force
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , [],['The Lykan Hypersport'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: fast and furious 7 red car abu dhabi
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['Jack Lord'],['Jack Lord' 'John Joseph Patrick Ryan'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played the original steve mcgarrett on hawaii five-o
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['non-ferrous metals'],['non-ferrous'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: is aluminium a ferrous or non ferrous metal
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['Sauron'],['Sauron'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who has a ring of power in lotr
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
118609.0,test,Final Answer: , ['Mughal Empire'],['Akbar the Great' 'Babur'],17489.608704,118609.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: the era of the great mughals began with the accession of
",17489.608704,17.489608704,nq_128k,0.0,256,17.489608704
