memory_budget_unit,uncompressed_kv_memory_gb,predicted_answer,retained_context_tokens,memory_budget,compression_ratio,question,token_budget,context_tokens,kv_memory_per_token_kb,context_id,answer_prefix,max_new_tokens,context_length,task,retained_kv_memory_mb,uncompressed_kv_memory_mb,retained_kv_memory_gb,answer
GB,4.280025088,1C80A3B1799D,15258.0,1.0,0.7663685919029828,Query key: K_1C80A3B1799D,15258.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,999.948288,4280.025088,0.999948288,['V_BDD606671AD1']
GB,4.280025088,23B8392456DE,15258.0,1.0,0.7663685919029828,Query key: K_3EB146685257,15258.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,999.948288,4280.025088,0.999948288,['V_23B8392456DE']
GB,4.280025088,1A3DBC8960A9,15258.0,1.0,0.7663685919029828,Query key: K_1A3DBC8960A9,15258.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,999.948288,4280.025088,0.999948288,['V_BD9CAD3C2D6D']
GB,4.280025088,972A16419F82,15258.0,1.0,0.7663685919029828,Query key: K_8B9DE465E150,15258.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,999.948288,4280.025088,0.999948288,['V_972A16419F82']
GB,4.280025088,17FC07A0CA6E,15258.0,1.0,0.7663685919029828,Query key: K_08226C031199,15258.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,999.948288,4280.025088,0.999948288,['V_17FC07A0CA6E']
GB,4.280025088,9A1D815EF6D1,15258.0,1.0,0.7663685919029828,Query key: K_3B8F37F8A88B,15258.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,999.948288,4280.025088,0.999948288,['V_9A1D815EF6D1']
GB,4.280025088,8FAD06CB0FB3: V_B74D32E70629,15258.0,1.0,0.7663685919029828,Query key: K_8FAD06CB0FB3,15258.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,999.948288,4280.025088,0.999948288,['V_B74D32E70629']
GB,4.280025088,6B658B8148F6,15258.0,1.0,0.7663685919029828,Query key: K_B38AA65ED389,15258.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,999.948288,4280.025088,0.999948288,['V_6B658B8148F6']
GB,4.280025088,473796DA1DAC,15258.0,1.0,0.7663685919029828,Query key: K_72FF386ECBE0,15258.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,999.948288,4280.025088,0.999948288,['V_473796DA1DAC']
GB,4.280025088,1,15258.0,1.0,0.7663685919029828,Query key: K_DE8ACF36D58B,15258.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,999.948288,4280.025088,0.999948288,['V_C24101A9E71F']
GB,4.280025088,6C30B2B9437A,15258.0,1.0,0.7663685919029828,Query key: K_28DFCE4A2BBD,15258.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,999.948288,4280.025088,0.999948288,['V_6C30B2B9437A']
GB,4.280025088,4722571AA876,15258.0,1.0,0.7663685919029828,Query key: K_4722571AA876,15258.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,999.948288,4280.025088,0.999948288,['V_371E27CD8130']
GB,4.280025088,1A2A562B0F79,15258.0,1.0,0.7663685919029828,Query key: K_C374F50BEA63,15258.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,999.948288,4280.025088,0.999948288,['V_1A2A562B0F79']
GB,4.280025088,5BE618C26797,15258.0,1.0,0.7663685919029828,Query key: K_614217BE3111,15258.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,999.948288,4280.025088,0.999948288,['V_5BE618C26797']
GB,4.280025088,43B79A8DCA03,15258.0,1.0,0.7663685919029828,Query key: K_580DD8F56413,15258.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,999.948288,4280.025088,0.999948288,['V_43B79A8DCA03']
