context_tokens,memory_budget_unit,uncompressed_kv_memory_mb,predicted_answer,answers,compression_ratio,kv_memory_per_token_kb,uncompressed_kv_memory_gb,answer_prefix,max_new_tokens,token_budget,memory_budget,retained_context_tokens,retained_kv_memory_gb,task,split,question,retained_kv_memory_mb
44955.0,GB,6628.88448, ['Joffrey'],['Tyrion Lannister'],0.6982982982982984,147.456,6.62888448,Final Answer: ,256,13563.0,2.0,13563.0,1.999945728,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what's the dwarf's name in game of thrones
",1999.945728
44955.0,GB,6628.88448, ['Judith Cynthia Aline Keppel'],['Judith Cynthia Aline Keppel'],0.6982982982982984,147.456,6.62888448,Final Answer: ,256,13563.0,2.0,13563.0,1.999945728,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: first who wants to be a millionaire winner uk
",1999.945728
44955.0,GB,6628.88448, ['James Watson and Francis Crick'],['Crick' 'Watson'],0.6982982982982984,147.456,6.62888448,Final Answer: ,256,13563.0,2.0,13563.0,1.999945728,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who proposed the first accurate model of dna
",1999.945728
44955.0,GB,6628.88448, ['Jason Paige'],['Jason Paige'],0.6982982982982984,147.456,6.62888448,Final Answer: ,256,13563.0,2.0,13563.0,1.999945728,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who sings the pokemon theme song season 1
",1999.945728
44955.0,GB,6628.88448, ['Elizabeth Patterson'],['Mary Elizabeth Patterson'],0.6982982982982984,147.456,6.62888448,Final Answer: ,256,13563.0,2.0,13563.0,1.999945728,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played mrs. trumbull on i love lucy
",1999.945728
44955.0,GB,6628.88448, ['First Epistle of John'],['AD 95–110' 'probably written in Ephesus'],0.6982982982982984,147.456,6.62888448,Final Answer: ,256,13563.0,2.0,13563.0,1.999945728,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was the first epistle of john written
",1999.945728
44955.0,GB,6628.88448, ['Wisconsin'],['Wisconsin'],0.6982982982982984,147.456,6.62888448,Final Answer: ,256,13563.0,2.0,13563.0,1.999945728,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: colby chees is named after a town in what state
",1999.945728
44955.0,GB,6628.88448, ['1992'],['Dragon Ball GT'],0.6982982982982984,147.456,6.62888448,Final Answer: ,256,13563.0,2.0,13563.0,1.999945728,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did goku first go super saiyan 4
",1999.945728
44955.0,GB,6628.88448, ['Richard Stallman'],['Richard Stallman'],0.6982982982982984,147.456,6.62888448,Final Answer: ,256,13563.0,2.0,13563.0,1.999945728,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is given credit for the gnu initiative
",1999.945728
44955.0,GB,6628.88448, ['Wyoming'],['Idaho'],0.6982982982982984,147.456,6.62888448,Final Answer: ,256,13563.0,2.0,13563.0,1.999945728,nq_32k,dev,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what us state forms the western boundary of montana
",1999.945728
44955.0,GB,6628.88448, ['The information about the specific date when Monday Night Raw comes on Hulu is not provided in the documents.'],['the following day'],0.6982982982982984,147.456,6.62888448,Final Answer: ,256,13563.0,2.0,13563.0,1.999945728,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does monday night raw come on hulu
",1999.945728
