id,answers,prediction,tokens,latency_s,score
loft:nq_128k:0,"[""the following day""]","TITLE: WWE Raw | ID: 583  
- Monday Night Raw comes on Hulu the following day after it airs on USA Network, with only a condensed 90-minute version available.

Final Answer: Monday Night Raw comes on Hulu the following day after it airs on USA Network, with only a condensed 90-minute version available.",126252,40.86,1.0
loft:nq_128k:1,"[""Spain"", ""Taíno"", ""indigenous Taíno people""]","TITLE: Puerto Rico | ID: 135  
Final Answer: Spain",126328,39.42,1.0
loft:nq_128k:2,"[""September 13, 2012""]","TITLE: Glee (season 4) | ID: 252  
Final Answer: September 13, 2012",126102,36.89,1.0
loft:nq_128k:3,"[""Haliaeetus""]","TITLE: Bald eagle
ID: 283
Final Answer: Haliaeetus",126075,34.69,1.0
loft:nq_128k:4,"[""Kobol's Last Gleaming""]",,125763,29.77,0.0
loft:nq_128k:5,"[""Nala""]",,125750,24.22,0.0
loft:nq_128k:6,"[""Christopher Lloyd""]","TITLE: Over the Garden Wall
ID: 270
Final Answer: Christopher Lloyd",126035,32.04,1.0
loft:nq_128k:7,"[""Charlotte of Mecklenburg-Strelitz""]","TITLE: Christmas tree
ID: 808

Final Answer: George III's German-born wife, Charlotte of Mecklenburg-Strelitz",126111,38.06,1.0
loft:nq_128k:8,"[""Glenn Close""]","TITLE: 101 Dalmatians (1996 film)
ID: 490

Final Answer: Glenn Close",126412,43.63,1.0
loft:nq_128k:9,"[""the Ramones""]","TITLE: I Wanna Be Sedated
ID: 635

Final Answer: the Ramones",126231,41.46,1.0
loft:nq_128k:10,"[""at least seven"", ""at least seven players"", ""seven""]","TITLE: Eligible receiver
ID: 64

Final Answer: 7",126162,31.33,0.0
loft:nq_128k:11,"[""September 1972""]","TITLE: The Waltons
ID: 79

Final Answer: September 1972",126145,36.55,1.0
loft:nq_128k:12,"[""Hook""]","TITLE: Emma Swan | ID: 731  
Final Answer: Hook",126011,32.67,1.0
loft:nq_128k:13,"[""2011""]","TITLE: New York Giants | ID: 511  
Final Answer: 2011",126341,41.16,1.0
loft:nq_128k:14,"[""the summit of Cadillac Mountain""]",,125734,30.16,0.0
loft:nq_128k:15,"[""Indian government""]","TITLE: Ministry of Corporate Affairs | ID: 354  
The authority or governing body of MCA is the Ministry of Corporate Affairs, which is an Indian government ministry.

Final Answer: Ministry of Corporate Affairs",126268,39.63,0.0
loft:nq_128k:16,"[""the primal rib""]","TITLE: Standing rib roast | ID: 408  
Prime rib comes from the primal rib section of a cow, specifically ribs six through 12.

Final Answer: primal rib section of a cow, specifically ribs six through 12",126127,33.53,1.0
loft:nq_128k:17,"[""Ledger""]","TITLE: Heath Ledger | ID: 48

Final Answer: ['ID: 48 | TITLE: Heath Ledger']",126012,31.92,1.0
loft:nq_128k:18,"[""Gravity"", ""Gravity, or gravitation""]","TITLE: Gravity | ID: 132  
Common name for gravitational force: gravity

Final Answer: gravity",126299,38.07,1.0
loft:nq_128k:19,"[""The Lykan Hypersport""]","TITLE: Lykan HyperSport | ID: 158

Final Answer: Lykan HyperSport | 158",126403,41.6,1.0
loft:nq_128k:20,"[""Jack Lord"", ""John Joseph Patrick Ryan""]","TITLE: Jack Lord | ID: 125  
Final Answer: Jack Lord",126233,35.09,1.0
loft:nq_128k:21,"[""non-ferrous""]","TITLE: None provided  
ID: 1  

Final Answer: ['non-ferrous metal']",125996,29.15,1.0
loft:nq_128k:22,"[""Sauron""]","TITLE: Sauron | ID: 519  
Final Answer: Sauron",126243,42.06,1.0
loft:nq_128k:23,"[""Akbar the Great"", ""Babur""]","TITLE: Mughal Empire | ID: 875  
Final Answer: ['the accession of Babur']",126080,33.49,1.0
loft:nq_128k:24,"[""24 November 1949""]","TITLE: Hyderabad State (1948–56)  
ID: 1  

Final Answer: ['Hyderabad State (1948–56)']",126010,33.14,0.0
loft:nq_128k:25,"[""Nepal""]","TITLE: Vikram Samvat | ID: 760  
Final Answer: Nepal",126348,41.22,1.0
loft:nq_128k:26,"[""Rocky""]","TITLE: Doctor Who missing episodes | ID: 814  
Final Answer: nothing relevant",126356,36.84,0.0
loft:nq_128k:27,"[""cell nucleus"", ""in the cell nucleus""]","TITLE: Protein biosynthesis | ID: 391

Final Answer: in the cell through the process of protein biosynthesis, which involves transcription in the cell nucleus where the DNA is held",126256,44.88,1.0
loft:nq_128k:28,"[""Richard Parker""]","TITLE: Life of Pi | ID: 206  
Final Answer: Richard Parker",126292,34.64,1.0
loft:nq_128k:29,"[""Geoffrey Dyson Palmer"", ""Geoffrey Dyson Palmer, OBE""]","TITLE: Geoffrey Palmer (actor) | ID: 251  
Final Answer: Geoffrey Palmer",126200,34.11,0.0
loft:nq_128k:30,"[""9 to 25 February 2018""]","TITLE: Mexico at the 2018 Winter Olympics | ID: 386  
Final Answer: 9 to 25 February 2018",126113,25.12,1.0
loft:nq_128k:31,"[""CeCe Drake""]","TITLE: A (Pretty Little Liars) | ID: 255

Final Answer: CeCe Drake",126257,39.33,1.0
loft:nq_128k:32,"[""Grisha""]","TITLE: Hawaii | ID: 746  
- In ""GSP"" (Gross State Product), ""g"" stands for ""Gross""

Final Answer: In ""GSP"" (Gross State Product), ""g"" stands for ""Gross""",126407,39.85,0.0
loft:nq_128k:33,"[""Serous Membrane"", ""the visceral membrane""]","TITLE: Serous membrane
ID: 269

Final Answer: serous membrane",126264,38.67,1.0
loft:nq_128k:34,"[""June 22, 1942""]","TITLE: The Star-Spangled Banner | ID: 855  
Final Answer: ['1932', 'June 22, 1942', 'December 23, 1942', 'July 7, 1976', 'August 12, 1998']",126190,41.05,0.0
loft:nq_128k:35,"[""Phosphorus pentoxide""]",,125798,23.82,0.0
loft:nq_128k:36,"[""rubidium-85""]","TITLE: Krypton-85 | ID: 755  
Final Answer: rubidium-85",126229,32.02,1.0
loft:nq_128k:37,"[""\""Nelson's Sparrow\"""", ""Nelson's Sparrow""]","TITLE: Jason Gideon | ID: 724  
- Gideon was murdered off-screen in the season ten episode ""Nelson's Sparrow"", having been shot dead at a close range by a serial killer named Donnie Mallick (Arye Gross).

Final Answer: Nelson's Sparrow",126112,35.5,1.0
loft:nq_128k:38,"[""Malayalam""]","TITLE: G. Sankara Kurup | ID: 273  
Final Answer: Malayalam",126208,37.82,1.0
loft:nq_128k:39,"[""David Ben-Gurion""]","TITLE: Israeli Declaration of Independence | ID: 880  
Final Answer: ['David Ben-Gurion']",126097,23.35,1.0
loft:nq_128k:40,"[""Manchuria""]","TITLE: Qing dynasty
ID: 609

TITLE: History of the Qing Dynasty (implied in context)
ID: 609

Final Answer: the Jurchen Aisin Gioro clan in Manchuria",126275,39.83,1.0
loft:nq_128k:41,"[""February 27, 2015"", ""February 27, 2015""]","TITLE: Where Are Ü Now
ID: 550
Final Answer: February 27, 2015",126022,35.47,1.0
loft:nq_128k:42,"[""produced by Quincy Jones""]","TITLE: We Are the World | ID: 130  
Final Answer: Michael Jackson and Lionel Richie",126006,33.09,0.0
loft:nq_128k:43,"[""Ludacris""]","TITLE: Baby (Justin Bieber song) | ID: 300  
The rap in ""Baby"" by Justin Bieber is performed by Ludacris.

Final Answer: Ludacris",126323,40.13,1.0
