id,answers,prediction,tokens,latency_s,score
loft:qampari_128k:0,"[""2018 Kentucky Bank Tennis Championships – Men's Singles"", ""2018 Kunming Open – Men's Doubles"", ""2018 Stockton Challenger – Men's Singles"", ""2019 Burnie International – Men's Doubles"", ""2019 Launceston Tennis International – Men's Singles""]","2018 King Cup Final, 2018 BNP Paribas Primrose Bordeaux – Singles, 2016 Open Città della Disfida – Singles, 2018 Kunming Open – Men's Singles, 2015 King Cup Final, 2018 Stockton Challenger – Men's Singles, 2018 Internationaux de Tennis de Vendée – Singles, 2016 Taça de Portugal Final, 2015 Wimbledon Championships – Boys' Singles, 2018 Senior Open Championship, 2016 Open Città della Disfida – Singles, 2018 BNP Paribas Primrose Bordeaux – Singles, 2018 Kunming Open – Men's Singles, 2018 Stockton Challenger – Men's Singles, 2018 Internationaux de Tennis de Vendée – Singles, 2016 Taça de Portugal Final, 2015 Wimbledon Championships – Boys' Singles, 2018 Senior Open Championship, 2016 Open Città della Disfida – Singles, 2018 BNP Paribas Prim",120503,,0.2
loft:qampari_128k:1,"[""Dead Heavens"", ""Gorilla Biscuits"", ""Quicksand"", ""Rival Schools"", ""Walking Concert""]"," ['Quicksand (American band)', 'Rival Schools (band)']",120265,,0.0
loft:qampari_128k:2,"[""Arabsat-1A"", ""Arabsat-1B"", ""Arabsat-5A"", ""Badr-4"", ""INSAT-2DT""]"," ['Arabsat-1C', 'Arabsat-1B']",120262,,0.2
loft:qampari_128k:3,"[""Diplopedia"", ""RationalWiki"", ""Uncyclopedia"", ""Veropedia"", ""Wiktionary""]", ['Wiktionary'],120249,,0.2
loft:qampari_128k:4,"[""Chris McCormack"", ""Chrissie Wellington"", ""Helen Jenkins"", ""Magali Messmer"", ""Pete Jacobs""]", ['Pete Jacobs'],120249,,0.2
loft:qampari_128k:5,"[""Ammonia"", ""Collins reagent"", ""Dimethylformamide"", ""Ethanol"", ""Sodium azide""]"," ['Estradiol valerate/hydroxyprogesterone caproate', 'Estradiol benzoate/hydroxyprogesterone caproate', 'Estradiol cypionate/hydroxyprogesterone caproate']",120298,,0.0
loft:qampari_128k:6,"[""Byeongsan Seowon"", ""Dosan Seowon"", ""Oksan Seowon"", ""Seoak Seowon"", ""Sosu Seowon""]"," ['Estradiol valerate/hydroxyprogesterone caproate', 'Estradiol dipropionate/hydroxyprogesterone caproate', 'Estradiol benzoate/hydroxyprogesterone caproate', 'Estradiol benzoate/estradiol valerate/hydroxyprogesterone caproate', 'Estradiol cypionate/hydroxyprogesterone caproate', 'Estradiol valerate/hydroxyprogesterone caproate', 'Estradiol benzoate/hydroxyprogesterone caproate', 'Estradiol cypionate/hydroxyprogesterone caproate', 'Estradiol valerate/hydroxyprogesterone caproate', 'Estradiol benzoate/hydroxyprogesterone caproate', 'Estradiol cypionate/hydroxyprogesterone caproate', 'Estradiol valerate/hydroxyprogesterone caproate', 'Estradiol benzoate/hydroxyprogesterone caproate', 'Estradiol cypionate/hydroxyprogesterone caproate', 'E",120503,,0.0
loft:qampari_128k:7,"[""2015 Wimbledon Championships – Boys' Singles"", ""2016 Charlottesville Men's Pro Challenger – singles"", ""2018 BNP Paribas Primrose Bordeaux – singles"", ""2018 JSM Challenger of Champaign–Urbana – singles"", ""2018 Knoxville Challenger – singles""]"," ['2018 Knoxville Challenger – Singles', '2016 BNP Paribas Primrose Bordeaux – Singles', '2015 Città di Caltanissetta – Singles', '2018 BNP Paribas Primrose Bordeaux – Singles']",120309,,0.4
loft:qampari_128k:8,"[""Christian Peter"", ""Howard Barbieri"", ""Jeff Kunkel"", ""Knowshon Moreno"", ""Melanie McGuire""]", ['Jeffrey Daniel Smith'],120254,,0.0
loft:qampari_128k:9,"[""2015 Città di Caltanissetta – singles"", ""2016 Open Città della Disfida – singles"", ""2016 Stockholm Open – doubles"", ""2017 Internationaux de Tennis de Vendée – singles"", ""2017 Internazionali di Tennis del Friuli Venezia Giulia – singles""]","2016 Open Città della Disfida – Singles, 2018 BNP Paribas Primrose Bordeaux – Singles, 2019 Launceston Tennis International – Men's Singles, 2018 Kunming Open – Men's Singles, 2018 Stockton Challenger – Men's Singles, 2018 Internationaux de Tennis de Vendée – Singles, 2015 King Cup Final, 2015 Città di Caltanissetta – Singles, 2014 Senior Open Championship, 2017 Internationaux de Tennis de Vendée – Singles, 2016 King Cup Final, 2015 King Cup Final, 2018 King Cup Final, 2019 King Cup Final, 2016 King Cup Final, 2017 Senior Open Championship, 2018 Senior Open Championship, 2019 Senior Open Championship, 2015 Senior Open Championship, 2010 Senior Open Championship, 2004 World Snooker Championship, 2005 World Snooker Championship, 2006",120501,,0.6
