id,answers,prediction,tokens,latency_s,score
loft:nq_128k:0,"[""the following day""]"," ['On September 24, 2012, Hulu Plus signed a multi-year deal with WWE to stream all of the company’s TV shows and some of its web series which includes Raw. Episodes of Raw are available for viewing the following day and only a condensed 90 minute version is available, not the full version as shown the previous night on the USA Network.']",118741,,1.0
loft:nq_128k:1,"[""Spain"", ""Taíno"", ""indigenous Taíno people""]", ['Puerto Rico'],118670,,0.0
loft:nq_128k:2,"[""September 13, 2012""]",442,118668,,0.0
loft:nq_128k:3,"[""Haliaeetus""]", ['Haliaeetus'],118669,,1.0
loft:nq_128k:4,"[""Kobol's Last Gleaming""]", ['Number Eight (Battlestar Galactica)'],118676,,0.0
loft:nq_128k:5,"[""Nala""]", ['female lion'],118668,,0.0
loft:nq_128k:6,"[""Christopher Lloyd""]", ['The Woodsman is played by Christopher Lloyd'],118675,,1.0
loft:nq_128k:7,"[""Charlotte of Mecklenburg-Strelitz""]"," ['Christmas tree', '808']",118675,,0.0
loft:nq_128k:8,"[""Glenn Close""]", ['101 Dalmatians (1996 film)'],118686,,0.0
loft:nq_128k:9,"[""the Ramones""]", ['I Wanna Be Sedated'],118671,,0.0
loft:nq_128k:10,"[""at least seven"", ""at least seven players"", ""seven""]",11,118668,,0.0
loft:nq_128k:11,"[""September 1972""]",1971,118669,,0.0
loft:nq_128k:12,"[""Hook""]", ['Emma Swan'],118669,,0.0
loft:nq_128k:13,"[""2011""]","1990, 2007, 2011",118680,,1.0
loft:nq_128k:14,"[""the summit of Cadillac Mountain""]", ['Cadillac Mountain'],118668,,0.0
loft:nq_128k:15,"[""Indian government""]", ['Ministry of Corporate Affairs (MCA)'],118676,,0.0
loft:nq_128k:16,"[""the primal rib""]", ['standing rib roast'],118669,,0.0
loft:nq_128k:17,"[""Ledger""]", ['Heath Ledger'],118670,,1.0
loft:nq_128k:18,"[""Gravity"", ""Gravity, or gravitation""]", ['gravity'],118666,,1.0
loft:nq_128k:19,"[""The Lykan Hypersport""]", [],118667,,0.0
loft:nq_128k:20,"[""Jack Lord"", ""John Joseph Patrick Ryan""]", ['Jack Lord'],118673,,1.0
loft:nq_128k:21,"[""non-ferrous""]", ['non-ferrous metals'],118672,,1.0
loft:nq_128k:22,"[""Sauron""]", ['Sauron'],118669,,1.0
loft:nq_128k:23,"[""Akbar the Great"", ""Babur""]", ['Mughal Empire'],118674,,0.0
loft:nq_128k:24,"[""24 November 1949""]",1948,118668,,0.0
loft:nq_128k:25,"[""Nepal""]", ['Vikram Samvat'],118674,,0.0
loft:nq_128k:26,"[""Rocky""]"," ['The 1976 Academy Awards ceremony is notable for Peter Finch becoming the first posthumous winner of an Oscar for acting, a feat matched only by fellow Australian Heath Ledger 32 years later; Finch had suffered a fatal heart attack in mid-January. Beatrice Straight set another record by becoming the actor with the shortest performance ever in a film to win an acting Oscar, with only five minutes and two seconds of screen-time in Network. Network, along with All the President's Men, were the two biggest champs of the ceremony with four Oscars each, but Best Picture and Best Director ultimately went to Rocky.']",118795,,1.0
loft:nq_128k:27,"[""cell nucleus"", ""in the cell nucleus""]", ['Protein biosynthesis'],118670,,0.0
loft:nq_128k:28,"[""Richard Parker""]"," ['Piscine Molitor ""Pi"" Patel']",118676,,0.0
