id,answers,prediction,tokens,latency_s,score
loft:hotpotqa_128k:0,"[""Dan Bilzerian""]", ['Ain't Thinkin' 'Bout You'],121309,,0.0
loft:hotpotqa_128k:1,"[""Laura's Star""]", ['La Machine à écrire'],121297,,0.0
loft:hotpotqa_128k:2,"[""in 2000""]",877,121306,,0.0
loft:hotpotqa_128k:3,"[""Araminta Ross""]", ['Jean Maurice Eugène Clément Cocteau'],121308,,0.0
loft:hotpotqa_128k:4,"[""Parliamentarians (\""Roundheads\"") and Royalists (\""Cavaliers\"")""]", ['La Machine à écrire'],121298,,0.0
loft:hotpotqa_128k:5,"[""Adolfo Rodríguez Saá""]", ['Ricardo Rodríguez Saá'],121314,,0.0
loft:hotpotqa_128k:6,"[""1976""]",1951,121298,,0.0
loft:hotpotqa_128k:7,"[""Obsession""]", ['La Machine à écrire'],121297,,0.0
loft:hotpotqa_128k:8,"[""Eli Roth""]", ['Jean Cocteau'],121322,,0.0
loft:hotpotqa_128k:9,"[""Washington State""]", ['Brian A. Miller'],121303,,0.0
loft:hotpotqa_128k:10,"[""Love Drunk""]", ['Nickelodeon Animation Studio'],121317,,0.0
loft:hotpotqa_128k:11,"[""1940""]", ['Ibn Tufail'],121318,,0.0
loft:hotpotqa_128k:12,"[""The Galtür avalanche""]"," ['Charon Gardens Wilderness Area', '877']",121309,,0.0
loft:hotpotqa_128k:13,"[""Ali Qushji""]", ['Ibn Tufail'],121311,,0.0
loft:hotpotqa_128k:14,"[""December 1974""]", ['La Machine à écrire'],121304,,0.0
loft:hotpotqa_128k:15,"[""England""]", ['Nickelodeon Animation Studio'],121307,,0.0
loft:hotpotqa_128k:16,"[""Morgan Llywelyn""]", ['Jean Maurice Eugène Clément Cocteau'],121304,,0.0
loft:hotpotqa_128k:17,"[""Ten Walls""]", ['La Machine a ecirire'],121314,,0.0
loft:hotpotqa_128k:18,"[""Caesars Palace Grand Prix""]", ['The 1934 Speedway National League'],121312,,0.0
loft:hotpotqa_128k:19,"[""The Suite Life of Zack & Cody""]", ['Writing with Intent (album)'],121301,,0.0
loft:hotpotqa_128k:20,"[""Cambridge University""]", ['Jean Cocteau (writer)'],121307,,0.0
loft:hotpotqa_128k:21,"[""25 million copies""]",30000000,121304,,0.0
loft:hotpotqa_128k:22,"[""Ellie Kemper""]", ['Writing with Intent (album)'],121305,,0.0
loft:hotpotqa_128k:23,"[""The R-8 Human Rhythm Composer""]", ['Ain't Thinkin' 'Bout You'],121311,,0.0
loft:hotpotqa_128k:24,"[""The Vanishing""]", ['The Vanishing (1988 film)'],121323,,1.0
loft:hotpotqa_128k:25,"[""Michael Bruce Fiers""]", ['Brian A. Miller'],121300,,0.0
loft:hotpotqa_128k:26,"[""Scapegoat Mountain""]"," ['Lawton, Oklahoma']",121297,,0.0
loft:hotpotqa_128k:27,"[""Justin Spitzer""]", ['Brian A. Miller'],121300,,0.0
loft:hotpotqa_128k:28,"[""no""]"," ['Jean Cocteau (1900)', 'Luisa Miller']",121312,,0.0
loft:hotpotqa_128k:29,"[""Rome""]", ['Jean Cocteau (1907)'],121317,,0.0
loft:hotpotqa_128k:30,"[""Koninklijke Ahold N.V.""]", ['Ain't Thinkin' 'Bout You'],121307,,0.0
loft:hotpotqa_128k:31,"[""Unbreakable""]", ['The 1934 Speedway National League'],121304,,0.0
loft:hotpotqa_128k:32,"[""directed by Shane Meadows""]", ['Jean Cocteau'],121301,,0.0
loft:hotpotqa_128k:33,"[""world wushu tournament""]", ['The Wing Chun (film)'],121310,,0.0
loft:hotpotqa_128k:34,"[""Turkey""]", ['Istanbul'],121301,,0.0
loft:hotpotqa_128k:35,"[""Omega SA""]", ['Friedrich Julius Rosenbach'],121307,,0.0
loft:hotpotqa_128k:36,"[""five""]",2,121301,,0.0
loft:hotpotqa_128k:37,"[""Afro-Russian""]", ['Jean Sagbo (disambiguation)'],121316,,0.0
loft:hotpotqa_128k:38,"[""Lawton Chiles""]"," ['Lawton, Oklahoma']",121313,,0.0
loft:hotpotqa_128k:39,"[""8 November 1978""]", ['Writing with Intent'],121295,,0.0
loft:hotpotqa_128k:40,"[""Nye County""]", ['The 1934 Speedway National League'],121304,,0.0
loft:hotpotqa_128k:41,"[""genus""]", [''],121297,,0.0
loft:hotpotqa_128k:42,"[""yes""]", ['Jean Cocteau (film)'],121301,,0.0
loft:hotpotqa_128k:43,"[""Shawnee""]", ['877'],121302,,0.0
loft:hotpotqa_128k:44,"[""Jamnagar""]", ['India'],121293,,0.0
loft:hotpotqa_128k:45,"[""Viscount Cranborne""]", ['Friedrich Julius Rosenbach'],121319,,0.0
loft:hotpotqa_128k:46,"[""The Most Dangerous Game""]", ['The Hounds of Zaroff'],121304,,0.0
loft:hotpotqa_128k:47,"[""John M. Dowd""]", ['Jean Cocteau'],121310,,0.0
loft:hotpotqa_128k:48,"[""photographer""]", ['Jean Cocteau'],121302,,0.0
loft:hotpotqa_128k:49,"[""eight""]",6,121305,,0.0
loft:hotpotqa_128k:50,"[""Philadelphia""]", ['Nickelodeon Animation Studio'],121301,,0.0
loft:hotpotqa_128k:51,"[""no""]"," ['Jean Cocteau', 'Writing with Intent']",121301,,0.0
loft:hotpotqa_128k:52,"[""yes""]", ['Nickelodeon Animation Studio'],121305,,0.0
loft:hotpotqa_128k:53,"[""North End Football Club""]", ['Nickelodeon Animation Studio'],121301,,0.0
loft:hotpotqa_128k:54,"[""Mercury Prize""]", ['Writing with Intent'],121310,,0.0
