id,question,answers,prediction,tokens,latency_s,finished,end_reason
loft:musique_128k:0,,"[""Al - Aqsa Mosque""]",,1315,0.56,True,abstained
loft:musique_128k:1,,"[""Oriole Records.""]",,1310,0.31,True,abstained
loft:musique_128k:2,,"[""Sales began worldwide in April 2012""]",,1306,0.31,True,abstained
loft:musique_128k:3,,"[""1952""]",,1309,0.23,True,abstained
loft:musique_128k:4,,"[""Oriole Records.""]",,1312,0.23,True,abstained
loft:musique_128k:5,,"[""1941""]",,1299,0.23,True,abstained
loft:musique_128k:6,,"[""island Koh Phi Phi""]",,1302,0.23,True,abstained
loft:musique_128k:7,,"[""Francisco Guterres""]",,1311,0.28,True,abstained
loft:musique_128k:8,,"[""the country of India""]",,1313,0.28,True,abstained
loft:musique_128k:9,,"[""1,400 years""]",Final Answer: [NOTHING RELEVANT],1570,0.81,True,structured_complete
loft:musique_128k:10,,"[""Rialto Bridge""]",,1301,0.23,True,abstained
loft:musique_128k:11,,"[""16th - century""]",,1302,0.29,True,abstained
loft:musique_128k:12,,"[""Francisco Guterres""]",,1311,0.32,True,abstained
loft:musique_128k:13,,"[""Rialto Bridge""]",,1308,0.28,True,abstained
loft:musique_128k:14,,"[""Toronto Coach Terminal""]",,1306,0.23,True,abstained
loft:musique_128k:15,,"[""Walter Sabo""]",,1310,0.23,True,abstained
loft:musique_128k:16,,"[""built on 16-bit architectures and offered improved graphics and sound""]",,1297,0.23,True,abstained
loft:musique_128k:17,,"[""built in the 15th century""]",,1307,0.25,True,abstained
loft:musique_128k:18,,"[""June 1941""]",,1314,0.23,True,abstained
loft:musique_128k:19,,"[""New York Yankees""]",,1301,0.23,True,abstained
loft:musique_128k:20,,"[""1952""]",,1302,0.23,True,abstained
loft:musique_128k:21,,"[""Rialto Bridge""]",,1300,0.23,True,abstained
loft:musique_128k:22,,"[""1941""]",,1299,0.23,True,abstained
loft:musique_128k:23,,"[""1941""]",,1300,0.23,True,abstained
loft:musique_128k:24,,"[""five""]","TITLE: Super Nintendo Entertainment System | ID: 821  
Final Answer: ['five']",1568,0.93,True,structured_complete
loft:musique_128k:25,,"[""the country of India""]",,1315,0.24,True,abstained
loft:musique_128k:26,,"[""1905""]",,1300,0.25,True,abstained
loft:musique_128k:27,,"[""five""]","TITLE: Super Nintendo Entertainment System | ID: 821  
Final Answer: ['five games per year']",1583,1.27,True,structured_complete
loft:musique_128k:28,,"[""Oriole Records.""]",,1312,0.33,True,abstained
loft:musique_128k:29,,"[""Casa Loma""]",,1311,0.23,True,abstained
loft:musique_128k:30,,"[""the country of India""]",,1313,0.23,True,abstained
loft:musique_128k:31,,"[""Sales began worldwide in April 2012""]",,1302,0.31,True,abstained
loft:musique_128k:32,,"[""Pete Rose""]",,1301,0.23,True,abstained
loft:musique_128k:33,,"[""Warner Music Group""]",,1301,0.24,True,abstained
loft:musique_128k:34,,"[""the Mississippi River Delta""]","TITLE: Write This Down | ID: 818  
TITLE: Mississippi River | ID: 580  

Final Answer: ['the Mississippi River Delta']",1604,1.69,True,structured_complete
loft:musique_128k:35,,"[""Abu Musa Ashaari""]",,1302,0.26,True,abstained
loft:musique_128k:36,,"[""Chris Harrison""]",,1306,0.28,True,abstained
loft:musique_128k:37,,"[""Min Zhou""]",,1298,0.3,True,abstained
loft:musique_128k:38,,"[""Sea, Air, and Land""]",,1308,0.37,True,abstained
loft:musique_128k:39,,"[""Toronto Coach Terminal""]",,1299,0.29,True,abstained
loft:musique_128k:40,,"[""Sea, Air, and Land""]",,1306,0.23,True,abstained
loft:musique_128k:41,,"[""1905""]",,1305,0.23,True,abstained
loft:musique_128k:42,,"[""for the conclave in Rome""]",,1296,0.29,True,abstained
loft:musique_128k:43,,"[""22""]",,1297,0.28,True,abstained
loft:musique_128k:44,,"[""1984""]",,1301,0.32,True,abstained
loft:musique_128k:45,,"[""2,548 sq mi""]",,1303,0.23,True,abstained
loft:musique_128k:46,,"[""Jiangsu Nangang Basketball Club""]",,1308,0.23,True,abstained
loft:musique_128k:47,,"[""Jessie Woodrow Wilson""]",,1311,0.23,True,abstained
loft:musique_128k:48,,"[""The dynasty regrouped and defeated the Portuguese""]",,1304,0.25,True,abstained
loft:musique_128k:49,,"[""Medieval Latin""]",,1301,0.23,True,abstained
loft:musique_128k:50,,"[""Medieval Latin""]",,1308,0.23,True,abstained
loft:musique_128k:51,,"[""Medieval Latin""]",,1303,0.23,True,abstained
loft:musique_128k:52,,"[""1981""]",,1305,0.22,True,abstained
loft:musique_128k:53,,"[""1981""]",,1307,0.22,True,abstained
loft:musique_128k:54,,"[""Medieval Latin""]",,1310,0.32,True,abstained
