id,answers,prediction,tokens,latency_s,score
loft:qampari_128k:0,"[""2018 Kentucky Bank Tennis Championships – Men's Singles"", ""2018 Kunming Open – Men's Doubles"", ""2018 Stockton Challenger – Men's Singles"", ""2019 Burnie International – Men's Doubles"", ""2019 Launceston Tennis International – Men's Singles""]","TITLE: 2019 Launceston Tennis International – Men's Singles | ID: 98  
TITLE: 2018 Kentucky Bank Tennis Championships – Men's Singles | ID: 124  
TITLE: 2018 Kunming Open – Men's Doubles | ID: 449  
TITLE: 2018 Stockton Challenger – Men's Singles | ID: 578  

[""2019 Launceston Tennis International – Men's Singles"", ""2018 Kentucky Bank Tennis Championships – Men's Singles"", ""2018 Kunming Open – Men's Doubles"", ""2018 Stockton Challenger – Men's Singles""]

Final Answer: [""2019 Launceston Tennis International – Men's Singles"", ""2018 Kentucky Bank Tennis Championships – Men's Singles"", ""2018 Kunming Open – Men's Doubles"", ""2018 Stockton Challenger – Men's Singles""]",128747,73.47,0.8
loft:qampari_128k:1,"[""Dead Heavens"", ""Gorilla Biscuits"", ""Quicksand"", ""Rival Schools"", ""Walking Concert""]","TITLE: Gorilla Biscuits | ID: 91  
TITLE: Walking Concert | ID: 113  
TITLE: Dead Heavens | ID: 734  

Final Answer: [""Gorilla Biscuits"", ""Walking Concert"", ""Dead Heavens""]",127913,38.62,0.6
loft:qampari_128k:2,"[""Arabsat-1A"", ""Arabsat-1B"", ""Arabsat-5A"", ""Badr-4"", ""INSAT-2DT""]","TITLE: Badr-4 | ID: 317  
TITLE: Arabsat-5A | ID: 355  
TITLE: Arabsat-1A | ID: 446  
TITLE: Arabsat-1B | ID: 710  

Final Answer: [""Badr-4"", ""Arabsat-5A"", ""Arabsat-1A"", ""Arabsat-1B""]",128624,66.35,0.8
loft:qampari_128k:3,"[""Diplopedia"", ""RationalWiki"", ""Uncyclopedia"", ""Veropedia"", ""Wiktionary""]","TITLE: Wiktionary | ID: 56

[""Wiktionary""]

Final Answer: [""Wiktionary""]",127646,40.37,0.2
loft:qampari_128k:4,"[""Chris McCormack"", ""Chrissie Wellington"", ""Helen Jenkins"", ""Magali Messmer"", ""Pete Jacobs""]","TITLE: Magali Messmer | ID: 178  
TITLE: Chris McCormack (triathlete) | ID: 281  
TITLE: Pete Jacobs (triathlete) | ID: 592  

Final Answer: [""Magali Messmer"", ""Chris McCormack"", ""Pete Jacobs""]",127953,39.08,0.6
loft:qampari_128k:5,"[""Ammonia"", ""Collins reagent"", ""Dimethylformamide"", ""Ethanol"", ""Sodium azide""]","TITLE: Dimethylformamide | ID: 147
TITLE: Collins reagent | ID: 216
TITLE: Ammonia | ID: 571
TITLE: Sodium azide | ID: 613
TITLE: Estradiol valerate/hydroxyprogesterone caproate | ID: 247
TITLE: Estradiol dipropionate/hydroxyprogesterone caproate | ID: 263
TITLE: Estradiol cypionate/hydroxyprogesterone caproate | ID: 263
TITLE: Estradiol benzoate/estradiol valerate/hydroxyprogesterone caproate | ID: 637

Final Answer: [""Dimethylformamide"", ""Collins reagent"", ""Ammonia"", ""Sodium azide"", ""Estradiol valerate/hydroxyprogesterone caproate"", ""Estradiol dipropionate/hydroxyprogesterone caproate"", ""Estradiol cypionate/hydroxyprogesterone caproate""]",129256,80.89,0.8
loft:qampari_128k:6,"[""Byeongsan Seowon"", ""Dosan Seowon"", ""Oksan Seowon"", ""Seoak Seowon"", ""Sosu Seowon""]","TITLE: Sosu Seowon | ID: 90  
TITLE: Dosan Seowon | ID: 171  
TITLE: Byeongsan Seowon | ID: 219  

Final Answer: [""Sosu Seowon"", ""Dosan Seowon"", ""Byeongsan Seowon""]",128651,66.23,0.6
loft:qampari_128k:7,"[""2015 Wimbledon Championships – Boys' Singles"", ""2016 Charlottesville Men's Pro Challenger – singles"", ""2018 BNP Paribas Primrose Bordeaux – singles"", ""2018 JSM Challenger of Champaign–Urbana – singles"", ""2018 Knoxville Challenger – singles""]","TITLE: 2015 Wimbledon Championships – Boys' Singles | ID: 318  
TITLE: 2018 Knoxville Challenger – Singles | ID: 84  
TITLE: 2018 JSM Challenger of Champaign–Urbana – Singles | ID: 531  
TITLE: 2016 Charlottesville Men's Pro Challenger – Singles | ID: 559  
TITLE: 2018 BNP Paribas Primrose Bordeaux – Singles | ID: 717  

[""2015 Wimbledon Championships – Boys' Singles"", ""2018 Knoxville Challenger – Singles"", ""2018 JSM Challenger of Champaign–Urbana – Singles"", ""2016 Charlottesville Men's Pro Challenger – Singles"", ""2018 BNP Paribas Primrose Bordeaux – Singles""]  
Final Answer: [""2015 Wimbledon Championships – Boys' Singles"", ""2018 Knoxville Challenger – Singles"", ""2018 JSM Challenger of Champaign–Urbana – Singles"", ""2016 Charlottesville Men's Pro Challenger – Singles"", ""2018 BNP Paribas Primrose Bordeaux – Singles""]",128731,59.32,1.0
loft:qampari_128k:8,"[""Christian Peter"", ""Howard Barbieri"", ""Jeff Kunkel"", ""Knowshon Moreno"", ""Melanie McGuire""]","TITLE: Knowshon Moreno | ID: 316  
TITLE: Christian Peter | ID: 430  
TITLE: Melanie McGuire | ID: 438  
TITLE: Jeff Kunkel | ID: 537  
TITLE: Howard Barbieri | ID: 728  

List:  
- Christian Peter graduated from Middletown High School South.  
- Melanie McGuire graduated from Middletown High School South.  
- Howard Barbieri graduated from Middletown High School South.  

Final Answer: [""Christian Peter"", ""Melanie McGuire"", ""Howard Barbieri""]",128350,50.76,0.6
loft:qampari_128k:9,"[""2015 Città di Caltanissetta – singles"", ""2016 Open Città della Disfida – singles"", ""2016 Stockholm Open – doubles"", ""2017 Internationaux de Tennis de Vendée – singles"", ""2017 Internazionali di Tennis del Friuli Venezia Giulia – singles""]","[""2015 Città di Caltanissetta – Singles"", ""2017 Internazionali di Tennis del Friuli Venezia Giulia – Singles"", ""2017 Internationaux de Tennis de Vendée – Singles"", ""2016 Open Città della Disfida – Singles""]

Final Answer: [""2015 Città di Caltanissetta – Singles"", ""2017 Internazionali di Tennis del Friuli Venezia Giulia – Singles"", ""2017 Internationaux de Tennis de Vendée – Singles"", ""2016 Open Città della Disfida – Singles""]",128152,47.5,0.8
loft:qampari_128k:10,"[""Antonio London"", ""Bryan Morris"", ""Dewon Brazelton"", ""Dustin Lynch"", ""Jordan Sheffield""]","TITLE: Dustin Lynch | ID: 347  
TITLE: Bryan Morris | ID: 566  
TITLE: Dewon Brazelton | ID: 663  

[""Dustin Lynch"", ""Bryan Morris"", ""Dewon Brazelton""]  
Final Answer: [""Dustin Lynch"", ""Bryan Morris"", ""Dewon Brazelton""]",128137,49.3,0.6
loft:qampari_128k:11,"[""Conditional release"", ""Ghost"", ""The Bright Day"", ""The Sale"", ""The Traces of Light""]","TITLE: The Sale (film) | ID: 117
TITLE: The Traces of Light | ID: 210
TITLE: The Bright Day | ID: 558
TITLE: Conditional Release (film) | ID: 615

Final Answer: [""The Sale (film)"", ""The Traces of Light"", ""The Bright Day"", ""Conditional Release (film)""]",128244,44.87,0.4
loft:qampari_128k:12,"[""Ego Ferguson"", ""Jerry Janes"", ""Ron Rivera"", ""Roquan Smith"", ""Will Sutton""]","TITLE: Roquan Smith | ID: 186  
TITLE: Ron Rivera | ID: 413  

Final Answer: [""Roquan Smith"", ""Ron Rivera""]",128536,50.41,0.4
loft:qampari_128k:13,"[""Chamarajendra Wadiyar X"", ""Kanthirava Narasaraja I"", ""Kanthirava Narasaraja II"", ""Krishnaraja Wadiyar II"", ""Krishnaraja Wadiyar III"", ""Mir Ghulam Ali""]","TITLE: Kanthirava Narasaraja II | ID: 652  
TITLE: Kingdom of Mysore | ID: 698  
TITLE: Krishnaraja Wadiyar III | ID: 742  
TITLE: Chamarajendra Wadiyar X | ID: 706  

Final Answer: [""Kanthirava Narasaraja II"", ""Krishnaraja Wadiyar III"", ""Chamarajendra Wadiyar X""]",128362,50.64,0.5
loft:qampari_128k:14,"[""Gourdou-Leseurre GL-812 HY"", ""Gourdou-Leseurre GL-832 HY"", ""Gourdou-Leseurre GL.2"", ""Gourdou-Leseurre GL.30"", ""Gourdou-Leseurre GL.50""]","TITLE: Gourdou-Leseurre GL.2 | ID: 44
TITLE: Gourdou-Leseurre GL-812 HY | ID: 258
TITLE: Gourdou-Leseurre GL-832 HY | ID: 332
TITLE: rol seaplane | ID: 332
TITLE: Gourdou-Leseurre GL.50 | ID: 494
TITLE: Gourdou-Leseurre GL.30 | ID: 569

Final Answer: [""a French fighter aircraft"", ""the Gourdou-Leseurre GL-812 HY, a 3-seat reconnaissance floatplane"", ""the Gourdou-Leseurre GL-832 HY, a 1930s French light shipboard reconnaissance floatplane"", ""the GL-831 HY seaplane"", ""the Gourdou-Leseurre GL.50, also known as the Gourdou-Leseurre Type F, a French fighter prototype of the early 1920s"", ""the GL.30, a racing aircraft built in France in 1920, which formed the basis for a family of fighter aircraft""]",129144,68.53,0.0
loft:qampari_128k:15,"[""Charles Eastman"", ""Little Crow"", ""Sitting Bull"", ""Spotted Elk"", ""Zitkala-Sa""]","TITLE: Charles Eastman | ID: 328  
TITLE: Juanita Growing Thunder Fogarty | ID: 496  

Final Answer: [""Charles Eastman"", ""Juanita Growing Thunder Fogarty""]",129353,80.5,0.2
loft:qampari_128k:16,"[""Amy Fote"", ""Connor Walsh"", ""Jun Shuang Huang"", ""Simon Ball"", ""Stanton Welch""]","TITLE: Stanton Welch | ID: 187  
TITLE: Connor Walsh (ballet dancer) | ID: 455  
TITLE: Amy Fote | ID: 480  
TITLE: Jun Shuang Huang | ID: 573  
TITLE: Simon Ball | ID: 590  

Final Answer: [""Stanton Welch"", ""Connor Walsh"", ""Amy Fote"", ""Jun Shuang Huang"", ""Simon Ball""]",128120,46.16,1.0
loft:qampari_128k:17,"[""Carlos García Cambón"", ""Gustavo Alfaro"", ""Jorge José Benítez"", ""Mario Fortunato"", ""Miguel Ángel Russo""]","[""Gustavo Alfaro""]",128170,41.81,0.2
loft:qampari_128k:18,"[""After the Rain"", ""Alice's Adventures in Wonderland"", ""An American in Paris"", ""Carousel"", ""Liturgy""]","[""Liturgy (ballet)"", ""After the Rain (ballet)"", ""Alice's Adventures in Wonderland (ballet)""]

Final Answer: [""Liturgy (ballet)"", ""After the Rain (ballet)"", ""Alice's Adventures in Wonderland (ballet)""]",128193,41.3,0.0
loft:qampari_128k:19,"[""Custodio Parcon"", ""Domingo Deluana"", ""Herminigildo Yurong"", ""Lolinato To-ong"", ""Tomas Campo Jr.""]","TITLE: Lolinato To-ong
ID: 111

TITLE: Domingo Deluana
ID: 305

TITLE: Tomas Campo Jr.
ID: 422

TITLE: Herminigildo Yurong
ID: 456

TITLE: Custodio Parcon
ID: 749

Final Answer: [""Lolinato To-ong"", ""Domingo Deluana"", ""Tomas Campo Jr."", ""Herminigildo Yurong"", ""Custodio Parcon""]",129316,67.56,1.0
loft:qampari_128k:20,"[""Asterix and Cleopatra"", ""Asterix and the Chieftain's Shield"", ""Asterix and the Great Crossing"", ""Asterix in Belgium"", ""Obelix and Co.""]","[""Asterix and Cleopatra"", ""Obelix and Co."", ""Asterix and the Chieftain's Shield"", ""Asterix and the Great Crossing"", ""Asterix in Belgium""]",128067,38.02,1.0
loft:qampari_128k:21,"[""Battle Creek"", ""Better Call Saul"", ""Breaking Bad"", ""The Lone Gunmen"", ""The X-Files""]","TITLE: Better Call Saul (season 1) | ID: 226
TITLE: The Lone Gunmen (TV series) | ID: 469
TITLE: Battle Creek (TV series) | ID: 525
TITLE: Breaking Bad | ID: 575

Final Answer: [""Better Call Saul"", ""The Lone Gunmen"", ""Battle Creek"", ""Breaking Bad""]",128196,42.32,0.8
