id,answers,prediction,tokens,latency_s,score
loft:quest_128k:0,"[""A Case of Need""]"," ['The Public Image', 'The Lives of Animals', 'The Story Without a Name (novel)']",118055,,0.0
loft:quest_128k:1,"[""Five Point Someone"", ""One Night @ the Call Center"", ""The 3 Mistakes of My Life""]", ['Five Point Someone'],118045,,0.3333333333333333
loft:quest_128k:2,"[""Duel with Death"", ""Fly Away Home (2016 film)"", ""Sunshine (1999 film)""]"," ['The Hounds of the Morrigan', 'The Village of No Return', 'The Final Nexus', 'The King and the Clown', 'The Last Winter', 'The Fire Devil', 'The Firebird Rocket', 'The Legend of Johnny Lingo', 'The Two Captains', 'The Public Image', 'The Poot', 'The Abandoned (2006 film)', 'The Secret Man', 'The Assassination of Richard Nixon', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Two English Girls', 'The Story Without a Name (novel)', 'The Lives of Animals', 'The Mill on the Floss', 'The Sun (film)', 'The Final Reflection', 'The King and the Clown', 'The Poot', 'The Abandoned (2006 film)', 'The Secret Man', 'The Assassination of Richard Nixon', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Two English Girls', 'The Story Without a Name (novel)', 'The Lives of Animals', 'The Mill on the Floss', 'The Sun (film)', 'The Final Reflection', 'The King and the Clown', 'The Poot', 'The",118294,,0.0
loft:quest_128k:3,"[""Moomins and the Comet Chase"", ""Quest for a Heart"", ""Santa Claus and the Magic Drum""]"," ['The Poot', 'The Village of No Return']",118040,,0.0
loft:quest_128k:4,"[""At Night We Walk in Circles"", ""La reina de América"", ""Lost City Radio""]", [],118034,,0.0
loft:quest_128k:5,"[""One Way Trip 3D""]", [],118028,,0.0
loft:quest_128k:6,"[""Lego Scooby-Doo! Blowout Beach Bash"", ""Scooby-Doo! and the Curse of the 13th Ghost"", ""The Magic Snowflake""]", [],118035,,0.0
loft:quest_128k:7,"[""Firecrest (novel)"", ""Lament for Leto""]", ['The Thorn Birds'],118036,,0.0
loft:quest_128k:8,"[""Crisis of Conscience""]", ['Crisis of Conscience'],118036,,1.0
loft:quest_128k:9,"[""Demi-Gods and Semi-Devils"", ""The Adventures of Peregrine Pickle"", ""The History of Sir Charles Grandison""]", [],118048,,0.0
loft:quest_128k:10,"[""Chain of Attack"", ""The Final Nexus"", ""The Peacekeepers""]", [],118029,,0.0
loft:quest_128k:11,"[""Best Defense"", ""Red Dawn""]", [],118040,,0.0
loft:quest_128k:12,"[""Seveneves""]", [],118042,,0.0
loft:quest_128k:13,"[""Alega Gang: Public Enemy No.1 of Cebu"", ""Lapu-Lapu (2002 film)"", ""Patay na si Hesus""]", ['Patay na si Hesus'],118035,,0.3333333333333333
loft:quest_128k:14,"[""All She Was Worth"", ""Crossfire (novel)"", ""Out (novel)""]", [],118029,,0.0
loft:quest_128k:15,"[""Elizabeth (film)""]", [],118041,,0.0
loft:quest_128k:16,"[""Personal Recollections of Joan of Arc""]", ['Ten Days That Shook the World'],118047,,0.0
loft:quest_128k:17,"[""Hitman's Wife's Bodyguard"", ""Red Notice (film)"", ""The King's Man""]", ['Red Notice (film)'],118040,,0.3333333333333333
loft:quest_128k:18,"[""The Way of the Scarlet Pimpernel""]", [],118036,,0.0
loft:quest_128k:19,"[""Batman & Bill"", ""Batman & Robin (film)"", ""Batman (serial)""]", [],118039,,0.0
loft:quest_128k:20,"[""Batman: The Killing Joke (film)"", ""Pérák: The Shadow over Prague"", ""The League of Extraordinary Gentlemen (film)""]", [],118042,,0.0
loft:quest_128k:21,"[""Poison in Jest"", ""The Waxworks Murder""]", [],118039,,0.0
loft:quest_128k:22,"[""Battle Cry (Uris novel)"", ""Go Tell It on the Mountain (novel)"", ""Junkie (novel)""]", ['The Lives of Animals'],118039,,0.0
loft:quest_128k:23,"[""P4W: Prison for Women"", ""The Phantom (2021 film)"", ""Waseskun""]", [],118038,,0.0
loft:quest_128k:24,"[""Mythago Wood"", ""Nights at the Circus""]", [],118035,,0.0
loft:quest_128k:25,"[""Laughing Gas (novel)""]", [],118034,,0.0
loft:quest_128k:26,"[""Hannibal Rising"", ""Jewel (novel)""]", [],118036,,0.0
loft:quest_128k:27,"[""Ryan (film)""]", [],118030,,0.0
loft:quest_128k:28,"[""Cavalleria rusticana (1982 film)"", ""The Deadly Game (1982 film)"", ""The Life of Verdi (miniseries)""]", [],118037,,0.0
loft:quest_128k:29,"[""Hulk: Where Monsters Dwell"", ""Resident Evil: Vendetta""]", [],118035,,0.0
loft:quest_128k:30,"[""A Lingering Face"", ""Looking Up (film)"", ""Ni Jing: Thou Shalt Not Steal""]", [],118030,,0.0
loft:quest_128k:31,"[""Child Bride"", ""I Accuse My Parents"", ""The Devil's Sleep""]", ['The Devil's Sleep'],118039,,0.3333333333333333
loft:quest_128k:32,"[""Time and the Wind""]", [],118033,,0.0
loft:quest_128k:33,"[""Midnight Sun (Meyer novel)"", ""New Moon (novel)"", ""Twilight (Meyer novel)""]", [],118034,,0.0
loft:quest_128k:34,"[""Boy at War"", ""The Changeover"", ""The Firebird Rocket""]", [],118039,,0.0
loft:quest_128k:35,"[""Killing Them Softly"", ""Mac & Devin Go to High School""]", [],118041,,0.0
loft:quest_128k:36,"[""My Uncle Napoleon"", ""Savushun"", ""The Blind Owl""]", ['The Blind Owl'],118039,,0.3333333333333333
loft:quest_128k:37,"[""Doctor Zhivago (film)""]", [],118036,,0.0
loft:quest_128k:38,"[""The Picturegoers"", ""The Violent Bear It Away""]", ['The Bewitched'],118036,,0.0
loft:quest_128k:39,"[""Undercover with the KKK""]", [],118036,,0.0
loft:quest_128k:40,"[""An Obvious Situation"", ""That Night's Wife"", ""The Copper (1930 film)""]"," ['The Two Captains', 'The Drowning Girl', 'The Fire Devil', 'The Violent Bear It Away', 'The Public Image', 'The Mystery of the Yellow Room', 'The King and the Clown', 'The Final Nexus', 'The Abandoned', 'The Secret Man', 'The Firebird Rocket', 'The Village of No Return', 'The Legend of Johnny Lingo', 'The Making of the Representative for Planet 8', 'The Portage to San Cristobal of A.H.', 'The Lives of Animals', 'The Poot', 'The King and the Clown', 'The Final Reflection', 'The Sun', 'The Jackals', 'The Mysteries of Paris', 'We the Living', 'A Case of Need', 'Pérák: The Shadow over Prague', 'Night Raiders (2021 film)']",118208,,0.0
loft:quest_128k:41,"[""Ace Attorney (film)"", ""True Story (film)""]", [],118034,,0.0
loft:quest_128k:42,"[""Le Grand Meaulnes"", ""The Mysteries of Paris"", ""The Mystery of the Yellow Room""]"," ['The Bewitched', 'The Story Without a Name (novel)']",118058,,0.0
loft:quest_128k:43,"[""Casta Diva (1935 film)"", ""The Fire Devil"", ""Under Capricorn""]"," ['The Two Captains', 'The Fire Devil']",118048,,0.3333333333333333
loft:quest_128k:44,"[""First Invasion: The War of 1812"", ""Last of the Buccaneers"", ""Mohawk (2017 film)""]"," ['Red Dawn', 'The King and the Clown']",118048,,0.0
loft:quest_128k:45,"[""Going Vertical"", ""Prefontaine (film)""]", [],118035,,0.0
loft:quest_128k:46,"[""Ilium (novel)"", ""Summer of Night"", ""The Fall of Hyperion (novel)""]"," ['Ilium (novel)', 'The Fall of Hyperion (novel)']",118045,,0.6666666666666666
loft:quest_128k:47,"[""We the Living""]", [],118037,,0.0
loft:quest_128k:48,"[""Le Divorce"", ""Peppermint Soda"", ""Two English Girls""]", [],118030,,0.0
