id,answers,prediction,tokens,latency_s,score
loft:nq_128k:0,"[""the following day""]", [''],118666,,0.0
loft:nq_128k:1,"[""Spain"", ""Taíno"", ""indigenous Taíno people""]", ['Spanish colonial rule'],118670,,0.0
loft:nq_128k:2,"[""September 13, 2012""]",441,118668,,0.0
loft:nq_128k:3,"[""Haliaeetus""]", ['Haliaeetus'],118669,,1.0
loft:nq_128k:4,"[""Kobol's Last Gleaming""]", ['Dexter (season 3)'],118674,,0.0
loft:nq_128k:5,"[""Nala""]", ['Savanna'],118669,,0.0
loft:nq_128k:6,"[""Christopher Lloyd""]", ['Over the Garden Wall'],118671,,0.0
loft:nq_128k:7,"[""Charlotte of Mecklenburg-Strelitz""]"," ['Christmas tree', 'Barack Obama ""Hope"" poster']",118679,,0.0
loft:nq_128k:8,"[""Glenn Close""]", ['The 101 Dalmatians (film)'],118684,,0.0
loft:nq_128k:9,"[""the Ramones""]", ['The Ramones'],118669,,1.0
loft:nq_128k:10,"[""at least seven"", ""at least seven players"", ""seven""]",10 players on the line of scrimmage in American football.,118678,,0.0
loft:nq_128k:11,"[""September 1972""]",1971,118669,,0.0
loft:nq_128k:12,"[""Hook""]", ['Once Upon a Time (TV series)'],118675,,0.0
loft:nq_128k:13,"[""2011""]", ['The Giants have not won the Super Bowl since 2007.'],118680,,0.0
loft:nq_128k:14,"[""the summit of Cadillac Mountain""]", ['The Pelican Brief (TV series)'],118673,,0.0
loft:nq_128k:15,"[""Indian government""]", ['MCA (Malaysian Communications and Multimedia Commission)'],118678,,0.0
loft:nq_128k:16,"[""the primal rib""]", ['Brisket'],118669,,0.0
loft:nq_128k:17,"[""Ledger""]", ['Jon Bon Jovi'],118671,,0.0
loft:nq_128k:18,"[""Gravity"", ""Gravity, or gravitation""]", ['gravity'],118666,,1.0
loft:nq_128k:19,"[""The Lykan Hypersport""]"," ['Furious 7', 'Abu Dhabi']",118677,,0.0
loft:nq_128k:20,"[""Jack Lord"", ""John Joseph Patrick Ryan""]", ['The Westing Game (film)'],118678,,0.0
loft:nq_128k:21,"[""non-ferrous""]", ['Aluminium is a non-ferrous metal'],118676,,1.0
loft:nq_128k:22,"[""Sauron""]", ['The Pelican Brief (TV series)'],118674,,0.0
loft:nq_128k:23,"[""Akbar the Great"", ""Babur""]", ['Mughal Empire'],118674,,0.0
loft:nq_128k:24,"[""24 November 1949""]", ['Hyderabad State (1948–56)'],118678,,0.0
loft:nq_128k:25,"[""Nepal""]", ['Vikram Samvat'],118674,,0.0
loft:nq_128k:26,"[""Rocky""]","1976 was not a year in which an Oscar for Best Picture was awarded. The query is based on a misunderstanding, as the Academy Awards do not have a ""Best Picture"" award for 1976 in the provided documents. The documents do not contain information about the winner of the Oscar for Best Picture in 1976. Therefore, no answer can be provided based on the given information.",118754,,0.0
loft:nq_128k:27,"[""cell nucleus"", ""in the cell nucleus""]", ['Protein biosynthesis'],118670,,0.0
loft:nq_128k:28,"[""Richard Parker""]", ['Tiger'],118669,,0.0
loft:nq_128k:29,"[""Geoffrey Dyson Palmer"", ""Geoffrey Dyson Palmer, OBE""]", ['The Star-Spangled Banner'],118672,,0.0
loft:nq_128k:30,"[""9 to 25 February 2018""]", [],118666,,0.0
loft:nq_128k:31,"[""CeCe Drake""]", ['The Girl with the Dragon Tattoo'],118673,,0.0
loft:nq_128k:32,"[""Grisha""]", ['Jason Gideon'],118671,,0.0
loft:nq_128k:33,"[""Serous Membrane"", ""the visceral membrane""]"," ['Gastrointestinal tract', 'Mucosa', 'Serous membrane']",118682,,0.0
loft:nq_128k:34,"[""June 22, 1942""]", ['The Star-Spangled Banner'],118674,,0.0
loft:nq_128k:35,"[""Phosphorus pentoxide""]", [],118668,,0.0
loft:nq_128k:36,"[""rubidium-85""]", ['Krypton-85'],118682,,0.0
loft:nq_128k:37,"[""\""Nelson's Sparrow\"""", ""Nelson's Sparrow""]", ['Dexter (season 3)'],118673,,0.0
loft:nq_128k:38,"[""Malayalam""]", ['G. Sankara Kurup'],118676,,0.0
loft:nq_128k:39,"[""David Ben-Gurion""]", ['Israeli Declaration of Independence'],118675,,0.0
loft:nq_128k:40,"[""Manchuria""]", ['Mughal Empire'],118671,,0.0
loft:nq_128k:41,"[""February 27, 2015"", ""February 27, 2015""]", [],118664,,0.0
loft:nq_128k:42,"[""produced by Quincy Jones""]", ['We Are the World (song)'],118672,,0.0
loft:nq_128k:43,"[""Ludacris""]", ['Baby (Justin Bieber song)'],118674,,0.0
loft:nq_128k:44,"[""Jakkur, Bangalore, India""]", ['Jawaharlal Nehru Centre for Advanced Scientific Research'],118682,,0.0
loft:nq_128k:45,"[""condense the steam""]"," ['Cooling tower', 'Coolant']",118673,,0.0
loft:nq_128k:46,"[""metaphase""]"," ['Stem cell', 'DNA replication', 'chromosome', 'sister chromatids']",118688,,0.0
loft:nq_128k:47,"[""coffee"", ""honey"", ""livestock"", ""macadamia nuts"", ""pineapple"", ""sugarcane""]", ['Hawaii'],118670,,0.0
loft:nq_128k:48,"[""imperial rule""]", ['Mughal Empire'],118670,,0.0
loft:nq_128k:49,"["".java""]", ['Java'],118669,,1.0
loft:nq_128k:50,"[""2003""]","1997, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026, 2027, 2028, 2029, 2030, 2031, 2032, 2033, 2034, 2035, 2036, 2037, 2038, 2039, 2040, 2041",118924,,1.0
loft:nq_128k:51,"[""Coire"", ""Corey"", ""Corie"", ""Correy"", ""Corrie"", ""Cory"", ""Khouri"", ""Kori"", ""Kory""]", [],118665,,0.0
