id,answers,prediction,tokens,latency_s,score
loft:qampari_128k:0,"[""2018 Kentucky Bank Tennis Championships – Men's Singles"", ""2018 Kunming Open – Men's Doubles"", ""2018 Stockton Challenger – Men's Singles"", ""2019 Burnie International – Men's Doubles"", ""2019 Launceston Tennis International – Men's Singles""]","TITLE: 2018 Kentucky Bank Tennis Championships – Men's Singles | ID: 124  
TITLE: 2018 Kunming Open – Men's Doubles | ID: 449  
TITLE: 2019 Burnie International – Men's Doubles | ID: 145  
TITLE: 2018 Stockton Challenger – Men's Singles | ID: 578  
TITLE: 2019 Launceston Tennis International – Men's Singles | ID: 98  

Final Answer: [""2018 Kentucky Bank Tennis Championships – Men's Singles"", ""2018 Kunming Open – Men's Doubles"", ""2019 Burnie International – Men's Doubles"", ""2018 Stockton Challenger – Men's Singles"", ""2019 Launceston Tennis International – Men's Singles""]",128193,47.35,1.0
loft:qampari_128k:1,"[""Dead Heavens"", ""Gorilla Biscuits"", ""Quicksand"", ""Rival Schools"", ""Walking Concert""]","TITLE: Walking Concert | ID: 113  
TITLE: Quicksand (American band) | ID: 752  
TITLE: Gorilla Biscuits | ID: 91  
TITLE: Rival Schools (band) | ID: 25  
TITLE: Dead Heavens | ID: 734  

[""Walking Concert"", ""Quicksand (American band)"", ""Gorilla Biscuits"", ""Rival Schools (band)"", ""Dead Heavens""]  
Final Answer: [""Walking Concert"", ""Quicksand (American band)"", ""Gorilla Biscuits"", ""Rival Schools (band)"", ""Dead Heavens""]",127991,39.11,0.6
loft:qampari_128k:2,"[""Arabsat-1A"", ""Arabsat-1B"", ""Arabsat-5A"", ""Badr-4"", ""INSAT-2DT""]","TITLE: Arabsat-1A | ID: 446  
TITLE: Arabsat-5A | ID: 355  
TITLE: Badr-4 | ID: 317  
TITLE: Arab Satellite Communications Organization | ID: 747  

[""Arabsat-1A"", ""Arabsat-5A"", ""Badr-4"", ""Arabsat-1C""]  

Final Answer: [""Arabsat-1A"", ""Arabsat-5A"", ""Badr-4"", ""Arabsat-1C""]",128208,48.89,0.6
loft:qampari_128k:3,"[""Diplopedia"", ""RationalWiki"", ""Uncyclopedia"", ""Veropedia"", ""Wiktionary""]","TITLE: Diplopedia | ID: 740

Final Answer: [""Diplopedia""]",127954,41.23,0.2
loft:qampari_128k:4,"[""Chris McCormack"", ""Chrissie Wellington"", ""Helen Jenkins"", ""Magali Messmer"", ""Pete Jacobs""]","TITLE: Chrissie Wellington | ID: 32  
TITLE: Helen Jenkins | ID: 29  
TITLE: Pete Jacobs (triathlete) | ID: 592  
TITLE: Chris McCormack (triathlete) | ID: 281  

[""Helen Jenkins"", ""Chrissie Wellington"", ""Pete Jacobs"", ""Chris McCormack""]  

Final Answer: [""Helen Jenkins"", ""Chrissie Wellington"", ""Pete Jacobs"", ""Chris McCormack""]",128194,48.55,0.8
loft:qampari_128k:5,"[""Ammonia"", ""Collins reagent"", ""Dimethylformamide"", ""Ethanol"", ""Sodium azide""]","TITLE: Dimethylformamide | ID: 147  
TITLE: Collins reagent | ID: 216  
TITLE: Green Spot (whiskey) | ID: 175  
TITLE: Cork Dry Gin | ID: 506  
TITLE: Paddy Whiskey | ID: 400  
TITLE: Estradiol dipropionate/hydroxyprogesterone caproate | ID: 247  
TITLE: Estradiol benzoate/hydroxyprogesterone caproate | ID: 543  
TITLE: Estradiol valerate/hydroxyprogesterone caproate | ID: 22  
TITLE: Sodium azide | ID: 613  

Final Answer: [""Dimethylformamide"", ""Collins reagent"", ""Green Spot (whiskey)"", ""Cork Dry Gin"", ""Paddy Whiskey"", ""Estradiol dipropionate/hydroxyprogesterone caproate"", ""Estradiol benzoate/hydroxyprogesterone caproate"", ""Estradiol valerate/hydroxyprogesterone caproate"", ""Sodium azide""]",128900,73.44,0.6
loft:qampari_128k:6,"[""Byeongsan Seowon"", ""Dosan Seowon"", ""Oksan Seowon"", ""Seoak Seowon"", ""Sosu Seowon""]","TITLE: Sosu Seowon | ID: 90  
TITLE: Oksan Seowon, Gyeongju | ID: 45  
TITLE: Seoak Seowon | ID: 47  
TITLE: Byeongsan Seowon | ID: 219  

Final Answer: [""Sosu Seowon"", ""Oksan Seowon, Gyeongju"", ""Seoak Seowon"", ""Byeongsan Seowon""]",128056,35.55,0.6
loft:qampari_128k:7,"[""2015 Wimbledon Championships – Boys' Singles"", ""2016 Charlottesville Men's Pro Challenger – singles"", ""2018 BNP Paribas Primrose Bordeaux – singles"", ""2018 JSM Challenger of Champaign–Urbana – singles"", ""2018 Knoxville Challenger – singles""]","TITLE: 2015 Wimbledon Championships – Boys' Singles | ID: 318  
TITLE: 2018 JSM Challenger of Champaign–Urbana – Singles | ID: 531  
TITLE: 2016 Charlottesville Men's Pro Challenger – Singles | ID: 559  
TITLE: 2018 BNP Paribas Primrose Bordeaux – Singles | ID: 717  
TITLE: 2018 Knoxville Challenger – Singles | ID: 84  

[""2015 Wimbledon Championships – Boys' Singles"", ""2018 JSM Challenger of Champaign–Urbana – Singles"", ""2016 Charlottesville Men's Pro Challenger – Singles"", ""2018 BNP Paribas Primrose Bordeaux – Singles"", ""2018 Knoxville Challenger – Singles""]  
Final Answer: [""2015 Wimbledon Championships – Boys' Singles"", ""2018 JSM Challenger of Champaign–Urbana – Singles"", ""2016 Charlottesville Men's Pro Challenger – Singles"", ""2018 BNP Paribas Primrose Bordeaux – Singles"", ""2018 Knoxville Challenger – Singles""]",128449,52.84,1.0
loft:qampari_128k:8,"[""Christian Peter"", ""Howard Barbieri"", ""Jeff Kunkel"", ""Knowshon Moreno"", ""Melanie McGuire""]","TITLE: Knowshon Rockwell Moreno | ID: 316

Final Answer: [""Knowshon Rockwell Moreno""]",128093,37.35,0.0
loft:qampari_128k:9,"[""2015 Città di Caltanissetta – singles"", ""2016 Open Città della Disfida – singles"", ""2016 Stockholm Open – doubles"", ""2017 Internationaux de Tennis de Vendée – singles"", ""2017 Internazionali di Tennis del Friuli Venezia Giulia – singles""]","TITLE: 2017 Internazionali di Tennis del Friuli Venezia Giulia – Singles | ID: 291  
TITLE: 2015 Città di Caltanissetta – Singles | ID: 52  
TITLE: 2016 Open Città della Disfida – Singles | ID: 669  
TITLE: 2017 Internationaux de Tennis de Vendée – Singles | ID: 614  

[""2017 Internazionali di Tennis del Friuli Venezia Giulia – Singles"", ""2015 Città di Caltanissetta – Singles"", ""2016 Open Città della Disfida – Singles"", ""2017 Internationaux de Tennis de Vendée – Singles""]

Final Answer: [""2017 Internazionali di Tennis del Friuli Venezia Giulia – Singles"", ""2015 Città di Caltanissetta – Singles"", ""2016 Open Città della Disfida – Singles"", ""2017 Internationaux de Tennis de Vendée – Singles""]",128332,47.62,0.8
