id,question,answers,prediction,tokens,latency_s,finished,end_reason
loft:nq_128k:0,,"[""the following day""]",Episodes of Monday Night Raw are available on Hulu the following day in a condensed 90-minute version.,7211,21.99,True,final_called
loft:nq_128k:1,,"[""Spain"", ""Taíno"", ""indigenous Taíno people""]",Spain,1981,11.23,True,final_called
loft:nq_128k:2,,"[""September 13, 2012""]","Season 4 of Glee premiered on September 13, 2012.",5412,18.6,True,final_called
loft:nq_128k:3,,"[""Haliaeetus""]",The genus of a bald eagle is Haliaeetus.,1870,8.33,True,final_called
loft:nq_128k:4,,"[""Kobol's Last Gleaming""]",,6872,35.54,True,abstained
loft:nq_128k:5,,"[""Nala""]",,20635,49.18,True,abstained
loft:nq_128k:6,,"[""Christopher Lloyd""]","TITLE: None provided  
ID: None provided  

- Christopher Lloyd plays the Woodsman in 'Over the Garden Wall'.",8180,8.08,True,repetition_broken
loft:nq_128k:7,,"[""Charlotte of Mecklenburg-Strelitz""]",,21627,53.34,True,abstained
loft:nq_128k:8,,"[""Glenn Close""]",Glenn Close,3752,9.93,True,final_called
loft:nq_128k:9,,"[""the Ramones""]","{'TITLE': 'I Wanna Be Sedated', 'ID': '635', 'ARTIST': 'the Ramones'}",4619,6.63,True,final_called
loft:nq_128k:10,,"[""at least seven"", ""at least seven players"", ""seven""]",,1698,8.8,True,abstained
loft:nq_128k:11,,"[""September 1972""]",The Waltons first aired in September 1972.,8485,12.87,True,final_called
loft:nq_128k:12,,"[""Hook""]",Hook,9008,40.3,True,final_called
loft:nq_128k:13,,"[""2011""]",,8803,25.56,True,abstained
loft:nq_128k:14,,"[""the summit of Cadillac Mountain""]","The sun hits the US first in the eastern part, specifically near Lake Michigan north of Milwaukee, in document ID 540 titled ""Sunset Towers"".",5130,16.02,True,final_called
loft:nq_128k:15,,"[""Indian government""]",Ministry of Corporate Affairs,3483,8.88,True,final_called
loft:nq_128k:16,,"[""the primal rib""]","TITLE: Standing rib roast | ID: 408  
- Prime rib comes from the primal rib section of a cow, specifically ribs six through twelve.",8785,7.55,True,repetition_broken
loft:nq_128k:17,,"[""Ledger""]",Heath Ledger plays the Joker in Batman: The Dark Knight.,9651,42.19,True,final_called
loft:nq_128k:18,,"[""Gravity"", ""Gravity, or gravitation""]",gravitation,8868,17.17,True,final_called
loft:nq_128k:19,,"[""The Lykan Hypersport""]","TITLE: an Hypersport  
ID: 158",19377,24.4,True,repetition_broken
loft:nq_128k:20,,"[""Jack Lord"", ""John Joseph Patrick Ryan""]",Jack Lord played the original Steve McGarrett on Hawaii Five-O.,1739,8.77,True,final_called
loft:nq_128k:21,,"[""non-ferrous""]",TITLE: Non-ferrous metal | ID: 22736,11619,11.53,True,repetition_broken
loft:nq_128k:22,,"[""Sauron""]",Sauron,6974,13.39,True,final_called
loft:nq_128k:23,,"[""Akbar the Great"", ""Babur""]",Akbar the Great,20628,31.53,True,final_called
loft:nq_128k:24,,"[""24 November 1949""]",Hyderabad became part of India on 24 November 1949.,6915,19.57,True,final_called
loft:nq_128k:25,,"[""Nepal""]",India,4679,33.49,True,final_called
loft:nq_128k:26,,"[""Rocky""]",,20065,72.06,True,abstained
loft:nq_128k:27,,"[""cell nucleus"", ""in the cell nucleus""]",The protein is made in the cytosol.,7405,16.14,True,final_called
loft:nq_128k:28,,"[""Richard Parker""]","TITLE: Life of Pi | ID: 206  
- The name of the tiger in the novel 'Life of Pi' is Richard Parker.",19594,19.62,True,repetition_broken
loft:nq_128k:29,,"[""Geoffrey Dyson Palmer"", ""Geoffrey Dyson Palmer, OBE""]","TITLE: Geoffrey Palmer (actor) | ID: 131  
- Geoffrey Palmer played the role of Lionel in 'As Time Goes By'.",10669,13.57,True,repetition_broken
loft:nq_128k:30,,"[""9 to 25 February 2018""]","The text does not mention Mexico playing in the Winter Olympics, nor does it provide a date for such an event. Therefore, there is no valid date to extract.",3972,18.02,True,final_called
loft:nq_128k:31,,"[""CeCe Drake""]",Mona Vanderwaal,2778,5.7,True,final_called
loft:nq_128k:32,,"[""Grisha""]",,11099,50.55,True,abstained
loft:nq_128k:33,,"[""Serous Membrane"", ""the visceral membrane""]","The text provided does not mention the membrane on the surface of the stomach. Therefore, based on the given information, the question cannot be answered.",3997,22.8,True,final_called
loft:nq_128k:34,,"[""June 22, 1942""]","The text does not mention when it became law to stand for the national anthem. Therefore, no date can be provided based on the given information.",9266,30.25,True,final_called
loft:nq_128k:35,,"[""Phosphorus pentoxide""]",,8668,24.55,True,abstained
loft:nq_128k:36,,"[""rubidium-85""]",rubidium-85,3023,5.93,True,final_called
loft:nq_128k:37,,"[""\""Nelson's Sparrow\"""", ""Nelson's Sparrow""]",Nelson's Sparrow,3617,7.38,True,final_called
loft:nq_128k:38,,"[""Malayalam""]",Malayalam,3511,4.82,True,final_called
loft:nq_128k:39,,"[""David Ben-Gurion""]","Final Answer: Title: Dexter (season 3) | CONTENT: While stalking a murderous drug dealer, ""Freebo"", Dext, ID: 880, First Signatory: The first signatory of the Israeli Declaration of Independence was David Ben-Gurion.",4994,14.93,True,final_called
loft:nq_128k:40,,"[""Manchuria""]",The rulers of the Qing dynasty originated from the Jurchen Aisin Gioro clan in Manchuria.,5939,5.32,True,final_called
loft:nq_128k:41,,"[""February 27, 2015"", ""February 27, 2015""]",,35825,37.09,False,max_steps
loft:nq_128k:42,,"[""produced by Quincy Jones""]","{'TITLE': 'We Are the World', 'ID': 130, 'WRITERS': 'Michael Jackson and Lionel Richie'}",9589,12.72,True,final_called
loft:nq_128k:43,,"[""Ludacris""]","The provided text does not mention the song ""Baby"" by Justin Bieber or anyone who sings the rap in it. Therefore, based on the given information, the question cannot be answered.",3669,16.43,True,final_called
loft:nq_128k:44,,"[""Jakkur, Bangalore, India""]",,29522,20.37,False,max_steps
loft:nq_128k:45,,"[""condense the steam""]","The reason cooling water runs through the condenser is to condense the steam coming out of the cylinders or turbines, which reduces back pressure and decreases steam and fuel consumption while increasing power output and recycling boiler water.",3299,8.08,True,final_called
loft:nq_128k:46,,"[""metaphase""]",A cell has condensed visible chromosomes also known as sister chromatids during metaphase and anaphase.,3171,6.11,True,final_called
loft:nq_128k:47,,"[""coffee"", ""honey"", ""livestock"", ""macadamia nuts"", ""pineapple"", ""sugarcane""]","The provided text does not mention Hawaii's primary export to the United States. Therefore, based on the given information, the question cannot be answered.",1497,5.85,True,final_called
loft:nq_128k:48,,"[""imperial rule""]","Final Answer: The provided text does not specify the type of government the Ming dynasty had. It only mentions that the Ming dynasty's economy was the largest in the world and highlights aspects like merchant influence and technological advances. Therefore, based on the given information, the type of government is not stated.",3581,9.11,True,final_called
loft:nq_128k:49,,"["".java""]",.java,2825,6.55,True,final_called
loft:nq_128k:50,,"[""2003""]",1965–66,20424,39.72,True,final_called
