id,question,answers,prediction,tokens,latency_s,finished,end_reason
loft:quest_128k:0,,"[""A Case of Need""]",,3040,5.47,True,abstained
loft:quest_128k:1,,"[""Five Point Someone"", ""One Night @ the Call Center"", ""The 3 Mistakes of My Life""]","[""Five Point Someone""]",4747,66.67,True,structured_complete
loft:quest_128k:2,,"[""Duel with Death"", ""Fly Away Home (2016 film)"", ""Sunshine (1999 film)""]","[""Nothing relevant""]",3626,16.76,True,structured_complete
loft:quest_128k:3,,"[""Moomins and the Comet Chase"", ""Quest for a Heart"", ""Santa Claus and the Magic Drum""]","[""Santa Claus and the Magic Drum""]  

Final Answer: [""Santa Claus and the Magic Drum""]",3583,14.38,True,structured_complete
loft:quest_128k:4,,"[""At Night We Walk in Circles"", ""La reina de América"", ""Lost City Radio""]",,3043,2.98,True,abstained
loft:quest_128k:5,,"[""One Way Trip 3D""]","[""The Deadly Game (1982 film)""]  
Final Answer: [""The Deadly Game (1982 film)""]",3939,41.76,True,structured_complete
loft:quest_128k:6,,"[""Lego Scooby-Doo! Blowout Beach Bash"", ""Scooby-Doo! and the Curse of the 13th Ghost"", ""The Magic Snowflake""]","Nothing relevant in the provided passage matches the query about 2010s supernatural children's animated films.

Final Answer: []",3648,18.9,True,structured_complete
loft:quest_128k:7,,"[""Firecrest (novel)"", ""Lament for Leto""]","[""Title: Firecrest (novel)"", ""ID: 204""]  
Final Answer: [""Title: Firecrest (novel)"", ""ID: 204""]",3898,34.19,True,structured_complete
loft:quest_128k:8,,"[""Crisis of Conscience""]","TITLE: Crisis of Conscience | ID: 289

Final Answer: [""Crisis of Conscience""]",4050,40.34,True,structured_complete
loft:quest_128k:9,,"[""Demi-Gods and Semi-Devils"", ""The Adventures of Peregrine Pickle"", ""The History of Sir Charles Grandison""]",,3100,5.4,True,abstained
loft:quest_128k:10,,"[""Chain of Attack"", ""The Final Nexus"", ""The Peacekeepers""]","TITLE: The Final Nexus | ID: 1  
TITLE: Chain of Attack | ID: 32  
TITLE: The Peacekeepers | ID: 33  

[""Chain of Attack"", ""The Peacekeepers"", ""The Final Nexus""]

Final Answer: [""Chain of Attack"", ""The Peacekeepers"", ""The Final Nexus""]",4271,59.86,True,structured_complete
loft:quest_128k:11,,"[""Best Defense"", ""Red Dawn""]","[""Chain of Attack"", ""The Samovar Girl""]",4310,38.14,True,structured_complete
loft:quest_128k:12,,"[""Seveneves""]","[""Red Dawn | 80""]",4319,55.21,True,structured_complete
