id,answers,prediction,tokens,latency_s,score
loft:musique_128k:0,"[""Al - Aqsa Mosque""]", [],119527,,0.0
loft:musique_128k:1,"[""Oriole Records.""]", ['Sony Music'],119525,,0.0
loft:musique_128k:2,"[""Sales began worldwide in April 2012""]", ['2017'],119523,,0.0
loft:musique_128k:3,"[""1952""]",1997,119524,,0.0
loft:musique_128k:4,"[""Oriole Records.""]", ['Sony Music'],119527,,0.0
loft:musique_128k:5,"[""1941""]", ['1964'],119516,,0.0
loft:musique_128k:6,"[""island Koh Phi Phi""]", ['The Beach (film)'],119520,,0.0
loft:musique_128k:7,"[""Francisco Guterres""]", ['Pope John XXIII'],119529,,0.0
loft:musique_128k:8,"[""the country of India""]", ['Islam'],119527,,0.0
loft:musique_128k:9,"[""1,400 years""]", ['The Wild Women of Chastity Gulch'],119531,,0.0
loft:musique_128k:10,"[""Rialto Bridge""]", ['La Silvia'],119517,,0.0
loft:musique_128k:11,"[""16th - century""]", ['1982'],119519,,0.0
loft:musique_128k:12,"[""Francisco Guterres""]", ['Pope John XXIII'],119529,,0.0
loft:musique_128k:13,"[""Rialto Bridge""]", ['The Palais des Papes in Avignon'],119530,,0.0
loft:musique_128k:14,"[""Toronto Coach Terminal""]", [],119518,,0.0
loft:musique_128k:15,"[""Walter Sabo""]", ['Walter Sabo'],119527,,1.0
loft:musique_128k:16,"[""built on 16-bit architectures and offered improved graphics and sound""]", [],119509,,0.0
loft:musique_128k:17,"[""built in the 15th century""]",1840,119522,,0.0
loft:musique_128k:18,"[""June 1941""]", ['1955'],119531,,0.0
loft:musique_128k:19,"[""New York Yankees""]", [],119513,,0.0
loft:musique_128k:20,"[""1952""]", ['Chaim Herzog'],119519,,0.0
loft:musique_128k:21,"[""Rialto Bridge""]", ['The Bridge of the Americas'],119518,,0.0
loft:musique_128k:22,"[""1941""]",1955,119514,,0.0
loft:musique_128k:23,"[""1941""]",1956,119515,,0.0
loft:musique_128k:24,"[""five""]",5,119517,,0.0
loft:musique_128k:25,"[""the country of India""]", ['Islam'],119529,,0.0
loft:musique_128k:26,"[""1905""]",1905,119515,,1.0
loft:musique_128k:27,"[""five""]",1981,119523,,0.0
loft:musique_128k:28,"[""Oriole Records.""]", ['Sony Music'],119527,,0.0
loft:musique_128k:29,"[""Casa Loma""]", ['The Castle of the Holy Cross'],119530,,0.0
loft:musique_128k:30,"[""the country of India""]", ['Islam'],119527,,0.0
loft:musique_128k:31,"[""Sales began worldwide in April 2012""]", ['2017'],119519,,0.0
loft:musique_128k:32,"[""Pete Rose""]", ['Jacoby Shaddix'],119519,,0.0
loft:musique_128k:33,"[""Warner Music Group""]", ['Aaron Spelling'],119517,,0.0
loft:musique_128k:34,"[""the Mississippi River Delta""]", [],119514,,0.0
loft:musique_128k:35,"[""Abu Musa Ashaari""]", ['The Wild Women of Chastity Gulch'],119524,,0.0
loft:musique_128k:36,"[""Chris Harrison""]", ['Gretchen Polhemus'],119525,,0.0
loft:musique_128k:37,"[""Min Zhou""]", ['Srijana Mitra Das'],119517,,0.0
loft:musique_128k:38,"[""Sea, Air, and Land""]"," ['Seal stands for ""Sea, Air, and Land"" in the U.S. military branch that operates a list of destroyer classes and the USS Sable.']",119552,,1.0
loft:musique_128k:39,"[""Toronto Coach Terminal""]", ['San Diego'],119514,,0.0
loft:musique_128k:40,"[""Sea, Air, and Land""]"," ['Seal stands for ""Sea, Air, and Land""']",119531,,1.0
loft:musique_128k:41,"[""1905""]",1905,119520,,1.0
loft:musique_128k:42,"[""for the conclave in Rome""]", [],119508,,0.0
loft:musique_128k:43,"[""22""]",1,119509,,0.0
loft:musique_128k:44,"[""1984""]", [],119513,,0.0
loft:musique_128k:45,"[""2,548 sq mi""]",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,119770,,0.0
loft:musique_128k:46,"[""Jiangsu Nangang Basketball Club""]", ['The Beijing Ducks'],119524,,0.0
loft:musique_128k:47,"[""Jessie Woodrow Wilson""]", ['James III of Cyprus'],119528,,0.0
loft:musique_128k:48,"[""The dynasty regrouped and defeated the Portuguese""]", [],119516,,0.0
loft:musique_128k:49,"[""Medieval Latin""]", ['Auctor'],119516,,0.0
loft:musique_128k:50,"[""Medieval Latin""]", ['Auctor'],119523,,0.0
loft:musique_128k:51,"[""Medieval Latin""]", ['Auctor'],119518,,0.0
loft:musique_128k:52,"[""1981""]",1981,119520,,1.0
loft:musique_128k:53,"[""1981""]",1981,119522,,1.0
loft:musique_128k:54,"[""Medieval Latin""]", ['Latin'],119524,,0.0
