id,answers,prediction,tokens,latency_s,score
loft:musique_128k:0,"[""Al - Aqsa Mosque""]", [],119527,,0.0
loft:musique_128k:1,"[""Oriole Records.""]", [],119522,,0.0
loft:musique_128k:2,"[""Sales began worldwide in April 2012""]", [],119518,,0.0
loft:musique_128k:3,"[""1952""]",1997,119524,,0.0
loft:musique_128k:4,"[""Oriole Records.""]", ['BBC'],119526,,0.0
loft:musique_128k:5,"[""1941""]",1943,119514,,0.0
loft:musique_128k:6,"[""island Koh Phi Phi""]", ['Thailand'],119517,,0.0
loft:musique_128k:7,"[""Francisco Guterres""]", ['Nelson Mandela'],119527,,0.0
loft:musique_128k:8,"[""the country of India""]"," ['The word ""Hindu"" is derived from the Indo-Aryan and Sanskrit word Sindhu, which means ""a large body of water"", covering ""river, ocean"". It was used as the name of the Indus river and also referred to its tributaries. The actual term 'hindu' first occurs, states Gavin Flood, as ""a Persian geographical term for the people who lived beyond the river Indus (Sanskrit: Sindhu)"", more specifically in the 6th-century BCE inscription of Darius I. The people of India were referred to as Hinduvān (Hindus) and hindavī was used as the adjective for Indian in the 8th century text Chachnama. The term 'Hindu' in these ancient records is an ethno-geographical term and did not refer to a religion. The Arabic equivalent Al-Hind likewise referred to the country of India.']",119714,,1.0
loft:musique_128k:9,"[""1,400 years""]",1400,119524,,0.0
loft:musique_128k:10,"[""Rialto Bridge""]", [],119513,,0.0
loft:musique_128k:11,"[""16th - century""]",1975,119517,,0.0
loft:musique_128k:12,"[""Francisco Guterres""]", [],119523,,0.0
loft:musique_128k:13,"[""Rialto Bridge""]", ['The Rialto Bridge'],119526,,1.0
loft:musique_128k:14,"[""Toronto Coach Terminal""]", [],119518,,0.0
loft:musique_128k:15,"[""Walter Sabo""]", ['Walter Sabo'],119527,,1.0
loft:musique_128k:16,"[""built on 16-bit architectures and offered improved graphics and sound""]", [],119509,,0.0
loft:musique_128k:17,"[""built in the 15th century""]",15th century,119522,,0.0
loft:musique_128k:18,"[""June 1941""]", ['1949'],119531,,0.0
loft:musique_128k:19,"[""New York Yankees""]", [],119513,,0.0
loft:musique_128k:20,"[""1952""]", ['1962'],119519,,0.0
loft:musique_128k:21,"[""Rialto Bridge""]", ['Scanderbeg (opera)'],119520,,0.0
loft:musique_128k:22,"[""1941""]",1956,119514,,0.0
loft:musique_128k:23,"[""1941""]",1943,119515,,0.0
loft:musique_128k:24,"[""five""]",1981,119520,,0.0
loft:musique_128k:25,"[""the country of India""]", ['The majority religion in the area of British India that became India when Dourkhan's country was created is Hinduism.'],119552,,0.0
loft:musique_128k:26,"[""1905""]", ['1905'],119517,,1.0
loft:musique_128k:27,"[""five""]", ['1991'],119525,,0.0
loft:musique_128k:28,"[""Oriole Records.""]", ['BBC'],119526,,0.0
loft:musique_128k:29,"[""Casa Loma""]", ['The Castle of the Holy Cross'],119530,,0.0
loft:musique_128k:30,"[""the country of India""]", ['The majority religion in the area of British India that became India is Hinduism.'],119541,,0.0
loft:musique_128k:31,"[""Sales began worldwide in April 2012""]", ['2012'],119519,,0.0
loft:musique_128k:32,"[""Pete Rose""]", ['The Cleveland Indians'],119517,,0.0
loft:musique_128k:33,"[""Warner Music Group""]", ['Sony Music'],119516,,0.0
loft:musique_128k:34,"[""the Mississippi River Delta""]", ['the Mississippi River Delta'],119519,,1.0
loft:musique_128k:35,"[""Abu Musa Ashaari""]", [],119514,,0.0
loft:musique_128k:36,"[""Chris Harrison""]", ['Constance Marie'],119522,,0.0
loft:musique_128k:37,"[""Min Zhou""]", ['Min Zhou'],119513,,1.0
loft:musique_128k:38,"[""Sea, Air, and Land""]", ['United States Navy'],119524,,0.0
loft:musique_128k:39,"[""Toronto Coach Terminal""]", ['San Diego'],119514,,0.0
loft:musique_128k:40,"[""Sea, Air, and Land""]"," ['seal stands for ""Seal"" in the U.S. military branch that operates a list of destroyer classes as well as the USS Jason']",119547,,0.0
loft:musique_128k:41,"[""1905""]",2010,119520,,0.0
loft:musique_128k:42,"[""for the conclave in Rome""]", [],119508,,0.0
loft:musique_128k:43,"[""22""]",1,119509,,0.0
loft:musique_128k:44,"[""1984""]", [],119513,,0.0
loft:musique_128k:45,"[""2,548 sq mi""]",103,119517,,0.0
loft:musique_128k:46,"[""Jiangsu Nangang Basketball Club""]", ['Yongle Emperor'],119525,,0.0
loft:musique_128k:47,"[""Jessie Woodrow Wilson""]", ['James III of Cyprus'],119528,,0.0
loft:musique_128k:48,"[""The dynasty regrouped and defeated the Portuguese""]", [],119516,,0.0
loft:musique_128k:49,"[""Medieval Latin""]", [],119513,,0.0
loft:musique_128k:50,"[""Medieval Latin""]", [],119520,,0.0
loft:musique_128k:51,"[""Medieval Latin""]", ['Auctor'],119518,,0.0
loft:musique_128k:52,"[""1981""]", ['1981'],119522,,1.0
loft:musique_128k:53,"[""1981""]", ['1981'],119524,,1.0
loft:musique_128k:54,"[""Medieval Latin""]", ['Latin'],119524,,0.0
