id,question,answers,prediction,tokens,latency_s,finished,end_reason
loft:nq_128k:0,,"[""the following day""]","TITLE: WWE Raw | ID: 583  
Final Answer: The documents do not specify the exact time when Monday Night Raw comes on Hulu. They only state that episodes are available the following day in a condensed 90-minute version.",11098,4.88,True,structured_complete
loft:nq_128k:1,,"[""Spain"", ""Taíno"", ""indigenous Taíno people""]","TITLE: Puerto Rico | ID: 135  
TITLE: Dominican Republic | ID: 343  

Final Answer: Spain",10142,8.14,True,structured_complete
loft:nq_128k:2,,"[""September 13, 2012""]","TITLE: Glee (season 4) | ID: 252  
Final Answer: September 13, 2012",10363,3.44,True,structured_complete
loft:nq_128k:3,,"[""Haliaeetus""]","TITLE: Bald eagle  
ID: 283  
Final Answer: Haliaeetus",10545,2.55,True,structured_complete
loft:nq_128k:4,,"[""Kobol's Last Gleaming""]",,10909,1.53,True,abstained
loft:nq_128k:5,,"[""Nala""]",,9612,1.29,True,abstained
loft:nq_128k:6,,"[""Christopher Lloyd""]","TITLE: Over the Garden Wall | ID: 270  
Final Answer: Christopher Lloyd",10583,2.28,True,structured_complete
loft:nq_128k:7,,"[""Charlotte of Mecklenburg-Strelitz""]","TITLE: Christmas tree
ID: 808

Final Answer: Charlotte of Mecklenburg-Strelitz",10776,3.43,True,structured_complete
loft:nq_128k:8,,"[""Glenn Close""]","TITLE: 101 Dalmatians (1996 film) | ID: 490  
Final Answer: Glenn Close",10146,7.5,True,structured_complete
loft:nq_128k:9,,"[""the Ramones""]","TITLE: I Wanna Be Sedated | ID: 635  
Final Answer: the Ramones",10218,5.59,True,structured_complete
loft:nq_128k:10,,"[""at least seven"", ""at least seven players"", ""seven""]","TITLE: Eligible receiver | ID: 64

Final Answer: 7",10689,6.01,True,structured_complete
loft:nq_128k:11,,"[""September 1972""]","TITLE: The Waltons | ID: 79  
Final Answer: September 1972",10627,3.97,True,structured_complete
loft:nq_128k:12,,"[""Hook""]","TITLE: Emma Swan | ID: 731  
Final Answer: Hook",10369,2.95,True,structured_complete
loft:nq_128k:13,,"[""2011""]","TITLE: New York Giants | ID: 511  
- The last time the Giants won the Super Bowl was in 2011 (Super Bowl XLVI)

Final Answer: 2011",10731,5.08,True,structured_complete
loft:nq_128k:14,,"[""the summit of Cadillac Mountain""]","TITLE: Cadillac Mountain | ID: 716  
- The sun hits the US first at Mars Hill during most of the spring and summer.  
- Around the equinoxes, the sun rises first at West Quoddy Head in Lubec, Maine.  
- In the fall and winter, the sun rises first at Cadillac Mountain.  

Final Answer: The sun hits the US first at Mars Hill during most of the spring and summer. Around the equinoxes, the sun rises first at West Quoddy Head in Lubec, Maine. In the fall and winter, the sun rises first at Cadillac Mountain.",10944,7.86,True,structured_complete
loft:nq_128k:15,,"[""Indian government""]","TITLE: Ministry of Corporate Affairs  
ID: 354  

Final Answer: Indian government, specifically through the Ministry of Corporate Affairs",10699,5.27,True,structured_complete
loft:nq_128k:16,,"[""the primal rib""]","TITLE: Standing rib roast | ID: 408  
Final Answer: from the primal rib section of a cow, specifically ribs six through 12",10866,4.7,True,structured_complete
loft:nq_128k:17,,"[""Ledger""]","TITLE: Heath Ledger | ID: 48  
Final Answer: Heath Ledger",10443,2.48,True,structured_complete
loft:nq_128k:18,,"[""Gravity"", ""Gravity, or gravitation""]","TITLE: Gravity | ID: 132  
[""gravity""]

Final Answer: gravity",11394,7.55,True,structured_complete
loft:nq_128k:19,,"[""The Lykan Hypersport""]","TITLE: Lykan HyperSport | ID: 158

Final Answer: Lykan HyperSport | 158",10936,6.14,True,structured_complete
loft:nq_128k:20,,"[""Jack Lord"", ""John Joseph Patrick Ryan""]","TITLE: Jack Lord | ID: 125  
Final Answer: Jack Lord",10024,3.02,True,structured_complete
